Price,Close,High,Low,Open,Volume
Ticker,TLT,TLT,TLT,TLT,TLT
Date,,,,,
2013-01-02,87.27658081054688,87.52477740081635,87.1670880479597,87.42258044285731,7472700
2013-01-03,86.09397888183594,87.22544632627816,86.06477896742712,87.14514795398244,10004300
2013-01-04,86.4298324584961,86.45903239416045,85.67065083917775,85.88964757200125,9574600
2013-01-07,86.46630096435547,86.67070044962045,86.13781153791207,86.40790668073913,4193100
2013-01-08,87.03568267822266,87.07947977898765,86.73638763815265,86.8969844333789,4380900
2013-01-09,86.95537567138672,87.26196648501885,86.77288034384635,87.05027123675417,3870300
2013-01-10,86.71451568603516,87.08680786468003,86.40062337253411,86.59771595574747,5602800
2013-01-11,87.48831176757812,87.49561314449939,86.3933391407766,86.51743470184427,4770700
2013-01-14,87.24738311767578,87.80217059602532,87.13789035228551,87.62697660208423,3064600
2013-01-15,87.6488265991211,88.10871266694069,87.57582960619452,88.04301704410085,5357800
2013-01-16,87.83137512207031,88.0941689114001,87.60508263599291,88.05766760814771,4286100
2013-01-17,86.95537567138672,87.26926785752877,86.68528058167344,87.10867107820278,7019200
2013-01-18,87.62699127197266,87.75108680640126,87.20360061052705,87.28389903146734,4660000
2013-01-22,87.79488372802734,87.81678785404122,87.14520055588847,87.26930165936345,3874100
2013-01-23,87.66343688964844,88.02113167635413,87.56123997039379,87.84593218393381,2848800
2013-01-24,87.35686492919922,87.57586155719076,87.05757547821406,87.50286453763212,4178900
2013-01-25,86.1596908569336,86.57577996989235,85.96989416192855,86.44438311478352,8750700
2013-01-28,85.84584045410156,85.93344025657437,85.4078525803735,85.4224497627933,6059900
2013-01-29,85.37132263183594,86.19620517945012,85.31292835242756,85.86041440325845,5553900
2013-01-30,85.225341796875,85.3786372465642,84.79465537669827,85.16694193909332,9586800
2013-01-31,85.64142608642578,85.65602326536887,85.07934280339218,85.42973079119278,6789200
2013-02-01,84.52941131591797,86.21941246029995,84.50746411898125,86.1316236725531,10928600
2013-02-04,85.61213684082031,85.80235508645711,85.17317638154583,85.29754748836467,9291900
2013-02-05,84.85128784179688,85.18050684057306,84.76349350400314,85.06344772351473,6676500
2013-02-06,85.54630279541016,85.57556757282283,84.90249443738786,85.24634301319435,5892000
2013-02-07,85.35611724853516,86.02919064194707,85.31954044901426,85.42927642926468,5951700
2013-02-08,85.68529510498047,85.71455987761581,85.03416926347681,85.45118250558235,5603400
2013-02-11,85.61949920654297,85.8755591432248,85.53902242905896,85.63413439246078,3679900
2013-02-12,85.40728759765625,85.61213543651185,85.20243975880064,85.3707108159663,4513700
2013-02-13,84.71229553222656,85.06346177805084,84.53671240931442,84.71961312367323,6586400
2013-02-14,85.48047637939453,85.62680030194075,84.85861505821211,85.07809815118799,7096000
2013-02-15,85.23171997070312,85.40730306699815,84.91713056642794,85.34877908935714,5861800
2013-02-19,84.80744934082031,85.52442299816846,84.74891973987557,85.4951581976961,7383600
2013-02-20,85.06349182128906,85.13665659822283,84.55137187288553,84.63916625619277,9603900
2013-02-21,85.56094360351562,85.82432105305206,85.40730768823376,85.52436681322163,8297400
2013-02-22,85.61949920654297,85.84629435307717,85.50975763891132,85.5829224051244,5316900
2013-02-25,87.30219268798828,87.31682229294351,85.07811876167781,85.1220131582318,15948700
2013-02-26,86.79733276367188,87.55088255508065,86.76075040068342,86.86317990071412,9822100
2013-02-27,86.54129028320312,87.45579372404133,86.32912481512633,87.41921135373339,7459600
2013-02-28,86.70222473144531,86.81196623657044,86.31447625079667,86.64369518448726,6023400
2013-03-01,87.17440795898438,87.401690156565,86.91046481626339,87.13041370608096,7786800
2013-03-04,86.71247863769531,87.22570374725375,86.70515092580638,87.09373221550136,4511400
2013-03-05,86.4632339477539,86.66118852126488,86.27994039707977,86.56587788863742,6539300
2013-03-06,85.67876434326172,86.14799553100023,85.67143103273165,85.86205795077448,6514900
2013-03-07,85.0189208984375,85.42216914197391,84.98226552682016,85.34885280506127,8526700
2013-03-08,84.13175201416016,84.57898879044411,84.03644136764963,84.21973494502254,15423600
2013-03-11,84.21240234375,84.48367885426615,84.12441941214787,84.40302923204989,5815800
2013-03-12,84.8209228515625,84.89423915098081,84.4836633992982,84.49832442171181,9264200
2013-03-13,84.7329330444336,84.85757130267497,84.33701834736571,84.49098424172412,7371500
2013-03-14,84.4763412475586,84.78427310198734,84.30038098698157,84.38102501141934,9352100
2013-03-15,84.87223815917969,84.96021547410658,84.53497873338577,84.55697306211749,9673400
2013-03-18,85.51744079589844,85.69340104292733,85.15818699339245,85.65674568803716,9152200
2013-03-19,86.09666442871094,86.43392395958408,85.56144469022496,85.62009998090109,11986200
2013-03-20,85.13621520996094,85.77407337200503,85.10688756207617,85.56878543048846,8543900
2013-03-21,85.95738220214844,85.96471551383785,85.43682894575801,85.67877788840758,6119400
2013-03-22,86.0233154296875,86.14795367976363,85.61273414462161,86.00132110245927,6323800
2013-03-25,85.94268035888672,86.35325611966806,85.53943231263703,85.6127486136801,5839800
2013-03-26,86.0453109741211,86.44855895792386,85.62006866277896,85.68605723907139,5093200
2013-03-27,86.7784652709961,87.07906366828166,86.64649374217794,86.73447662594774,7742900
2013-03-28,86.33856964111328,86.84445588472904,86.2799143801025,86.60251272198828,5826400
2013-04-01,86.98886108398438,87.01090314546252,86.32757121056878,86.34961327204692,6113800
2013-04-02,86.63619232177734,86.8051852270898,86.51862716519894,86.75375187254055,5438000
2013-04-03,87.4150161743164,87.65014081255981,86.88598433681534,86.93006845466924,9527400
2013-04-04,88.4583740234375,88.4730724653711,87.78239144563179,87.87055967398109,9365700
2013-04-05,90.24385070800781,90.69205787417897,90.10424354305889,90.2879348208073,18626200
2013-04-08,89.55323028564453,90.28065227375824,89.4797548460073,90.13369578866707,8020300
2013-04-09,89.33269500732422,89.81763680209806,89.18573870147617,89.66333688531502,7176100
2013-04-10,88.10570526123047,88.6567792077556,88.09835603898219,88.60534025783176,10765200
2013-04-11,88.274658203125,88.5318248073502,88.09096697070534,88.29670025408551,7501800
2013-04-12,89.58992767333984,89.59727689551013,88.83312035840606,89.1490696419605,9253000
2013-04-15,90.36873626708984,90.39812753669322,89.54580314144125,89.73683798514597,12948400
2013-04-16,89.62669372558594,90.02346214285248,89.55321269456599,89.58260398581085,6553500
2013-04-17,90.22184753417969,90.76557238101444,89.86181404425814,89.86181404425814,9020900
2013-04-18,90.44225311279297,90.53777618426136,90.08221970521922,90.23651973703655,7009500
2013-04-19,90.2511978149414,90.36141370017164,90.10424143269684,90.33202242372272,5474300
2013-04-22,90.31732177734375,90.58918687349856,90.13363050838277,90.2585392258812,4519400
2013-04-23,90.00140380859375,90.95660098105012,89.92057917373292,90.56717625261955,8042900
2013-04-24,90.22917938232422,90.24387222148907,89.86179673924605,89.98670549249721,3673600
2013-04-25,89.8397445678711,89.91322557745433,89.71483582088194,89.82505172944283,4297800
2013-04-26,90.66265106201172,90.75082487831504,90.38344238576914,90.52304392098445,4898800
2013-04-29,90.3320083618164,90.91247336824318,90.19975044129117,90.80225750017017,4916000
2013-04-30,90.38349151611328,90.88313220180113,90.13366837036185,90.56718286223654,4477400
2013-05-01,91.31194305419922,91.49602486510406,90.88487190464456,90.90696082311617,10724600
2013-05-02,91.19413757324219,91.28249887413679,90.94378898063825,91.00269089683634,4171800
2013-05-03,89.04409790039062,89.97187225985537,88.97046626310411,89.94978333044281,11283600
2013-05-06,88.82321166992188,89.27973688296566,88.59495187226734,89.20610523382564,5121900
2013-05-07,88.47715759277344,88.72750636650605,88.39616107945155,88.49924652954564,5049200
2013-05-08,88.61699676513672,88.9704363701882,88.48445761545891,88.55808922800615,5732900
2013-05-09,88.38875579833984,89.33125412108694,88.34457794500267,88.73483063010266,7527000
2013-05-10,87.43889617919922,88.20467750197031,86.77620026355756,88.18258857440448,11689000
