Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2013-01-02,117.97867584228516,118.0513695911039,116.90437858418272,117.21132417939839,192059000
2013-01-03,117.71209716796875,118.2290509355554,117.39707865842611,117.92211772443054,144761800
2013-01-04,118.22905731201172,118.42291960724357,117.66364102402387,117.90596581177601,116817700
2013-01-07,117.90599060058594,118.01907388195838,117.46980342589703,117.80906559516764,110002500
2013-01-08,117.56673431396484,117.85752163943825,117.10631591315169,117.69597586420916,121265100
2013-01-09,117.86559295654297,118.1886968276091,117.6394264093729,117.82520343201566,90745600
2013-01-10,118.80259704589844,118.81067002219379,117.90600367092844,118.51988264855069,130735400
2013-01-11,118.79449462890625,118.85910307356653,118.42292828377589,118.77025105571916,113917300
2013-01-14,118.71370697021484,118.79448600790539,118.27751988692701,118.64908620509254,89567200
2013-01-15,118.79449462890625,118.90757789478913,118.09175146042189,118.16444520452839,93172600
2013-01-16,118.77832794189453,118.96410493872501,118.42291989567919,118.55216142614853,104849500
2013-01-17,119.54569244384766,119.88494225419709,118.85910752339987,119.3033676292689,133833500
2013-01-18,119.81224060058594,119.94148213651916,119.08526620482499,119.5214533073118,169906000
2013-01-22,120.45845031738281,120.45845031738281,119.52954053290385,119.81225488582196,111797300
2013-01-23,120.65226745605469,120.7572777285621,120.24032398915149,120.45841750699407,104596100
2013-01-24,120.68463897705078,121.27428671598048,120.36153503950679,120.47461833635845,146426400
2013-01-25,121.36310577392578,121.36310577392578,120.65228962967058,121.06424549743285,147211600
2013-01-28,121.2177734375,121.42778179151136,120.76542784206768,121.395465229259,113357700
2013-01-29,121.69425201416016,121.84772476356785,120.89458405284303,120.97536307626241,105694400
2013-01-30,121.2177734375,121.92050460202327,121.10467779477399,121.67817968575956,137447700
2013-01-31,120.91885375976562,121.46812417841645,120.83808703580246,121.07232655799383,108975800
2013-02-01,122.16275787353516,122.30814534293371,121.47617306764198,121.6861812984899,131173000
2013-02-04,120.78961944580078,122.1870206632516,120.70076741651289,121.41966895130334,159073600
2013-02-05,122.00928497314453,122.35660769976363,121.39539390261777,121.4438687175146,113912400
2013-02-06,122.09813690185547,122.1789036096656,121.49233113010457,121.58118313630071,138762800
2013-02-07,121.93659210205078,122.2516106127862,121.04807203323293,122.13852736085938,162490000
2013-02-08,122.6150894165039,122.6877831503364,122.14659814544471,122.14659814544471,103133700
2013-02-11,122.59086608886719,122.695864047245,122.28392053710749,122.56663484269149,73775000
2013-02-12,122.79285430908203,123.01902092101884,122.46167736833314,122.59899193092649,65392700
2013-02-13,122.89776611328125,123.26933232951029,122.55044346182889,123.04316587620472,82322600
2013-02-14,123.01091003417969,123.15630986884423,122.38895814328862,122.5262726773225,80834300
2013-02-15,122.86553192138672,123.25324430155527,122.41319875699767,123.12400273311431,215226500
2013-02-19,123.78636169433594,123.81059294878574,122.905926582247,123.07554536339559,95105400
2013-02-20,122.24356079101562,123.7378870699323,122.17894001042508,123.697497541419,160574800
2013-02-21,121.50043487548828,122.3081761090643,121.11272253441466,121.93662204370507,183257000
2013-02-22,122.68780517578125,122.68780517578125,121.55697247376425,122.0900722760568,106356600
2013-02-25,120.35343933105469,123.47132086981831,120.35343933105469,123.2855438440413,245824800
2013-02-26,121.17732238769531,121.32270986856058,120.13532947422374,120.93499759443559,186596200
2013-02-27,122.70394897460938,123.04319874519278,120.96729827798764,121.07230856119818,150781900
2013-02-28,122.46160888671875,123.47935807130007,122.30006315783825,122.69584834482312,126866000
2013-03-01,122.86553192138672,123.05130897279913,121.49237415087589,122.04163232901848,170634800
2013-03-04,123.51976776123047,123.51976776123047,122.38893514920126,122.58278512546279,99010200
2013-03-05,124.62638092041016,124.95755776139976,124.10135408481379,124.1175123594151,121431900
2013-03-06,124.79598999023438,125.13523974614128,124.52136099618832,125.07061898428043,94469900
2013-03-07,125.0221176147461,125.18366330658563,124.8121094478693,124.95749687298103,86101400
2013-03-08,125.55529022216797,125.72490896684374,124.92525309163928,125.57144849671164,123477800
2013-03-11,126.0318603515625,126.03993332662937,125.3048981906551,125.45837099299511,83746800
2013-03-12,125.7491226196289,126.08838471181089,125.36949565961667,125.94298491156854,105755800
2013-03-13,125.9268569946289,126.10456105712245,125.38567183163613,125.8137737116924,92550900
2013-03-14,126.59728240966797,126.6538302131291,125.93494099506503,126.2580325643611,126329900
2013-03-15,126.43013000488281,126.60050314646966,126.00823302100414,126.44636014502382,138601100
2013-03-18,125.7323989868164,126.27599114294149,125.1076684993414,125.22125473524856,126704300
2013-03-19,125.4403305053711,126.17052603853287,124.61276648914132,126.00015285811558,167567300
2013-03-20,126.3165512084961,126.52749352284944,125.96767126479095,126.17862595911463,113759300
2013-03-21,125.23748016357422,126.27598638991354,125.026537841964,125.56200871681622,128605000
2013-03-22,126.24352264404297,126.24352264404297,125.53765394036772,125.63502239809796,111163600
2013-03-25,125.71617889404297,126.78714552961098,125.22938600694387,126.57619080322638,151322300
2013-03-26,126.72216796875,126.75461585813937,126.09743777330709,126.23536296815142,86856600
2013-03-27,126.72216796875,126.7627371154608,125.75667922487425,125.96762145581874,99950600
2013-03-28,127.11167907714844,127.25772561495313,126.3652533838486,126.64110393529084,102932800
2013-04-01,126.60861206054688,127.30635945893506,126.30030132778025,127.04672676187509,99194100
2013-04-02,127.23334503173828,127.54976465033145,126.868234996465,127.06295952327952,101504300
2013-04-03,125.94330596923828,127.4037088638631,125.6106686159922,127.30635279754402,154167400
2013-04-04,126.45447540283203,126.70598687783922,125.82974496557627,126.1055954620377,131885000
2013-04-05,125.88652038574219,126.04067574568609,124.75876721242953,124.90480131344931,159666000
2013-04-08,126.73848724365234,126.74659612671162,125.55393417836733,125.9758313169588,86571200
2013-04-09,127.17658233642578,127.63904857821763,126.55185179890726,126.97374887177439,101922200
2013-04-10,128.73428344726562,128.8965476693663,127.48483531912726,127.51728321156075,135711100
2013-04-11,129.15621948242188,129.578116491755,128.6288451257629,128.7586614947839,110142500
2013-04-12,128.83975219726562,129.0344642988552,128.1257748115285,128.74238376650507,116359900
2013-04-15,125.85408020019531,128.29620257236374,125.83786243969395,128.19072522925563,217259000
2013-04-16,127.7120590209961,127.77696721190992,126.49505829629815,126.80335672817431,147507800
2013-04-17,125.84601593017578,126.82773550718407,125.17260723156211,126.80338409786017,226834800
2013-04-18,125.05896759033203,126.08936478624601,124.58028371080145,126.05690450765165,167583200
2013-04-19,126.1461410522461,126.20294034500569,125.04272689261886,125.35103761338715,149687600
2013-04-22,126.70601654052734,127.0062061287193,125.55392386209073,126.38959680757625,106553500
2013-04-23,128.01223754882812,128.13393265883056,126.70598972159638,127.33882905355009,166141300
2013-04-24,128.0933380126953,128.4340965999487,127.81747521161385,128.05276886136272,96781200
2013-04-25,128.6126251220703,129.22112541377962,128.27186644430952,128.46657861447562,131060600
2013-04-26,128.38551330566406,128.6775940788307,127.971724988692,128.45853040396173,95918800
2013-04-29,129.24545288085938,129.52941223028978,128.531475307491,128.734308719928,88572800
2013-04-30,129.5537567138672,129.5862169940089,128.68563610960396,129.22111931221653,116010700
2013-05-01,128.41787719726562,129.33468809815315,128.27184309622223,129.26977992658902,138874200
2013-05-02,129.61056518554688,129.72415141414135,128.62073703066494,128.74243213988385,96407600
2013-05-03,130.9249267578125,131.3387149044982,129.63490903219787,130.7383234567416,144202300
2013-05-06,131.257568359375,131.4441716487656,130.96548772469097,131.0222870275321,66882100
2013-05-07,131.92288208007812,131.96343886648478,131.16833520135447,131.54155420007277,90359200
2013-05-08,132.523193359375,132.5637625049929,131.7037510897398,131.77676812387298,97419200
2013-05-09,132.15003967285156,132.81532688263474,131.81738987797496,132.4664593270105,106738600
2013-05-10,132.58009338378906,132.6936796498517,131.84988534769386,132.23933458560109,103203000
2013-05-13,132.68548583984375,132.9045493688952,132.1013370623194,132.40963539879687,81843200
2013-05-14,134.0567169189453,134.15408541991746,132.79103782607953,132.79103782607953,119000900
2013-05-15,134.77874755859375,135.04648915977918,133.79704073421667,133.83760989439074,120718500
2013-05-16,134.1459503173828,134.97351440040987,133.94311683291357,134.50293923084442,109913600
2013-05-17,135.44406127929688,135.52518722815546,134.4623419723326,134.64083639178065,129801000
2013-05-20,135.43597412109375,135.96334863133572,135.17635368741492,135.3142789771777,85071200
2013-05-21,135.63067626953125,136.14182054927582,135.08708408344077,135.557659195274,95804200
2013-05-22,134.62460327148438,137.17220313270133,134.007994077924,135.76858683082628,244031800
2013-05-23,134.23512268066406,134.60834153112563,133.01001357452333,133.18850793170495,211064400
2013-05-24,134.12155151367188,134.1783508063959,133.0424763716264,133.4400342807909,151573900
2013-05-28,134.92478942871094,136.12555977284288,134.52723148060016,135.52516841079233,143679800
2013-05-29,134.0485382080078,134.5191131809918,133.33456067934682,134.21080245180306,160363400
2013-05-30,134.54347229003906,135.160081460527,134.04855822557832,134.15403557078193,107793800
2013-05-31,132.612548828125,134.93296472087545,132.35292836808398,134.17030872829676,176850100
2013-06-03,133.34266662597656,133.4319138068104,131.97151102042346,132.92076973658328,168390700
2013-06-04,132.70179748535156,133.9512588763052,132.0283887268461,133.41577542303935,157631500
2013-06-05,130.84384155273438,132.58820475282258,130.73025528454224,132.32046303923224,211737800
2013-06-06,132.0283660888672,132.03648735129636,130.01626142217395,130.7870261745791,200225500
2013-06-07,133.7078399658203,133.82953510863342,132.36102261214413,132.93707517473175,188337800
2013-06-10,133.7078399658203,134.19463291704653,133.35895992313306,134.1216158313587,105667100
2013-06-11,132.32850646972656,133.4968163782519,132.03642589760338,132.49077070313558,159505400
2013-06-12,131.23324584960938,133.37516664679364,131.1115507281672,133.23724138250194,177361500
2013-06-13,133.2291717529297,133.46445318369356,130.86818666158638,131.16026741907191,163587800
2013-06-14,132.3934326171875,133.60232433622562,132.17438142284183,133.0830712422706,141197500
2013-06-17,133.4157257080078,134.04856505151446,132.4258975286829,133.294018215813,136295600
2013-06-18,134.47044372558594,134.67327713826361,133.48061568132132,133.48872456103956,114695600
2013-06-19,132.612548828125,134.59220590333555,132.55576188185594,134.35692447454915,206149500
2013-06-20,129.32659912109375,132.62873353636215,128.98584042029947,131.32248565999856,321255900
2013-06-21,129.74179077148438,130.30456293820504,128.4367826143381,130.20669168233712,271956800
2013-06-24,128.1023406982422,129.21974540972138,127.0175555821117,128.3878150508207,222329000
2013-06-25,129.33396911621094,130.581877331696,128.3959906732423,129.2605532334629,162262200
2013-06-26,130.61444091796875,130.90806698659878,129.8885337546159,130.39421825512773,134848000
2013-06-27,131.3811798095703,131.98474818337397,131.27514433222518,131.39749583196462,129483700
