Price,Close,High,Low,Open,Volume
Ticker,XLB,XLB,XLB,XLB,XLB
Date,,,,,
2013-01-02,30.142789840698242,30.236789389241387,29.91562152587651,30.087956521698757,12669000
2013-01-03,29.9234619140625,30.228962742585377,29.82946234871522,30.111461044757053,7643400
2013-01-04,30.291629791259766,30.330799018154046,29.986128945916178,30.00963107969124,5754400
2013-01-07,30.228958129882812,30.260292309614655,30.048791078712487,30.150625668745054,5307200
2013-01-08,30.275959014892578,30.346459424297752,30.04879069701015,30.31512524496394,6000300
2013-01-09,30.47179412841797,30.503125320562447,30.31512621492796,30.36212449724063,7171800
2013-01-10,30.604955673217773,30.691123163111108,30.322954065636484,30.644121899117064,7384100
2013-01-11,30.557958602905273,30.597127822371522,30.35429240736353,30.597127822371522,4861000
2013-01-14,30.5657958984375,30.667630497821737,30.510962572967248,30.612797172351485,7239800
2013-01-15,30.597126007080078,30.636292236030737,30.41695896335366,30.4247910138671,9264400
2013-01-16,30.377792358398438,30.597128638127973,30.33079407489295,30.40912653953008,7485100
2013-01-17,30.6127872467041,30.730285911104044,30.534451815579654,30.628451344737837,6709700
2013-01-18,30.816457748413086,30.824289798537333,30.557955271439234,30.557955271439234,8608300
2013-01-22,31.1141357421875,31.137634887767998,30.81646694933381,30.81646694933381,8111900
2013-01-23,30.941791534423828,31.05929320388182,30.83995695343968,31.03579107707527,7254600
2013-01-24,31.035795211791992,31.208130219771803,30.918296514871926,30.941795656617543,11590800
2013-01-25,31.145469665527344,31.23163719111898,30.941803413559352,31.208138043482254,7254700
2013-01-28,30.84779930114746,31.168967220482795,30.745964696033635,31.145465088107425,12437600
2013-01-29,31.02013397216797,31.067135252716444,30.816467732842998,30.839966879020963,7978800
2013-01-30,30.84779930114746,31.153300128296646,30.792965972592082,31.004467234816662,6313900
2013-01-31,30.5657958984375,30.800796291623175,30.510962572967248,30.57362794999377,6964300
2013-02-01,30.941791534423828,30.988792799845342,30.65978991827792,30.7302903223144,6604500
2013-02-04,30.644128799438477,30.824295869697707,30.620629656245757,30.730296308734665,5361000
2013-02-05,30.800796508789062,30.94962939494453,30.753795234543688,30.769462325958813,4756600
2013-02-06,30.83213233947754,30.86346652398248,30.691131497397613,30.738132774155023,6475800
2013-02-07,30.667621612548828,30.847788628064794,30.440453336736464,30.800787367768397,7886300
2013-02-08,30.84779930114746,30.871298445330538,30.675464275292107,30.745964696033635,5725500
2013-02-11,30.80862045288086,30.879117856571092,30.698950852472446,30.879117856571092,3590800
2013-02-12,30.824289321899414,30.871290586492854,30.66762441630435,30.73028978090407,7031300
2013-02-13,30.933971405029297,31.020135942552482,30.832136784802053,30.926136363677266,6149200
2013-02-14,30.83213233947754,30.886965668265034,30.730297733932634,30.84779943173001,6745500
2013-02-15,30.824289321899414,30.933958939284103,30.698955604508445,30.90262476288848,13359800
