Price,Close,High,Low,Open,Volume
Ticker,XLU,XLU,XLU,XLU,XLU
Date,,,,,
2013-01-02,23.81595802307129,23.86283962400434,23.635127895962817,23.68200949689587,12795600
2013-01-03,23.81595802307129,23.90302239345802,23.74898248255576,23.81595802307129,8141500
2013-01-04,23.93651008605957,23.956601469649005,23.80256156746719,23.81595667481198,6179300
2013-01-07,23.70209312438965,23.92310850347341,23.64851526436785,23.86283181416464,8369600
2013-01-08,23.628416061401367,23.695391565059243,23.53465291113457,23.66190509065742,6426600
2013-01-09,23.581544876098633,23.68200689842105,23.50117679115391,23.668611791787704,7580400
2013-01-10,23.6820068359375,23.695401942535504,23.581544813880143,23.628426409545483,6301500
2013-01-11,23.70879554748535,23.748978309878954,23.63512374329017,23.648518849039764,8110500
2013-01-14,23.661914825439453,23.74228290803902,23.635124612954503,23.675307376826645,5644000
2013-01-15,23.728885650634766,23.742280755662897,23.57484577509384,23.635122470292902,6248300
2013-01-16,23.615028381347656,23.722186666018953,23.594937001363988,23.66860880111082,4720600
2013-01-17,23.70879554748535,23.795859902574946,23.63512374329017,23.695400441735757,5531300
2013-01-18,23.896326065063477,23.916417449746792,23.702100830272684,23.762377539178253,6666700
2013-01-22,24.09723472595215,24.130721200851962,23.842732917975855,23.856128018906634,6674600
2013-01-23,24.03696060180664,24.09723728496913,23.923106064085577,24.010170397100083,6173600
2013-01-24,24.144121170043945,24.217792962590796,24.05705427386541,24.08384448112877,6339600
2013-01-25,24.264673233032227,24.284764609963652,24.043660422222583,24.170910067546036,8031500
2013-01-28,24.251283645629883,24.311560344987626,24.117335140962098,24.278073857534487,7708100
2013-01-29,24.418712615966797,24.445502821264792,24.19100098064302,24.19100098064302,8711800
2013-01-30,24.43880844116211,24.492386301055323,24.365136648310997,24.385228026414104,8199800
2013-01-31,24.49908447265625,24.552662331111183,24.331649513345656,24.331649513345656,6832300
2013-02-01,24.56606101989746,24.65312792680586,24.539270809332553,24.579456125179913,7112800
2013-02-04,24.398624420166016,24.5258740796386,24.39192559054092,24.5258740796386,6295200
2013-02-05,24.465595245361328,24.599543722732022,24.458898971177412,24.512476829212865,6412100
2013-02-06,24.539276123046875,24.545974954566212,24.30486811698318,24.438816643957715,7499300
