,GOOGL_forecast_0,GOOGL_forecast_1,GOOGL_forecast_2,GOOGL_forecast_3,AAPL_forecast_0,AAPL_forecast_1,AAPL_forecast_2,AAPL_forecast_3,AMZN_forecast_0,AMZN_forecast_1,AMZN_forecast_2,AMZN_forecast_3,BA_forecast_0,BA_forecast_1,BA_forecast_2,BA_forecast_3,C_forecast_0,C_forecast_1,C_forecast_2,C_forecast_3,INTC_forecast_0,INTC_forecast_1,INTC_forecast_2,INTC_forecast_3,JPM_forecast_0,JPM_forecast_1,JPM_forecast_2,JPM_forecast_3,MSFT_forecast_0,MSFT_forecast_1,MSFT_forecast_2,MSFT_forecast_3,NVDA_forecast_0,NVDA_forecast_1,NVDA_forecast_2,NVDA_forecast_3,WFC_forecast_0,WFC_forecast_1,WFC_forecast_2,WFC_forecast_3
2013-09-24,1.0003835483389985,0.9666750835226005,0.9664017713825741,0.9676971171743638,0.9968614184059554,0.8944438999091282,0.9157684699370585,0.9091221862384542,1.0084753904633303,0.9917896889241984,0.9694870778958689,0.9555191715214681,1.0126797773908398,0.9728738937586654,0.9792436286195074,0.9828107484701685,0.987694008529206,0.9758483353567575,0.9848345562483003,0.9871464603071818,1.0033869863745644,0.9158990493289536,0.9008722474957401,0.9210911703170537,0.9778469598486372,0.9218070879007247,0.9216456529807542,0.9086421748638986,0.9911418484379745,0.9433361279401186,0.9237021028433471,0.9195601812579067,1.0038362752631298,1.0048038339411571,1.0190710856781324,1.0215501738545323,0.986291901285736,0.9745103418708234,0.9832030862411081,0.9898458610141809
2013-09-27,0.9979729546100716,0.9550325903449949,0.9584703480247797,0.9631775448623809,0.9928635337184148,0.9384085823789354,0.9214762177065008,0.8745978906973951,0.9933672689336368,0.9917978996072849,0.9819119018904043,0.9659148843822143,0.9946388708877916,0.9817295817322703,0.9855328267996424,0.9869890482744677,0.9991818117889936,0.8954117420763764,0.8900026915943655,0.8859953582747869,0.9816319949536783,0.9071257833103735,0.9316290240169632,0.9115383922262957,1.0067447887566905,0.8470466166445306,0.843837828505195,0.8426414293014332,1.015257834389674,0.8962571582538942,0.9016048985089782,0.9080634259819402,0.9942566435790043,1.0095909849881395,1.0165092053146085,1.017155531916447,0.9995194513201964,0.9591945193682101,0.962501892622537,0.9658553775243885
2013-10-02,1.001116190777123,0.9458027667209086,0.9510354391143339,0.9549504283877931,1.0032787951749391,0.9462800413375247,0.9026497135349882,0.9076033764330557,0.9986289910800628,0.9944803822171271,0.9756850609446428,0.9697647906818208,1.0007641405568193,0.9858870883203914,0.9877084513764713,0.9880907512839462,1.0022631772167911,0.8776847533233512,0.8740598722693063,0.8934113445476939,1.002628198229898,0.9135424632415834,0.8989552122390265,0.859497578866952,1.0098877684347904,0.8712524126928822,0.8658498474810605,0.8680375326299028,1.010124881242647,0.9272569899067076,0.9242709366056852,0.8969806327553254,0.9993569337844468,1.0014332493995612,1.0054423449072334,1.0160797120411014,0.9944571959141039,0.9457154997913232,0.9471858971769839,0.9471872829086191
2013-10-07,0.9924227723347887,0.9592368549888104,0.9677450269584111,0.9714047389380216,1.0097716517265791,0.9430562910932216,0.9532533219079786,0.9407525050911991,0.9717590556615328,0.9859893611843538,0.9806506169868734,1.0015665512600804,0.9956484284921561,0.9856377004948791,0.986373797932462,0.9868302123901878,0.9804633439304596,0.8791486225745727,0.9009459475759538,0.891645393281837,1.0008768721066255,0.8704774338953996,0.8420995951962047,0.8705463990666056,0.9840521406058074,0.8664227292341393,0.8613893136024551,0.8698486477576058,0.9828804257462564,0.9412993189022809,0.9092355597906081,0.9060290195782699,1.0,0.9930560967829387,1.012897025858082,1.0268327998044826,0.9835347403389192,0.9265802890185727,0.921040795233625,0.9148603399669847
2013-10-10,1.014465084406919,0.8972200343625792,0.8950024251591414,0.8921900466309863,1.0062682873608466,0.9713567632181547,0.9761905558921944,0.9664125621943133,1.023270638272671,0.951439008781837,0.967212059591904,0.966181363516535,1.0387001656991943,0.9823693509259621,0.9826888455349994,0.983951107609147,1.027529006861667,0.8799360838309063,0.8765500390605896,0.8888981278955057,1.0225761627617138,0.8638056926259428,0.8682731708586282,0.8635005856280571,1.0348769996379634,0.8541824463825087,0.855241103611359,0.8542519821007126,1.020865050283122,0.9182615161923213,0.9173753857171111,0.9187394364378432,1.0111697438707097,0.9976211589955271,1.0146817904735257,1.017410933937611,1.0267590861117546,0.9000015960259937,0.8927093958256918,0.8868403727563484
2013-10-15,1.006734201052166,0.8965752973568154,0.8935240861699526,0.8874616281528649,1.0053222536049276,0.9898019722304423,0.9841748814266398,0.966943533915541,0.9861602732732755,0.9323409732646277,0.9194277692843812,0.9099921969353224,0.989284924398914,0.9844178004181031,0.9861551588790107,0.9896378765697893,0.985080731895732,0.8919088128989241,0.9056431473371616,0.8936549129123217,0.9974412897039207,0.8791626476564327,0.8673384821691917,0.8641111952558658,0.9924115170142186,0.882440024654602,0.8666957457890456,0.8596859546088453,1.00116060874912,0.9336483966320566,0.9316697173071564,0.9246681077382417,0.9948352155995588,0.9718686355210979,0.9726893651087242,0.9681383715660524,0.994970018910418,0.9007624510474377,0.894454535104997,0.8903687630104843
2013-10-18,1.1379627836603383,0.9137274338030005,0.8998242582550888,0.8866390277494578,1.0087019992733826,1.0042309955752113,0.9939676893094345,0.9791410379386939,1.058435560437181,0.9333376187008289,0.9173537920040156,0.9260162716138705,1.0018807129375336,0.9960409540116921,0.9999367007798645,1.0058192494643476,1.0005866157283765,0.8954154337845879,0.8886237151580213,0.8755453486796816,0.9983278542148625,0.879635710637242,0.871727657936491,0.8927225909461574,1.001659986699426,0.8801938923222503,0.8709391173298431,0.8795068415533063,1.001145251816845,0.948531689015627,0.9464513702204269,0.9412350860805225,1.0115161084782882,0.9711172376405522,0.96342244283265,0.9577520336451208,1.0,0.8956531694373215,0.8907211999487927,0.8882861877498398
2013-10-23,1.0242404538286474,0.9458046329094534,0.9400727620188969,0.9261918852627189,1.0097911474045698,0.9921870065275771,0.9788411078648653,0.9804051857462577,0.982618545090089,0.9873113268089064,0.9877544646130916,0.9808781688946675,1.0533963658941257,0.9954503367103533,1.004042043279746,1.0121630232846461,0.9887707006684578,0.9477320860083984,0.9369495899648493,0.9164228237571564,0.986289854109145,0.9041819600211578,0.9118169446779492,0.9095378715914622,0.9837747320318438,0.9244219913138402,0.9226367552349621,0.9313317246125615,0.9762868998093734,0.9706054474666113,0.9397434757770338,0.9311213141120742,0.9828783868764494,0.9770696987288535,0.9698733242573228,0.9751949383941148,0.9958083415917955,0.9268698591063285,0.9211568923266978,0.9159997173769701
2013-10-28,0.9998030386450383,0.9751170034885761,0.9615296748062832,0.953096635387173,1.0074532627010238,0.9898610123666232,0.9847114356727071,0.986179330618945,0.9856077822804014,0.994006402430313,0.9866347045189284,0.9710127241034698,0.9900144772256012,0.9744722389906331,0.984138239872784,0.9934162296056883,1.0017977131234763,0.9259951116883403,0.909874594844087,0.8853477788528206,1.004950641503985,0.9366304657477545,0.9342921256351442,0.8929003537438358,0.9982945183814332,0.9042880155822546,0.905598978456934,0.8963332390504523,0.9955221343639545,0.9299908253567689,0.9142866205859452,0.9124956757770025,0.9980316424770317,0.9533601832673746,0.95461641034234,0.9643122366716264,0.9993003228647734,0.9359633651380324,0.9325321533200045,0.9295521689534288
2013-10-31,1.0001552268349558,0.9720615146714741,0.9543483767233751,0.9427036473547376,0.9958089085911326,0.9937706166007327,0.9973035950555849,0.9954585894681212,1.0081698835433452,0.9830575831282478,0.9653357753484229,0.9586464317317738,1.0063233464525367,0.9832973174014781,0.9937532579998001,1.0038357771049526,0.9779475609697161,0.9286848378774702,0.9027466635072745,0.9086648371690823,0.9987760550594531,0.9406128786854719,0.9139457842715522,0.9093760366988917,0.979848068911002,0.9112988568469996,0.892068609180306,0.8773545263752326,0.9963421181706196,0.9593019819075346,0.9588030740292839,0.9669454780455236,0.9980289718675748,0.9313430658351769,0.9348446380599953,0.9365723492497667,0.9904876597072824,0.954043462605463,0.9549358823438256,0.9547035646455171
