,WMAMR
2021-12-21,0.8477495005747352
2021-12-27,0.9022736157420377
2021-12-30,0.8944892768475396
2022-01-04,0.8810678539361985
2022-01-07,0.8365737723946939
2022-01-12,0.8555531347935111
2022-01-18,0.8063417120435526
2022-01-21,0.7249154279072468
2022-01-26,0.7062450529078683
2022-01-31,0.7594026411140905
2022-02-03,0.7547066015670149
2022-02-08,0.8665027736159813
2022-02-11,0.8412222715339684
2022-02-16,0.8518191552980762
2022-02-22,0.7892969787603077
2022-02-25,0.842635160531771
2022-03-02,0.839123916056403
2022-03-07,0.7591735643391275
2022-03-10,0.8099245226013795
2022-03-15,0.8103964547328476
2022-03-18,0.8419950197401468
2022-03-23,0.8273134708619213
2022-03-28,0.8210001484233892
2022-03-31,0.7885746269007583
2022-04-05,0.7611277689435264
2022-04-08,0.7507984625859235
2022-04-13,0.7363625658614842
2022-04-19,0.733095574948929
2022-04-22,0.6444887791672881
2022-04-27,0.6081609688183135
2022-05-02,0.6450832270196514
2022-05-05,0.5999247984151976
2022-05-10,0.5610248148959992
2022-05-13,0.5826496655636947
2022-05-18,0.5720410427119611
2022-05-23,0.5702108501974119
2022-05-26,0.5857778779071166
2022-06-01,0.5985567862376002
2022-06-06,0.5852197969225637
2022-06-09,0.5712038854447036
2022-06-14,0.5386526969309104
2022-06-17,0.5510699856765874
2022-06-23,0.5427639021956373
2022-06-28,0.5754155774189978
2022-07-01,0.520008741545804
2022-07-07,0.567809573894832
2022-07-12,0.5505241622962832
2022-07-15,0.5741532076893406
2022-07-20,0.6486452060393402
2022-07-25,0.6476394184887861
2022-07-28,0.6664530766734965
2022-08-02,0.6697954007435185
2022-08-05,0.6675565105224377
2022-08-10,0.6662448192085555
2022-08-15,0.684516183118825
2022-08-18,0.6818791234291852
2022-08-23,0.6394971326701383
2022-08-26,0.602019043957815
2022-08-31,0.5588483806975966
2022-09-06,0.498535448781927
2022-09-09,0.5328303449844761
2022-09-14,0.4862026049260099
2022-09-19,0.49560964524229556
2022-09-22,0.46520350524757054
2022-09-27,0.45972220202874187
2022-09-30,0.43424098691054763
2022-10-05,0.4737989443197914
2022-10-10,0.47304577681641813
2022-10-13,0.49205372200472725
2022-10-18,0.4922086737580487
2022-10-21,0.5042613816129392
2022-10-26,0.5017400747048745
2022-10-31,0.49997862053714354
2022-11-03,0.43334637081475663
2022-11-08,0.43664621016896205
2022-11-11,0.48910391510115436
2022-11-16,0.4712945048765268
2022-11-21,0.4486808922679343
2022-11-25,0.45329098209892416
2022-11-30,0.45102452718842956
2022-12-05,0.45102452718842956
2022-12-08,0.4440383481895149
2022-12-13,0.45504421585208954
2022-12-16,0.43805282478478663
2022-12-21,0.437308416739091
2022-12-27,0.43645767085209475
2022-12-30,0.44951322172035046
2023-01-05,0.4387782447196328
2023-01-10,0.48934623353322093
2023-01-13,0.5090948285468382
2023-01-19,0.4935600646173749
2023-01-24,0.5150747263280885
2023-01-27,0.523478288328315
2023-02-01,0.5221324891974211
2023-02-06,0.5217409619711535
2023-02-09,0.5164097781038887
2023-02-14,0.5302731576972877
2023-02-17,0.5116498778116931
2023-02-23,0.4961565546084843
2023-02-28,0.48489293885248375
2023-03-03,0.5109463570456425
2023-03-08,0.5022665775888786
2023-03-13,0.4916057770413962
2023-03-16,0.5013125913369528
2023-03-21,0.49085267565892876
2023-03-24,0.4621515081193873
2023-03-29,0.4843470543656604
2023-04-03,0.4811579728839721
2023-04-06,0.48345417738882746
2023-04-12,0.49990952098877317
2023-04-17,0.5224999633544939
2023-04-20,0.5193194771116897
2023-04-25,0.48340294856201754
2023-04-28,0.5198925603847104
2023-05-03,0.5130298115181675
2023-05-08,0.5013494626186196
2023-05-11,0.4977259926247326
2023-05-16,0.4981114725909169
2023-05-19,0.5193905131494189
2023-05-24,0.5016352611662935
2023-05-30,0.5176768966999941
2023-06-02,0.5395908138841728
2023-06-07,0.5464245500690871
2023-06-12,0.5451263970659176
2023-06-15,0.5451263970659176
2023-06-21,0.5451263970659176
2023-06-26,0.5324070834118708
2023-06-29,0.5358263663003779
2023-07-05,0.5419557538983586
2023-07-10,0.5331062448294592
2023-07-13,0.5488403108408014
2023-07-18,0.5460961092865975
2023-07-21,0.5460961092865975
2023-07-26,0.5460961092865975
2023-07-31,0.5669310673789916
2023-08-03,0.5640964120420966
2023-08-08,0.5612075764346762
2023-08-11,0.5524718037460212
2023-08-16,0.5584537197654542
2023-08-21,0.5505585264875051
2023-08-24,0.5391944793491937
2023-08-29,0.5471521157615895
2023-09-01,0.5454471489781867
2023-09-07,0.5341683374532232
2023-09-12,0.5319170759423844
2023-09-15,0.5241852182765288
2023-09-20,0.5018259260799507
2023-09-25,0.5015938781886192
2023-09-28,0.5118938377741503
2023-10-03,0.505275360483346
2023-10-06,0.5158751147950915
2023-10-11,0.5356099603445394
2023-10-16,0.559381891613523
2023-10-19,0.550111846622854
2023-10-24,0.548817771051999
2023-10-27,0.5407823332427807
2023-11-01,0.5611328460457801
2023-11-06,0.5910952067701168
2023-11-09,0.5895790856598047
2023-11-14,0.6048798535843617
2023-11-17,0.6125302722090901
2023-11-22,0.6094676208480446
2023-11-28,0.6094676208480446
2023-12-01,0.6094676208480446
2023-12-06,0.6084399746707776
2023-12-11,0.6205840398338905
2023-12-14,0.6435163259251323
2023-12-19,0.6618700460739481
2023-12-22,0.6665489439157195
2023-12-28,0.6668698187106747
2024-01-03,0.6604605306637022
2024-01-08,0.6621549210155151
2024-01-11,0.640512007657797
2024-01-17,0.5841299046622414
2024-01-22,0.6182755719502719
2024-01-25,0.5807354940570343
2024-01-30,0.5765931297365121
2024-02-02,0.6023102716480891
2024-02-07,0.6040234481077909
2024-02-12,0.6214668616363663
2024-02-15,0.6217491674090417
2024-02-21,0.6135626808340637
2024-02-26,0.5890600820784325
