,SPY
2015-09-24,-0.01828692038071838
2015-09-29,-0.025091743696012584
2015-10-02,0.03591951583337199
2015-10-07,0.022363216626030497
2015-10-12,0.01052587626004887
2015-10-15,0.004110222934246621
2015-10-20,0.0037485069153651313
2015-10-23,0.021432184287594837
2015-10-28,0.006915262841771392
2015-11-02,0.0068678553005437955
2015-11-05,-0.001141187473737467
2015-11-10,-0.007594802424378172
2015-11-13,-0.02928948506143066
2015-11-18,0.03010427542540539
2015-11-23,0.0016273349181965798
2015-11-27,0.0023411080036262262
2015-12-02,-0.004927093810692098
2015-12-07,-0.0008638557813122678
2015-12-10,-0.011974120783874718
2015-12-15,-0.0040886072224705005
2015-12-18,-0.018805146194553587
2015-12-23,0.029555780033670317
2015-12-29,0.0066759393172332185
2016-01-04,-0.03124472357774058
2016-01-07,-0.03528855675476486
2016-01-12,-0.0020116618878449313
2016-01-15,-0.030673342366972875
2016-01-21,-0.005981123246968444
2016-01-26,0.0186266712060283
2016-01-29,0.018337403054953717
2016-02-03,-0.012570882468865023
2016-02-08,-0.031219384708756556
2016-02-11,-0.013902382902398062
2016-02-17,0.05334707516173137
2016-02-22,0.009802352055484739
2016-02-25,0.0038943942194667666
2016-03-01,0.013057279910301622
2016-03-04,0.01164271941724012
2016-03-09,-0.0052523852455023685
2016-03-14,0.01552722790477765
2016-03-17,0.01046352930589113
2016-03-22,0.004802572772599188
2016-03-28,-0.006474129052575216
2016-03-31,0.011156069953420916
2016-04-05,-0.00649225517705121
2016-04-08,0.0015167149725719374
2016-04-13,0.016970160821337132
2016-04-18,0.005943913516475711
2016-04-21,-0.0012914441304945692
2016-04-26,-0.00023918567179195667
2016-04-29,-0.012474083105655575
2016-05-04,-0.006418496830782271
2016-05-09,0.004283113488398601
2016-05-12,0.0032493210029766973
2016-05-17,-0.008313290759472677
2016-05-20,0.003119687153405284
2016-05-25,0.018275320900040026
2016-05-31,0.002672404707196745
2016-06-03,0.0020945554166947287
2016-06-08,0.009890099321260695
2016-06-13,-0.01863077960335558
2016-06-16,-0.00038386632171857676
2016-06-21,0.005523005845928954
2016-06-24,-0.025263790042152325
2016-06-29,0.016687376848500916
2016-07-05,0.008432172680331088
2016-07-08,0.02014043157328496
2016-07-13,0.010618251571360853
2016-07-18,0.006909020664208562
2016-07-21,-0.0006473559132652797
2016-07-26,0.0022171947146870596
2016-07-29,0.0017056896950823934
2016-08-03,-0.00433910024983351
2016-08-08,0.00861325493502732
2016-08-11,0.0027476348340456317
2016-08-16,-0.0031606137858254317
2016-08-19,0.0026574657159785893
2016-08-24,-0.0031621261166758833
2016-08-29,0.0023382537840652647
2016-09-01,-0.004452284651440704
2016-09-07,0.007424591143841259
2016-09-12,-0.012266066862755266
2016-09-15,-0.004911986824904821
2016-09-20,-0.0036390047506174917
2016-09-23,0.011970214810477029
2016-09-28,0.003004918564678169
2016-10-03,-0.003977491549608886
2016-10-06,0.0
2016-10-11,-0.010950513504396792
2016-10-14,-0.0014536250087959987
2016-10-19,0.005428047917479681
2016-10-24,0.0028429564807131635
2016-10-27,-0.00803612205019016
2016-11-01,-0.010184722332438577
2016-11-04,-0.011726898700160922
2016-11-09,0.03685769520627046
2016-11-14,0.0009699582856036068
2016-11-17,0.011019685621960157
2016-11-22,0.0072346569795134616
2016-11-28,-0.0004534772152969784
2016-12-01,-0.0041357453410451285
2016-12-06,0.009653661573301773
2016-12-09,0.021464131246457536
2016-12-14,-0.0027851951572793517
2016-12-19,0.004325910485707947
2016-12-22,-0.0006649737871703764
2016-12-28,-0.00435790583462965
2017-01-03,0.0037363436539371514
2017-01-06,0.008708159347971608
2017-01-11,-0.00048414621516898595
2017-01-17,-0.003749957514197791
2017-01-20,0.0021636635325282334
2017-01-25,0.012403824352785179
2017-01-30,-0.008837946134571614
2017-02-02,0.0009660681303252273
2017-02-07,0.0051239274247524245
2017-02-10,0.011162842910528433
2017-02-15,0.014622164110884165
2017-02-21,0.006660877899561638
2017-02-24,0.001056507799183888
2017-03-01,0.012759338855844283
2017-03-06,-0.008670330337796506
2017-03-09,-0.0035822809783047833
2017-03-14,0.00016914627795703172
2017-03-17,0.004889325266759996
2017-03-22,-0.011669744607358777
2017-03-27,-0.0028210428179438075
2017-03-30,0.011363954539885614
2017-04-04,-0.0034339564345878706
2017-04-07,-0.0011894841990495353
2017-04-12,-0.004987269018410629
2017-04-18,-0.0006837225376096603
2017-04-21,0.0030738900596033367
2017-04-26,0.01611054646536213
2017-05-01,0.0011738910100708517
2017-05-04,0.0003351029688260798
2017-05-09,0.0028442126623028086
2017-05-12,-0.0019231129341593237
2017-05-17,-0.01331109176368372
2017-05-22,0.015567882056809342
2017-05-25,0.00930895167620644
2017-05-31,-0.0013247925304244927
2017-06-05,0.010506441915334088
2017-06-08,-0.0008610516634182432
2017-06-13,0.003153405841318499
2017-06-16,-0.0029761138185538894
2017-06-21,0.0012768259561330194
2017-06-26,0.0013986550486599788
2017-06-29,-0.008006174709409862
2017-07-05,0.005866433967969732
2017-07-10,-0.0016491030003962497
2017-07-13,0.00842256630880145
2017-07-18,0.005060451468551948
2017-07-21,0.004954012263068094
2017-07-26,0.0022251291252037737
2017-07-31,-0.0026706657746756956
2017-08-03,0.0007695466871807681
2017-08-08,0.001214016237262875
2017-08-11,-0.012780621144165637
2017-08-16,0.01148559476419958
2017-08-21,-0.01649547353562971
2017-08-24,0.004477384911365551
2017-08-29,0.0035182966342620606
2017-09-01,0.012137931220485168
2017-09-07,-0.003921691462304804
2017-09-12,0.012799102300845642
2017-09-15,0.0015051022140882009
2017-09-20,0.0034852393025192542
2017-09-25,-0.004529120145538392
2017-09-28,0.005688149617730478
2017-10-03,0.009976140281251357
2017-10-06,0.005953803603161562
2017-10-11,0.0025520661980392295
2017-10-16,0.0010582571102200294
2017-10-19,0.0019564498018827155
2017-10-24,0.0030059804953818047
2017-10-27,0.00447230189291618
2017-11-01,-0.0008541190022236528
2017-11-06,0.005267957520712175
2017-11-09,-0.002630276991744073
2017-11-14,-0.0017057869304807009
2017-11-17,0.0005042218357726545
2017-11-22,0.00734144117194632
2017-11-28,0.011901188349166657
2017-12-01,0.006030624567995713
2017-12-06,-0.004623945838666529
2017-12-11,0.011594838213040996
2017-12-14,-0.0024439348873979516
2017-12-19,0.010766497781780114
2017-12-22,0.0012716889936318161
2017-12-28,0.001344842694708523
2018-01-03,0.009659449949688885
2018-01-08,0.012674806928682478
2018-01-11,0.007999680289735656
2018-01-17,0.012560013872943684
2018-01-22,0.010955451958139129
2018-01-25,0.0021555289805130374
2018-01-30,-0.005451080441780378
2018-02-02,-0.022649348132848763
2018-02-07,-0.028651358192430837
2018-02-12,-0.008742793063881607
2018-02-15,0.02856943939034467
2018-02-21,-0.010974330879044767
2018-02-26,0.028654298001258204
2018-03-01,-0.03739457839045951
2018-03-06,0.019165313984317887
2018-03-09,0.021713606134023462
2018-03-14,-0.012884377248519789
2018-03-19,-0.01362914524776525
2018-03-22,-0.02553699335005738
2018-03-27,-0.011711540522788463
2018-04-02,-0.012083587229770789
2018-04-05,0.031239152450846394
2018-04-10,-0.0018464777914151303
2018-04-13,0.0
2018-04-18,0.019569638896231496
2018-04-23,-0.014228420009720447
2018-04-26,-0.0009758321985384233
2018-05-01,-0.00500705189310328
2018-05-04,0.003917346520139585
2018-05-09,0.012996783128950728
2018-05-14,0.012830343420990414
2018-05-17,-0.003559635078557612
2018-05-22,0.002203109118792103
2018-05-25,-0.0016887119131817994
2018-05-31,-0.004455742698894123
2018-06-05,0.015237128140826598
2018-06-08,0.01116973417759263
2018-06-13,-0.0005754594876493171
2018-06-18,-0.0008207080504866659
2018-06-21,-0.008424306312861474
2018-06-26,-0.009673226166586411
2018-06-29,-0.0011790476237742947
2018-07-05,0.006723145232223566
2018-07-10,0.0209787525095669
2018-07-13,0.0024708843713484125
2018-07-18,0.005243941854974056
2018-07-23,-0.0030645326628501294
2018-07-26,0.011144257710203626
2018-07-31,-0.007119400209394935
2018-08-03,0.008036273018485538
2018-08-08,0.0065367901107385214
2018-08-13,-0.011839891680442492
2018-08-16,0.0069236084327579705
2018-08-21,0.007994676544746294
2018-08-24,0.004077698062501383
2018-08-29,0.013714245668978733
2018-09-04,-0.0057464838808681425
2018-09-07,-0.007654753153894185
2018-09-12,0.005270931100303456
2018-09-17,0.0007610006699559847
2018-09-20,0.01454769362783522
2018-09-25,-0.005169876865963679
2018-09-28,-0.0001032714660812813
2018-10-03,0.0034342579506060093
2018-10-08,-0.013459254914656788
2018-10-11,-0.05590840069303523
2018-10-16,0.029789808522745542
2018-10-19,-0.014910517677873795
2018-10-24,-0.04036970485951169
2018-10-29,-0.0055178180548565775
2018-11-01,0.03591939297499517
2018-11-06,0.005869101041917495
2018-11-09,0.0095500947848253
2018-11-14,-0.02759512582833614
2018-11-19,-0.00407942261113418
2018-11-23,-0.021978699171180147
2018-11-28,0.04213861120453585
2018-12-03,0.01704359414474617
2018-12-07,-0.05796756701682808
2018-12-12,0.007145246300095685
2018-12-17,-0.0387897190742115
2018-12-20,-0.03259799370897515
2018-12-26,0.0018093422868074426
2018-12-31,0.01507779298637784
2019-01-04,0.00983462771820349
2019-01-09,0.021867774147946613
2019-01-14,-0.0022123562316892545
2019-01-17,0.021370730661683157
2019-01-23,0.0017102774704914933
2019-01-28,0.0013276030835029796
2019-01-31,0.023123165847071053
2019-02-05,0.011675187396270511
2019-02-08,-0.009676584548475899
2019-02-13,0.01657333094277653
2019-02-19,0.010347194010154378
2019-02-22,0.004631516729541637
2019-02-27,0.0002151719801282317
2019-03-04,0.0007159454021002664
2019-03-07,-0.015836894568506062
2019-03-12,0.016158974848614168
2019-03-15,0.010885721068180986
2019-03-20,0.000853117037455603
2019-03-25,-0.008955462433301226
2019-03-28,0.005967195899653389
2019-04-02,0.01856492397686758
2019-04-05,0.009050597151688176
2019-04-10,-0.0009705305319140322
2019-04-15,0.005810486234586637
2019-04-18,0.00017203241252824883
2019-04-24,0.007591926168226449
2019-04-29,0.005595794589571613
2019-05-02,-0.009195886187717607
2019-05-07,-0.011223779229147138
2019-05-10,0.000589905058394707
2019-05-15,-0.010607940732646362
2019-05-20,-0.003901176825102811
2019-05-23,-0.0063950426303063515
2019-05-29,-0.013811660702885477
2019-06-03,-0.013385384601349666
2019-06-06,0.0365807783056911
2019-06-11,0.01429369234383924
2019-06-14,0.0012451182070962695
2019-06-19,0.013051577756577191
2019-06-24,0.006829026065765169
2019-06-27,-0.007314661672980013
2019-07-02,0.016771030998874635
2019-07-08,0.001315011053070491
2019-07-11,0.008353696136993433
2019-07-16,0.001569220487260974
2019-07-19,-0.008744595952173055
2019-07-24,0.014266780303997837
2019-07-29,6.61422468631077e-05
2019-08-01,-0.02220452856357247
2019-08-06,-0.024167092386916018
2019-08-09,0.013186018538813245
2019-08-14,-0.02682946965473742
2019-08-19,0.02926122971947847
2019-08-22,0.00010241701318083687
2019-08-27,-0.018956729784800445
2019-08-30,0.019264713311139197
2019-09-05,0.01819553483013052
2019-09-10,0.001039949136779511
2019-09-13,0.009879865005415088
2019-09-18,3.333085007776968e-05
2019-09-23,-0.005037151905282184
2019-09-26,-0.004065689418395343
2019-10-01,-0.012740977687744091
2019-10-04,0.0037783931455922294
2019-10-09,-0.010519128716263704
2019-10-14,0.01593997857307722
2019-10-17,0.011189124563875765
2019-10-22,-0.0009026306772033464
2019-10-25,0.008624807701860162
2019-10-30,0.008386298479904545
2019-11-04,0.010564180972051
2019-11-07,0.002631749174285135
2019-11-12,0.002657063588825712
2019-11-15,0.008988762542134118
2019-11-20,-0.0032766882714807023
2019-11-25,0.008331449304648955
2019-11-29,0.0029952117800665042
2019-12-04,-0.009109006470055546
2019-12-09,0.007739835060742193
2019-12-12,0.010300935047826662
2019-12-17,0.007664810744920205
2019-12-20,0.008527827194147011
2019-12-26,0.006866916212336118
2019-12-31,-0.0033500407102050474
2020-01-06,0.005515278917712272
2020-01-09,0.00925748906525339
2020-01-14,0.0024460083767901927
2020-01-17,0.013648877526852485
2020-01-23,-0.0006928771565995143
2020-01-28,-0.01466746705360759
2020-01-31,-0.01591145710805017
2020-02-05,0.03400954489476164
2020-02-10,0.005452906813156161
2020-02-13,0.007085964011208094
2020-02-19,0.003790310532411326
2020-02-24,-0.04819597990689543
2020-02-27,-0.08040750492139583
2020-03-03,0.009134489155057464
2020-03-06,-0.009302454139068671
2020-03-11,-0.08083867038962814
2020-03-16,-0.13442734826032857
2020-03-19,0.002747898398565602
2020-03-24,0.016779822208622706
2020-03-27,0.041369800787872966
2020-04-01,-0.029107226020597125
2020-04-06,0.0732602903411068
2020-04-09,0.049139196187081645
2020-04-15,-0.0015829880217633494
2020-04-20,0.01369460385532406
2020-04-23,-0.008953606593499122
2020-04-28,0.023548592927957857
2020-05-01,-0.010342455021850662
2020-05-06,0.005149370969046064
2020-05-11,0.02861043515282106
2020-05-14,-0.026080338110796908
2020-05-19,0.02426673814841616
2020-05-22,0.011814877761808722
2020-05-28,0.025168055664919167
2020-06-02,0.016725621045670956
2020-06-05,0.035897036315500924
2020-06-10,-0.0010652688832267563
2020-06-15,-0.038180612126129256
2020-06-18,0.015287479025659127
2020-06-23,0.00525623036602939
2020-06-26,-0.039214352625445766
2020-07-01,0.03429917904552826
2020-07-07,0.010444145296583591
2020-07-10,0.012068948750392607
2020-07-15,0.013324482798621208
2020-07-20,0.007644978996376351
2020-07-23,-0.004202240325217285
2020-07-28,-0.005557928330800717
2020-07-31,0.016520599399358127
2020-08-05,0.016975075999741053
2020-08-10,0.010364510388866413
2020-08-13,0.0037474492764647273
2020-08-18,0.005359190295121416
2020-08-21,0.002477705175453586
2020-08-26,0.023551193670904993
2020-08-31,0.0049935043594798514
2020-09-03,-0.011285465035873875
2020-09-09,-0.016346476038399393
2020-09-14,-0.003921875434927355
2020-09-17,-0.007770962920886451
2020-09-22,-0.012638633150789693
2020-09-25,-0.00476457578682612
2020-09-30,0.018565321526294573
2020-10-05,0.014437280162781592
2020-10-08,0.011762215313891268
2020-10-13,0.018302918980003417
2020-10-16,-0.008144494891643154
2020-10-21,-0.01321692363415282
2020-10-26,-0.009793129811282742
2020-10-29,-0.02811778762642926
2020-11-03,0.018168317305262003
2020-11-06,0.04118965297363668
2020-11-11,0.01842077973748291
2020-11-16,0.016406630809982874
2020-11-19,-0.013299411432047258
2020-11-24,0.015090706747501218
2020-11-30,-0.0031990755251456765
2020-12-03,0.012707210764439272
2020-12-08,0.009445319382394363
2020-12-11,-0.010509787064502398
2020-12-16,0.010509787064502363
2020-12-21,-0.002006279255228532
2020-12-24,0.0030941268115309674
2020-12-30,0.008070364339944932
2021-01-05,-0.0017757950347419824
2021-01-08,0.026390382790806806
2021-01-13,-0.003863036830703879
2021-01-19,-0.0030063447932462744
2021-01-22,0.01110930415671184
2021-01-27,-0.022369907599759375
2021-02-01,0.00484910264604765
2021-02-04,0.02612893112948344
2021-02-09,0.010457894972275616
2021-02-12,0.006105670387325823
2021-02-18,-0.004901894571893028
2021-02-23,-0.008275134755380947
2021-02-26,-0.018597916640477958
2021-03-03,0.0027830255802366445
2021-03-08,0.0007860385334929397
2021-03-11,0.030470094378142996
2021-03-16,0.006029632757785442
2021-03-19,-0.013104607495315062
2021-03-24,-0.0050448497291648966
2021-03-29,0.02109076201583205
2021-04-01,0.012129942355241959
2021-04-07,0.014817055485956502
2021-04-12,0.012343794248125642
2021-04-15,0.010223525497582627
2021-04-20,-0.008936806709759638
2021-04-23,0.011026591919697189
2021-04-28,0.0015825340019761265
2021-05-03,0.0019147944548465316
2021-05-06,0.0020781539888661835
2021-05-11,-0.011664820108678364
2021-05-14,0.005705315603902218
2021-05-19,-0.013826024328920104
2021-05-24,0.02002413385994243
2021-05-27,0.000286174086834645
2021-06-02,0.002477338343299563
2021-06-07,0.004415362511662129
2021-06-10,0.0033577576167656623
2021-06-15,0.002051640801280274
2021-06-18,-0.019513011573559613
2021-06-23,0.018340433782889385
2021-06-28,0.011457936395349592
2021-07-01,0.006900833093220327
2021-07-07,0.009318972565945525
2021-07-12,0.006012381712924352
2021-07-15,-0.005345004555995813
2021-07-20,-0.008523967272823965
2021-07-23,0.020391312344721226
2021-07-28,-0.0025265646527966048
2021-08-02,-0.0028295958289536525
2021-08-05,0.009484369964995172
2021-08-10,0.0020804662508488066
2021-08-13,0.0072923338388190114
2021-08-18,-0.015230287575831702
2021-08-23,0.018230848577107866
2021-08-26,-0.0022384619955851327
2021-08-31,0.011806616945725277
2021-09-03,0.003360353603190997
2021-09-09,-0.009090282252148378
2021-09-14,-0.01077097826608869
2021-09-17,-0.0030572795675115503
2021-09-22,-0.008052246384878226
2021-09-27,0.01085747093829616
2021-09-30,-0.0309735061524786
2021-10-05,0.009185342409526247
2021-10-08,0.01093069280465608
2021-10-13,-0.006139541955696652
2021-10-18,0.02722385392082886
2021-10-21,0.014210035654362674
2021-10-26,0.0052114010263093515
2021-10-29,0.0071897923152249195
2021-11-03,0.01184021226493012
2021-11-08,0.009018507523478922
2021-11-11,-0.011065008388172927
2021-11-16,0.011811005645607619
2021-11-19,-0.0008313012320578601
2021-11-24,0.0011722581940275941
2021-11-30,-0.03001304863918202
2021-12-03,-0.004708640459013401
2021-12-08,0.03489208991745871
2021-12-13,-0.006302713083016681
2021-12-16,-0.000257365670363115
2021-12-21,-0.0037871925999217247
2021-12-27,0.030204900507820695
2021-12-30,-0.0023074256365539034
2022-01-04,0.002914785246401275
2022-01-07,-0.024290106998846275
2022-01-12,0.010521862794019909
2022-01-18,-0.031333901354080554
2022-01-21,-0.04139331144782967
2022-01-26,-0.01055834674583455
2022-01-31,0.037432494879029596
2022-02-03,-0.007384138845451946
2022-02-08,0.009670892347910885
2022-02-11,-0.02351462218788539
2022-02-16,0.013843729839974495
2022-02-22,-0.03887880158474067
2022-02-25,0.018863353950813982
2022-03-02,0.000319956733916762
2022-03-07,-0.04307113691589589
2022-03-10,0.014321276686870662
2022-03-15,0.0016204354952198401
2022-03-18,0.04525835558628674
2022-03-23,-0.001620947967990884
2022-03-28,0.02692134765718579
2022-03-31,-0.009409972496191852
2022-04-05,-0.0013515494848663745
2022-04-08,-0.007700816734139129
2022-04-13,-0.009563857731820622
2022-04-19,0.003894857432503299
2022-04-22,-0.04363088066980641
2022-04-27,-0.020799782492266907
2022-05-02,-0.006708629394065566
2022-05-05,-0.0016177611495920444
2022-05-10,-0.03622009695865018
2022-05-13,0.006568476559560183
2022-05-18,-0.024850777406850162
2022-05-23,0.01283028164571416
2022-05-26,0.020917239453553494
2022-06-01,0.010504512663052063
2022-06-06,0.0053569240770311236
2022-06-09,-0.025455502018493788
2022-06-14,-0.07114979246801799
2022-06-17,-0.017347198399970933
2022-06-23,0.032802264168556285
2022-06-28,0.0068274584178692355
2022-07-01,0.0015486158531785254
2022-07-07,0.02012460610159347
2022-07-12,-0.021200439582684697
2022-07-15,0.01122788207059612
2022-07-20,0.02472234953999336
2022-07-25,0.0020244818145344775
2022-07-28,0.026197679652002787
2022-08-02,0.004888629756372092
2022-08-05,0.013170804633852317
2022-08-10,0.015645822044431882
2022-08-15,0.0208997320167151
2022-08-18,-0.002264417188061174
2022-08-23,-0.036993488921362595
2022-08-26,-0.017220526514434745
2022-08-31,-0.02531085361155196
2022-09-06,-0.0112477261939017
2022-09-09,0.03973633639326463
2022-09-14,-0.0299572900083929
2022-09-19,-0.011351399372698532
2022-09-22,-0.037577829230243234
2022-09-27,-0.029394656887966025
2022-09-30,-0.017209490265202278
2022-10-05,0.054244180030735355
2022-10-10,-0.046324469832334556
2022-10-13,0.0163918955826068
2022-10-18,0.014000999698707429
2022-10-21,0.008478528738788698
2022-10-26,0.020442104161229966
2022-10-31,0.010908199055211848
2022-11-03,-0.04015224182449679
2022-11-08,0.029191643503869404
2022-11-11,0.042312128315242295
2022-11-16,-0.007708371369398107
2022-11-21,-0.002177125711292939
2022-11-25,0.0194254155305447
2022-11-30,0.01320991565990847
2022-12-05,-0.020043547338145718
2022-12-08,-0.008418858674044204
2022-12-13,0.014357244513189572
2022-12-16,-0.043056122380366726
2022-12-21,0.007693330901292012
2022-12-27,-0.012584474434102865
2022-12-30,0.0026970438358623373
2023-01-05,-0.008007424988510186
2023-01-10,0.02909457543099671
2023-01-13,0.020074635519030014
2023-01-19,-0.02505405197716488
2023-01-24,0.02931100070763722
2023-01-27,0.013600238722464245
2023-02-01,0.012541850431193343
2023-02-06,-0.002364147204970325
2023-02-09,-0.006708066487697977
2023-02-14,0.01354133129089795
2023-02-17,-0.013123871895515136
2023-02-23,-0.016338457937106976
2023-02-28,-0.01104262401374334
2023-03-03,0.0198143221232873
2023-03-08,-0.013124112903173368
2023-03-13,-0.03458295528924486
2023-03-16,0.027514079314513086
2023-03-21,0.010853090395898225
2023-03-24,-0.007953188768560698
2023-03-29,0.01405120641750855
2023-04-03,0.023637798510857004
2023-04-06,-0.004292119213847905
2023-04-12,-0.0027898875500339463
2023-04-17,0.014331346172688721
2023-04-20,-0.004988919319805014
2023-04-25,-0.014181895197114497
2023-04-28,0.02396678371551777
2023-05-03,-0.019200860854260166
2023-05-08,0.011501734655222896
2023-05-11,-0.0014790165274968226
2023-05-16,-0.004572126555822679
2023-05-19,0.020196893526989487
2023-05-24,-0.018151289266618662
2023-05-30,0.021870906791441783
2023-06-02,0.018253023156101403
2023-06-07,-0.0032066203236371096
2023-06-12,0.016853974114303172
2023-06-15,0.020082805714404107
2023-06-21,-0.013750615289529927
2023-06-26,-0.008079579289026948
2023-06-29,0.015341449948268346
2023-07-05,0.011393255209050842
2023-07-10,-0.007861439738799509
2023-07-13,0.022267620896522906
2023-07-18,0.010246209059832959
2023-07-21,-0.004435193779714467
2023-07-26,0.007337251041780138
2023-07-31,0.0049929111970365096
2023-08-03,-0.019743989181199555
2023-08-08,-0.00020061896325915108
2023-08-11,-0.006932035334606068
2023-08-16,-0.013577632777818536
2023-08-21,-0.0006826994771178297
2023-08-24,-0.005592133386951602
2023-08-29,0.027697751633189806
2023-09-01,0.004509401913043416
2023-09-07,-0.014151482375124275
2023-09-12,0.0025594276493808967
2023-09-15,-0.0023707692525791885
2023-09-20,-0.010725552153008992
2023-09-25,-0.014721226440679743
2023-09-28,-0.008620519249995236
