,OLMAR
2015-10-28,0.8266232056369942
2015-11-02,0.8266232056369942
2015-11-05,0.8266232056369942
2015-11-10,0.9149670894885145
2015-11-13,0.8800859772483459
2015-11-18,0.9144645731933569
2015-11-23,0.946294003820778
2015-11-27,0.9403419691628248
2015-12-02,0.9391279491795036
2015-12-07,0.9402296343501083
2015-12-10,0.9249868275351522
2015-12-15,0.9180781884410432
2015-12-18,0.8764289354716553
2015-12-23,0.8977547537367067
2015-12-29,0.89882952898416
2016-01-04,0.8708082295691822
2016-01-07,0.8267408473381819
2016-01-12,0.8526938079441329
2016-01-15,0.7694036051688732
2016-01-21,0.7272807307096382
2016-01-26,0.7336204653513411
2016-01-29,0.7722499280112579
2016-02-03,0.77957415258342
2016-02-08,0.7125993249614248
2016-02-11,0.7355496447108375
2016-02-17,0.8328051526121197
2016-02-22,0.8361575151198494
2016-02-25,0.8319767275442501
2016-03-01,0.8319767275442501
2016-03-04,0.8319767275442501
2016-03-09,0.8407691481471525
2016-03-14,0.85745421225616
2016-03-17,0.8531669411948792
2016-03-22,0.850487146807917
2016-03-28,0.879910031959995
2016-03-31,0.869367017209886
2016-04-05,0.8656363650822004
2016-04-08,0.8532912882346717
2016-04-13,0.9287246888179981
2016-04-18,0.9240810653739081
2016-04-21,0.9064778685057366
2016-04-26,0.8926203548531318
2016-04-29,0.8609136517419382
2016-05-04,0.8607419613806085
2016-05-09,0.8531109620974267
2016-05-12,0.8305856946299589
2016-05-17,0.85954666522932
2016-05-20,0.8756451028817789
2016-05-25,0.8813712264624401
2016-05-31,0.8628355516364603
2016-06-03,0.871248428195945
2016-06-08,0.9096878410229429
2016-06-13,0.857218796304354
2016-06-16,0.8365636085561043
2016-06-21,0.8524525043304972
2016-06-24,0.8197140856212516
2016-06-29,0.8526354263299712
2016-07-05,0.8602689369000135
2016-07-08,0.8812820583505951
2016-07-13,0.8768756480588422
2016-07-18,0.8768756480588422
2016-07-21,0.8768756480588422
2016-07-26,0.8768756480588422
2016-07-29,0.9408848905056773
2016-08-03,0.9358279267965169
2016-08-08,0.9334198354143454
2016-08-11,0.946921954688785
2016-08-16,0.9478378636574908
2016-08-19,0.9459702692360583
2016-08-24,0.9411654166253588
2016-08-29,0.9390923056794198
2016-09-01,0.9336055578944679
2016-09-07,0.9486303186178505
2016-09-12,0.9338513493811316
2016-09-15,0.9590038692311844
2016-09-20,0.9627285639528803
2016-09-23,0.9457735827381291
2016-09-28,0.936882274072744
2016-10-03,0.9062801422167245
2016-10-06,0.9341944167277775
2016-10-11,0.9396629915216327
2016-10-14,0.9329754952996421
2016-10-19,0.9397618328245592
2016-10-24,0.9284469963140466
2016-10-27,0.9165978159803341
2016-11-01,0.9089616114260443
2016-11-04,0.8692808836730654
2016-11-09,0.888657153394009
2016-11-14,0.8278575029455437
2016-11-17,0.8708351486958997
2016-11-22,0.9041419194375495
2016-11-28,0.8996212098403618
2016-12-01,0.8996212098403618
2016-12-06,0.9207048625761473
2016-12-09,0.9471242106734998
2016-12-14,0.9901470611420684
2016-12-19,0.9851963258363581
2016-12-22,0.989725935227794
2016-12-28,0.9922550060673602
2017-01-03,0.9915362012413669
2017-01-06,1.0422551907003088
2017-01-11,1.0578688377298042
2017-01-17,1.03288911802552
2017-01-20,1.057349937899926
2017-01-25,1.0818366435804991
2017-01-30,1.0615840735463649
2017-02-02,1.0527756293572055
2017-02-07,1.0685459937292525
2017-02-10,1.082877690277509
2017-02-15,1.0992192582055056
2017-02-21,1.1145984543237875
2017-02-24,1.0194460498962823
2017-03-01,1.0328096474657116
2017-03-06,0.9813651581132069
2017-03-09,0.9901063914788719
2017-03-14,1.0226612697778044
2017-03-17,1.0201642768505264
2017-03-22,0.9796255257928517
2017-03-27,0.9757893537323508
2017-03-30,0.9907639264767427
2017-04-04,0.9724425031922063
2017-04-07,0.9632382083762895
2017-04-12,0.9342438422599446
2017-04-18,0.9532534955769965
2017-04-21,0.9584829679565524
2017-04-26,0.9932123336684942
2017-05-01,0.9882462720001517
2017-05-04,0.9882462720001517
2017-05-09,0.9882462720001517
2017-05-12,1.222830334334456
2017-05-17,1.1989820688599164
2017-05-22,1.215293319743901
2017-05-25,1.2171063696170892
2017-05-31,1.174218304869906
2017-06-05,1.1774951855264246
2017-06-08,1.2082163457465882
2017-06-13,1.2021752640178553
2017-06-16,1.1607365829252094
2017-06-21,1.1901075664612473
2017-06-26,1.1666048459304543
2017-06-29,1.148456964195607
2017-07-05,1.1142928411911077
2017-07-10,1.197251318665891
2017-07-13,1.212256581362299
2017-07-18,1.2061952984554876
2017-07-21,1.1977801760119002
2017-07-26,1.2092354274269808
2017-07-31,1.1783735083530058
2017-08-03,1.1714557201030817
2017-08-08,1.1749217036794215
2017-08-11,1.1489861886062607
2017-08-16,1.2109458583560162
2017-08-21,1.1746058956121705
2017-08-24,1.1659922642197151
2017-08-29,1.1666640436415063
2017-09-01,1.1787570713060336
2017-09-07,1.1430299319872474
2017-09-12,1.1865144847830786
2017-09-15,1.1733535599488552
2017-09-20,1.1453922990173107
2017-09-25,1.1048811653305026
2017-09-28,1.1249165558212637
2017-10-03,1.1337230121090283
2017-10-06,1.1665282621001947
2017-10-11,1.1606956207896937
2017-10-16,1.1606956207896937
2017-10-19,1.1728433959631879
2017-10-24,1.2034188156225596
2017-10-27,1.351605622867739
2017-11-01,1.355598999550079
2017-11-06,1.384808858217349
2017-11-09,1.3778848139262623
2017-11-14,1.3659143569326269
2017-11-17,1.3781315905103957
2017-11-22,1.3718586008389089
2017-11-28,1.3743162280611918
2017-12-01,1.3727799143672759
2017-12-06,1.3074434183726757
2017-12-11,1.3447479887494078
2017-12-14,1.288169607909624
2017-12-19,1.3547649887883306
2017-12-22,1.3623183679048598
2017-12-28,1.3761918015886352
2018-01-03,1.37856171051653
2018-01-08,1.3558301994262887
2018-01-11,1.3155250791617192
2018-01-17,1.3452238569934238
2018-01-22,1.3864381080614234
2018-01-25,1.3795059175211164
2018-01-30,1.3392311613356753
2018-02-02,1.2873365825543206
2018-02-07,1.2796363444773964
2018-02-12,1.250109356509828
2018-02-15,1.327992331118445
2018-02-21,1.3215756878281384
2018-02-26,1.3149678093889976
2018-03-01,1.3149678093889976
2018-03-06,1.3155334524609836
2018-03-09,1.3356948730655556
2018-03-14,1.2989937342251436
2018-03-19,1.2983984161059594
2018-03-22,1.250847368724864
2018-03-27,1.2105419943761893
2018-04-02,1.211329741445923
2018-04-05,1.2756931624402692
2018-04-10,1.3069433204399041
2018-04-13,1.2954673741143983
2018-04-18,1.2762621064255566
2018-04-23,1.3324895628503877
2018-04-26,1.3176020197036324
2018-05-01,1.3567561814831195
2018-05-04,1.370104979792261
2018-05-09,1.426181158273887
2018-05-14,1.4190502524825175
2018-05-17,1.4190502524825175
2018-05-22,1.411632073585948
2018-05-25,1.4437420604745321
2018-05-31,1.399606819773388
2018-06-05,1.4010758429445296
2018-06-08,1.436963781164998
2018-06-13,1.4292569996018973
2018-06-18,1.382246795158091
2018-06-21,1.3554956270371925
2018-06-26,1.3231866924603877
2018-06-29,1.3176361472071205
2018-07-05,1.3434739461045413
2018-07-10,1.4017006771161502
2018-07-13,1.3946921737305695
2018-07-18,1.3995463927463958
2018-07-23,1.398872616473521
2018-07-26,1.398872616473521
2018-07-31,1.398872616473521
2018-08-03,1.4363748706216017
2018-08-08,1.4547188292366935
2018-08-13,1.4150357261143178
2018-08-16,1.4161445296923818
2018-08-21,1.422573626863634
2018-08-24,1.4237689873857857
2018-08-29,1.456331135668056
2018-09-04,1.4490494799897156
2018-09-07,1.4014661624822127
2018-09-12,1.394337430071284
2018-09-17,1.4025723341553107
2018-09-20,1.4275831295701331
2018-09-25,1.4318648222947394
2018-09-28,1.3806115063420832
2018-10-03,1.3829755564009403
2018-10-08,1.409768324759319
2018-10-11,1.2930333902743543
2018-10-16,1.3454099886613913
2018-10-19,1.2542308482554525
2018-10-24,1.0913564863082332
2018-10-29,1.0158850322248074
2018-11-01,1.1937003097772254
2018-11-06,1.171448266176459
2018-11-09,1.1737165739892252
2018-11-14,1.072286035373188
2018-11-19,1.0668899950559712
2018-11-23,1.0637674165070536
2018-11-28,1.17432604815542
2018-12-03,1.2487172630303027
2018-12-07,1.2424736767151512
2018-12-12,1.1857960204220432
2018-12-17,1.1491502413541037
2018-12-20,1.1072087662561185
2018-12-26,1.0852815546641752
2018-12-31,1.088543385924044
2019-01-04,1.110477356964385
2019-01-09,1.1427499062153172
2019-01-14,1.1180773764280905
2019-01-17,1.1617569548213935
2019-01-23,1.1559481700472864
2019-01-28,1.1205105248981388
2019-01-31,1.1615115630636277
2019-02-05,1.2116079458401694
2019-02-08,1.1539904802375156
2019-02-13,1.1916134499027882
2019-02-19,1.1825891258700942
2019-02-22,1.1854810427710327
2019-02-27,1.186274373132612
2019-03-04,1.180343001266949
2019-03-07,1.1606205110303571
2019-03-12,1.2579252972736512
2019-03-15,1.263631563503512
2019-03-20,1.2541959075852604
2019-03-25,1.2351907086258005
2019-03-28,1.2512389145681462
2019-04-02,1.3062782164946285
2019-04-05,1.3151909881211257
2019-04-10,1.2884988671026756
2019-04-15,1.3191994342921811
2019-04-18,1.335450379436745
2019-04-24,1.3583894510976748
2019-04-29,1.3645860148146283
2019-05-02,1.3428112421004457
2019-05-07,1.349164399006963
2019-05-10,1.2347739947704597
2019-05-15,1.2192723574403508
2019-05-20,1.153350673867897
2019-05-23,1.1196813566007056
2019-05-29,1.0666306829538306
2019-06-03,1.0179333780926285
2019-06-06,1.0940234963387283
2019-06-11,1.1233026799518933
2019-06-14,1.1287683292575243
2019-06-19,1.1231244876112367
2019-06-24,1.1231244876112367
2019-06-27,1.1193691618977855
2019-07-02,1.1511702183166448
2019-07-08,1.1355331263438637
2019-07-11,1.161017210273596
2019-07-16,1.1731447893059894
2019-07-19,1.1861839465809125
2019-07-24,1.2485469540009353
2019-07-29,1.169000515279264
2019-08-01,1.1486587648197497
2019-08-06,1.142336338965364
2019-08-09,1.1503462187426723
2019-08-14,1.141842532172034
2019-08-19,1.1900551972364963
2019-08-22,1.1826532552244884
2019-08-27,1.141017071507294
2019-08-30,1.1907955647041297
2019-09-05,1.2280344548705724
2019-09-10,1.2218942825962196
2019-09-13,1.2269187941211492
2019-09-18,1.237640487557952
2019-09-23,1.209552182834101
2019-09-26,1.2207996113165507
2019-10-01,1.2117556637390072
2019-10-04,1.214548247858548
2019-10-09,1.1873892464512734
2019-10-14,1.2276609843441721
2019-10-17,1.207969099837952
2019-10-22,1.1030335683306587
2019-10-25,1.1122964204429642
2019-10-30,1.1326878338873585
2019-11-04,1.1491514544060517
2019-11-07,1.1434056971340214
2019-11-12,1.1434056971340214
2019-11-15,1.1129234667850465
2019-11-20,1.1167877782764541
2019-11-25,1.1349005363780473
2019-11-29,1.1278786470037685
2019-12-04,1.0688299118866642
2019-12-09,1.076091499819441
2019-12-12,1.0610169395357845
2019-12-17,1.0019131765187765
2019-12-20,1.0049771130652239
2019-12-26,1.0108599577703399
2019-12-31,0.9981139666873908
2020-01-06,1.0225642254772254
2020-01-09,1.0103263157744584
2020-01-14,0.9446060626447338
2020-01-17,0.9423066202659865
2020-01-23,0.923913011072705
2020-01-28,0.9076266157418523
2020-01-31,0.8993874716301535
2020-02-05,0.9485566499603083
2020-02-10,0.9848837869658774
2020-02-13,0.979959368031048
2020-02-19,0.979959368031048
2020-02-24,0.9604921683409968
2020-02-27,0.8634663348249711
2020-03-03,0.8671876192184265
2020-03-06,0.806330872763928
2020-03-11,0.6988177271150309
2020-03-16,0.4755294207825833
2020-03-19,0.3584906955520459
2020-03-24,0.4684483936788989
2020-03-27,0.5943659116118072
2020-04-01,0.5822548887987711
2020-04-06,0.621004528068311
2020-04-09,0.6178995054279695
2020-04-15,0.6178995054279695
2020-04-20,0.5982979003868977
2020-04-23,0.5734407775368228
2020-04-28,0.6240194591936142
2020-05-01,0.6307372545037516
2020-05-06,0.5763038541859661
2020-05-11,0.6096449333784908
2020-05-14,0.588883251663363
2020-05-19,0.5861909268330142
2020-05-22,0.5915754725549853
2020-05-28,0.6662261887332608
2020-06-02,0.6771462210108598
2020-06-05,0.6737604899058054
2020-06-10,0.6737604899058054
2020-06-15,0.6737604899058054
2020-06-18,0.6701675093088753
2020-06-23,0.6590326105213787
2020-06-26,0.6132899212479509
2020-07-01,0.6474155612431484
2020-07-07,0.6279221462706457
2020-07-10,0.6538501995967507
2020-07-15,0.6801063219722996
2020-07-20,0.676705790362438
2020-07-23,0.6811981468755958
2020-07-28,0.6776006788877208
2020-07-31,0.6534332080829444
2020-08-05,0.6697244913040076
2020-08-10,0.6784078133349949
2020-08-13,0.6693108909805797
2020-08-18,0.6682377357072764
2020-08-21,0.6510910328103158
2020-08-26,0.6715613437759813
2020-08-31,0.6712764023997047
2020-09-03,0.6815607830599862
2020-09-09,0.6580805395591462
2020-09-14,0.6470863958321645
2020-09-17,0.6241983422711582
2020-09-22,0.5903678660450511
2020-09-25,0.5730481148042267
2020-09-30,0.587913021405938
2020-10-05,0.6124607275313076
2020-10-08,0.6093984238936511
2020-10-13,0.6093984238936511
2020-10-16,0.6259330889337839
2020-10-21,0.618422442731599
2020-10-26,0.618422442731599
2020-10-29,0.5807823274399208
2020-11-03,0.590525592271667
2020-11-06,0.6019826769103498
2020-11-11,0.614714549342338
2020-11-16,0.6104006770122354
2020-11-19,0.6076635927091477
2020-11-24,0.605198841919524
2020-11-30,0.6232242853518364
2020-12-03,0.6440653017852929
2020-12-08,0.6436280756602629
2020-12-11,0.641938257516292
2020-12-16,0.6500373504176402
2020-12-21,0.6384156063510027
2020-12-24,0.6450006858283012
2020-12-30,0.6680214837349403
2021-01-05,0.6491424285086815
2021-01-08,0.6438358863969731
2021-01-13,0.635584765232239
2021-01-19,0.646320475894054
2021-01-22,0.6999192464741513
2021-01-27,0.6743938713835745
2021-02-01,0.6669982398472595
2021-02-04,0.728679560063588
2021-02-09,0.7250361622632701
2021-02-12,0.7179994126271638
2021-02-18,0.6879789446370241
2021-02-23,0.6675585037761289
2021-02-26,0.6431602445953216
2021-03-03,0.6474033445666889
2021-03-08,0.5829133853247634
2021-03-11,0.6535440105443461
2021-03-16,0.6685201401912365
2021-03-19,0.6651775394902804
2021-03-24,0.6624059695436186
2021-03-29,0.6732719115980106
2021-04-01,0.6907483223525608
2021-04-07,0.687294580740798
2021-04-12,0.687294580740798
2021-04-15,0.687294580740798
2021-04-20,0.6707598048137192
2021-04-23,0.6797861104628614
2021-04-28,0.6577975691143207
2021-05-03,0.6536876366917204
2021-05-06,0.6569097451849231
2021-05-11,0.6438211108868306
2021-05-14,0.648476469263823
2021-05-19,0.6470248149933948
2021-05-24,0.656295385498001
2021-05-27,0.6603942846301372
2021-06-02,0.6559325064983861
2021-06-07,0.6603383111386821
2021-06-10,0.6883478765144267
2021-06-15,0.6905547364832639
2021-06-18,0.629009923824424
2021-06-23,0.6479891844219046
2021-06-28,0.6652935948984642
2021-07-01,0.6613294171736848
2021-07-07,0.6574324317367032
2021-07-12,0.6726105450192241
2021-07-15,0.6820416404385358
2021-07-20,0.6658923349497138
2021-07-23,0.6997379898866044
2021-07-28,0.6971634589172221
2021-08-02,0.70517683389653
2021-08-05,0.7110723902627868
2021-08-10,0.6994226354697929
2021-08-13,0.6937968272114216
2021-08-18,0.6742612477259267
2021-08-23,0.7742246602237364
2021-08-26,0.7601199596590928
2021-08-31,0.7706527997467477
2021-09-03,0.7409986503984755
2021-09-09,0.7441861808928661
2021-09-14,0.7725377999935709
2021-09-17,0.7819288258553696
2021-09-22,0.7768952152403714
2021-09-27,0.7743382674159797
2021-09-30,0.7537239160267742
2021-10-05,0.7403135334246899
2021-10-08,0.7540694166990093
2021-10-13,0.757978938383029
2021-10-18,0.7803181994920874
2021-10-21,0.7669224633616469
2021-10-26,0.7507138327644581
2021-10-29,0.7581557001738457
2021-11-03,0.779662477560785
2021-11-08,0.8031575817172724
2021-11-11,0.8040698956014295
2021-11-16,0.7972292518369757
2021-11-19,0.7746520507010267
2021-11-24,0.8037282710318709
2021-11-30,0.751050868239547
2021-12-03,0.7534803455326475
2021-12-08,0.8010829361554677
2021-12-13,0.7678353251407137
2021-12-16,0.7701582260431411
2021-12-21,0.7888242164473334
2021-12-27,0.8017512443583968
2021-12-30,0.7928990120965336
2022-01-04,0.8655870287812563
2022-01-07,0.8218747316320621
2022-01-12,0.84044864267246
2022-01-18,0.7775327606018105
2022-01-21,0.7016196360548824
2022-01-26,0.6835492498997844
2022-01-31,0.734998572475903
2022-02-03,0.7231936717406137
2022-02-08,0.7367022837749198
2022-02-11,0.7188922648948949
2022-02-16,0.7279481565751234
2022-02-22,0.6956765613574964
2022-02-25,0.7392097900003216
2022-03-02,0.7066513967425464
2022-03-07,0.6562539072271655
2022-03-10,0.6887393923828576
2022-03-15,0.6881822918961806
2022-03-18,0.7252861224271245
2022-03-23,0.7216596918149889
2022-03-28,0.7216596918149889
2022-03-31,0.7211366564181886
2022-04-05,0.7124713665433364
2022-04-08,0.699240022036893
2022-04-13,0.6680392296816801
2022-04-19,0.6678887638975788
2022-04-22,0.5871632959916402
2022-04-27,0.5540667432662024
2022-05-02,0.5877048693619938
2022-05-05,0.5465631572976606
2022-05-10,0.5111232190466575
2022-05-13,0.530824599433414
2022-05-18,0.5211595840585858
2022-05-23,0.5151391902835525
2022-05-26,0.5303355417591019
2022-06-01,0.5576932043051858
2022-06-06,0.5549047382836598
2022-06-09,0.5366922204814119
2022-06-14,0.5061077477774567
2022-06-17,0.5177747942368621
2022-06-23,0.5228375861811477
2022-06-28,0.5516763430564338
2022-07-01,0.4985553609447624
2022-07-07,0.5443841313504049
2022-07-12,0.5416622106936528
2022-07-15,0.5633757636460396
2022-07-20,0.5712566311450489
2022-07-25,0.5684003479893236
2022-07-28,0.6010338275695436
2022-08-02,0.5980286584316958
2022-08-05,0.5906754053638034
2022-08-10,0.5903416109739047
2022-08-15,0.6065313749983248
2022-08-18,0.604194747349549
2022-08-23,0.6011737736128013
2022-08-26,0.5659416468870597
2022-08-31,0.5253580864367582
2022-09-06,0.4686595478115698
2022-09-09,0.5008992422722179
2022-09-14,0.45706577842392276
2022-09-19,0.4659090798815171
2022-09-22,0.4437378857184368
2022-09-27,0.43054965245723475
2022-09-30,0.40668539646761287
2022-10-05,0.4437331282049702
2022-10-10,0.4233893166530049
2022-10-13,0.43179360079834717
2022-10-18,0.4320462255499247
2022-10-21,0.4500617133934607
2022-10-26,0.4478114048264934
2022-10-31,0.44359110452507683
2022-11-03,0.3844736302226961
2022-11-08,0.3874013141750913
2022-11-11,0.43394284678447026
2022-11-16,0.4317731325505479
2022-11-21,0.43550085537738564
2022-11-25,0.43779801917609795
2022-11-30,0.4524678248055871
2022-12-05,0.4243154076615822
2022-12-08,0.4116976216826671
2022-12-13,0.41208448901337275
2022-12-16,0.3982579840164796
2022-12-21,0.39904986061192665
2022-12-27,0.38729886683766535
2022-12-30,0.3988839537656722
2023-01-05,0.3893580714051001
2023-01-10,0.4142052986065121
2023-01-13,0.4320532015032902
2023-01-19,0.42989293549577373
2023-01-24,0.4395476264874285
2023-01-27,0.43784713992321705
2023-02-01,0.44980708583678086
2023-02-06,0.4493364851545128
2023-02-09,0.4583444160736919
2023-02-14,0.4544607372986998
2023-02-17,0.4528767313768504
2023-02-23,0.4441826289436399
2023-02-28,0.4301677631972691
2023-03-03,0.4555326609190246
2023-03-08,0.448550850831336
2023-03-13,0.3907508667576623
2023-03-16,0.3998049025825152
2023-03-21,0.3914629505929972
2023-03-24,0.36857330510943087
2023-03-29,0.3862746123538611
2023-04-03,0.383731268274444
2023-04-06,0.38556252851852624
2023-04-12,0.38675021314590624
2023-04-17,0.40422709252744343
2023-04-20,0.40654336317733547
2023-04-25,0.37842651612309314
2023-04-28,0.40699199491841775
2023-05-03,0.3936943808353819
2023-05-08,0.3940023490995556
2023-05-11,0.3934889728213604
2023-05-16,0.39642987712962635
2023-05-19,0.40606250913418523
2023-05-24,0.39319431528691035
2023-05-30,0.39505025929892484
2023-06-02,0.4093675519864326
2023-06-07,0.40732071422650046
2023-06-12,0.41251533636020227
2023-06-15,0.4104527596784013
2023-06-21,0.4104527596784013
2023-06-26,0.4008757562189864
2023-06-29,0.41105871790901216
2023-07-05,0.41353229115582113
2023-07-10,0.41439032913622886
2023-07-13,0.4411068967321325
2023-07-18,0.4389013622484718
2023-07-21,0.43718398090224647
2023-07-26,0.46869207889701514
2023-07-31,0.4865738759946237
2023-08-03,0.4707279463604433
2023-08-08,0.4698488963744799
2023-08-11,0.4628745502294835
2023-08-16,0.4903685524681472
2023-08-21,0.48136151972897545
2023-08-24,0.470034055416897
2023-08-29,0.48918376876632774
2023-09-01,0.4852135168299237
2023-09-07,0.4725425075179939
2023-09-12,0.4803076346164484
2023-09-15,0.46752281242766547
2023-09-20,0.4498336433935777
2023-09-25,0.44239756283994247
2023-09-28,0.4538800189673121
2023-10-03,0.44707109054851746
2023-10-06,0.45662813419388254
2023-10-11,0.4755217439635019
2023-10-16,0.49662678504066193
2023-10-19,0.4883967141178817
2023-10-24,0.5040747780254367
2023-10-27,0.5153985999697137
2023-11-01,0.5308776156269448
2023-11-06,0.5468312161199055
2023-11-09,0.5467892967466503
2023-11-14,0.5440553502629171
2023-11-17,0.5440553502629171
2023-11-22,0.5440553502629171
2023-11-28,0.5440553502629171
2023-12-01,0.5293210216437402
2023-12-06,0.5150820285504493
2023-12-11,0.5533187817706142
2023-12-14,0.5508841920919042
2023-12-19,0.5610828484647532
2023-12-22,0.5582774342224295
2023-12-28,0.555428413491775
2024-01-03,0.5286582595743181
2024-01-08,0.4936985545668357
2024-01-11,0.48003022693375413
2024-01-17,0.43777479163765454
2024-01-22,0.4633651821707152
2024-01-25,0.4352308585440623
2024-01-30,0.432126373286879
2024-02-02,0.4267439405416744
2024-02-07,0.42980324564581945
2024-02-12,0.4423617705490971
2024-02-15,0.45073323570242174
2024-02-21,0.44778500906461943
2024-02-26,0.5226634304546852
2024-02-29,0.5234314280647182
2024-03-05,0.5015429637388085
2024-03-08,0.5008336299165255
2024-03-13,0.5020070592168968
2024-03-18,0.49258700155244567
2024-03-21,0.5141157727473644
2024-03-26,0.5063337537963327
