,SFFRL
2015-10-28,1.768428000553758
2015-11-02,1.7876244297477348
2015-11-05,1.7938614067058707
2015-11-10,1.8434956641832176
2015-11-13,1.7836444623280763
2015-11-18,1.8547596834501534
2015-11-23,1.8679808632880643
2015-11-27,1.8724604584669295
2015-12-02,1.8889356573829574
2015-12-07,1.9057443858539258
2015-12-10,1.8847387513578917
2015-12-15,1.850317627383605
2015-12-18,1.8131090074907352
2015-12-23,1.8462600328856047
2015-12-29,1.8860895690252677
2016-01-04,1.7904379395859997
2016-01-07,1.6735471716179502
2016-01-12,1.7010778082179272
2016-01-15,1.583506761568382
2016-01-21,1.5967958871898924
2016-01-26,1.6568225480926724
2016-01-29,1.638930374981424
2016-02-03,1.559559513200643
2016-02-08,1.4574066798238146
2016-02-11,1.4622061998311253
2016-02-17,1.5601603038935978
2016-02-22,1.6506398412576213
2016-02-25,1.6519681782731477
2016-03-01,1.7133092102464418
2016-03-04,1.7200446176653457
2016-03-09,1.6794009309615652
2016-03-14,1.7111010309951917
2016-03-17,1.7258668852419303
2016-03-22,1.7497075434426663
2016-03-28,1.7724726952032708
2016-03-31,1.8208374455307126
2016-04-05,1.8197547074115827
2016-04-08,1.8207852809147265
2016-04-13,1.8780414692682763
2016-04-18,1.8773790754468394
2016-04-21,1.8546970267898024
2016-04-26,1.8346983181350986
2016-04-29,1.798521425531509
2016-05-04,1.7984154582398966
2016-05-09,1.8099112633904402
2016-05-12,1.8327812526805711
2016-05-17,1.9499155932230032
2016-05-20,2.000116871877026
2016-05-25,2.047376470926368
2016-05-31,2.083774665534793
2016-06-03,2.069116952090807
2016-06-08,2.0836515818122647
2016-06-13,2.0691927882220162
2016-06-16,2.084005419395759
2016-06-21,2.06656913351427
2016-06-24,2.0098449365955577
2016-06-29,2.04185674797978
2016-07-05,2.0670323453738075
2016-07-08,2.146957205032096
2016-07-13,2.1716912874077723
2016-07-18,2.189772314244379
2016-07-21,2.1985024111137412
2016-07-26,2.2163844867196834
2016-07-29,2.3019760790587944
2016-08-03,2.2969333461880037
2016-08-08,2.366628518257231
2016-08-11,2.381181211849384
2016-08-16,2.4228817684615045
2016-08-19,2.4110034638281035
2016-08-24,2.398480993925236
2016-08-29,2.4040310972376786
2016-09-01,2.4138616733931033
2016-09-07,2.4278319780454787
2016-09-12,2.3737998050138187
2016-09-15,2.473219065823309
2016-09-20,2.475227983405037
2016-09-23,2.5201834741805667
2016-09-28,2.5769368013956844
2016-10-03,2.5920193081478677
2016-10-06,2.5918598590641984
2016-10-11,2.584052113981047
2016-10-14,2.5811832335912763
2016-10-19,2.5793479237784522
2016-10-24,2.656669125317507
2016-10-27,2.6110513114231106
2016-11-01,2.5331310301575645
2016-11-04,2.4665099697250144
2016-11-09,2.5298082348515343
2016-11-14,2.597540410351616
2016-11-17,2.7631184263979893
2016-11-22,2.8265986392711984
2016-11-28,2.8080815439245583
2016-12-01,2.6979750352817935
2016-12-06,2.7860997866174446
2016-12-09,2.808919480813535
2016-12-14,2.8634212329122595
2016-12-19,2.9227929245918856
2016-12-22,2.9668748401669767
2016-12-28,2.993288186029066
2017-01-03,2.9074119818117454
2017-01-06,2.985569766485248
2017-01-11,3.024633233448158
2017-01-17,3.000657698121691
2017-01-20,3.0271736840493295
2017-01-25,3.1132810766465133
2017-01-30,3.1239537821915424
2017-02-02,3.242735789333763
2017-02-07,3.2674192038792174
2017-02-10,3.2483859651880573
2017-02-15,3.2510767031061545
2017-02-21,3.3006799625275542
2017-02-24,3.191479948149769
2017-03-01,3.2403594700637766
2017-03-06,3.1717590791295027
2017-03-09,3.1837701398402967
2017-03-14,3.2091524852646542
2017-03-17,3.259569113105917
2017-03-22,3.28559928354445
2017-03-27,3.281569443146424
2017-03-30,3.3549869919378983
2017-04-04,3.3122386913164408
2017-04-07,3.281483959147011
2017-04-12,3.238408084633822
2017-04-18,3.264048035187265
2017-04-21,3.293179828837109
2017-04-26,3.3412865857908867
2017-05-01,3.4372864790675868
2017-05-04,3.393602574909947
2017-05-09,3.459651710120131
2017-05-12,3.769935017258995
2017-05-17,3.6986047221948266
2017-05-22,3.8723175753349555
2017-05-25,3.895306419476618
2017-05-31,3.9372224080763916
2017-06-05,4.000046021887082
2017-06-08,4.115229210440412
2017-06-13,3.9272672522939875
2017-06-16,3.9001175810971818
2017-06-21,4.015783065372259
2017-06-26,3.9420083473110146
2017-06-29,3.8514376904965353
2017-07-05,3.817284705910381
2017-07-10,3.9533193871345955
2017-07-13,4.04260785179217
2017-07-18,4.1306250921724645
2017-07-21,4.1492107064089385
2017-07-26,4.208189696005072
2017-07-31,4.038354740893918
2017-08-03,4.126382141147569
2017-08-08,4.201284392872478
2017-08-11,4.038428490991083
2017-08-16,4.160809318096047
2017-08-21,4.042710045228437
2017-08-24,4.111499372266058
2017-08-29,4.1409248813605934
2017-09-01,4.23374708995266
2017-09-07,4.177664261425349
2017-09-12,4.203009809864856
2017-09-15,4.287125930392017
2017-09-20,4.2785755010103
2017-09-25,4.065029761386389
2017-09-28,4.135182321363845
2017-10-03,4.173177123145069
2017-10-06,4.2399448967003455
2017-10-11,4.333764054762043
2017-10-16,4.406587022561173
2017-10-19,4.3370798265172805
2017-10-24,4.351296468756257
2017-10-27,4.6128533320828
2017-11-01,4.693066075449189
2017-11-06,4.80224610844092
2017-11-09,4.795452955912391
2017-11-14,4.839176260571846
2017-11-17,4.798479026088237
2017-11-22,4.902036400997759
2017-11-28,4.902710039511728
2017-12-01,4.739531520458678
2017-12-06,4.6395720093249855
2017-12-11,4.73925644405745
2017-12-14,4.675835024679854
2017-12-19,4.794596179668455
2017-12-22,4.764166823835363
2017-12-28,4.768158614948248
2018-01-03,4.924246394555761
2018-01-08,5.077481187756098
2018-01-11,5.141674933432917
2018-01-17,5.208422387370842
2018-01-22,5.300594576565753
2018-01-25,5.3290658129321455
2018-01-30,5.396126822963574
2018-02-02,5.246360591106343
2018-02-07,5.1866607878435085
2018-02-12,5.182670957835118
2018-02-15,5.525663982501706
2018-02-21,5.488543819628657
2018-02-26,5.6579956966157345
2018-03-01,5.463091796275516
2018-03-06,5.6034514665665744
2018-03-09,5.711964401904988
2018-03-14,5.736673590577115
2018-03-19,5.588027070572031
2018-03-22,5.525970532641854
2018-03-27,5.338718876392922
2018-04-02,5.155340904652428
2018-04-05,5.322004531476749
2018-04-10,5.358692463695222
2018-04-13,5.377685432623429
2018-04-18,5.565883615294107
2018-04-23,5.32437160062129
2018-04-26,5.3243856319358835
2018-05-01,5.466779504637466
2018-05-04,5.719462151732653
2018-05-09,5.918195829439111
2018-05-14,5.92107134766824
2018-05-17,5.825542934533022
2018-05-22,5.790203036524716
2018-05-25,5.890937062886261
2018-05-31,5.915626430066255
2018-06-05,6.16449442704746
2018-06-08,6.110692865833987
2018-06-13,6.126224816978945
2018-06-18,6.148745140475696
2018-06-21,6.035285221837191
2018-06-26,5.857374354277834
2018-06-29,5.841802396984366
2018-07-05,5.8862046731886615
2018-07-10,6.077055452541259
2018-07-13,6.135909503596373
2018-07-18,6.178533008531957
2018-07-23,6.124727983106374
2018-07-26,6.2029337165182765
2018-07-31,6.045678402371475
2018-08-03,6.327403102935332
2018-08-08,6.437237801797464
2018-08-13,6.451599696107229
2018-08-16,6.510008729963484
2018-08-21,6.484068259547425
2018-08-24,6.681563744216375
2018-08-29,6.8867348101408945
2018-09-04,7.029148260908158
2018-09-07,6.758438011310646
2018-09-12,6.770588567459976
2018-09-17,6.692254458288561
2018-09-20,6.697260740730276
2018-09-25,6.771174519529027
2018-09-28,6.94317847342793
2018-10-03,6.996319628436131
2018-10-08,6.636553760234222
2018-10-11,6.1170073867794885
2018-10-16,6.381008659609171
2018-10-19,6.139611131862268
2018-10-24,5.761461493812946
2018-10-29,5.461989588432051
2018-11-01,6.013181979954971
2018-11-06,5.7923808224623246
2018-11-09,5.8369202550246415
2018-11-14,5.466580237100803
2018-11-19,4.872163145805789
2018-11-23,4.7422382316213065
2018-11-28,5.16148027995715
2018-12-03,5.40234514941697
2018-12-07,4.8583045290218365
2018-12-12,4.911279477065544
2018-12-17,4.6623899805906
2018-12-20,4.45519795865406
2018-12-26,4.448375940963904
2018-12-31,4.4907080388010225
2019-01-04,4.5088393070285395
2019-01-09,4.707406480884842
2019-01-14,4.720035827561091
2019-01-17,4.8684246232361605
2019-01-23,4.77718256880415
2019-01-28,4.677051836800466
2019-01-31,4.919559301649817
2019-02-05,5.009273575926635
2019-02-08,4.888827621424394
2019-02-13,4.991403710126536
2019-02-19,5.026873910737651
2019-02-22,5.0781027668053715
2019-02-27,5.066324002038138
2019-03-04,5.148930967586711
2019-03-07,4.964127981640422
2019-03-12,5.1517421669669075
2019-03-15,5.31818924911327
2019-03-20,5.466707636375908
2019-03-25,5.441868203508421
2019-03-28,5.47697126565615
2019-04-02,5.628751471318417
2019-04-05,5.75820931489939
2019-04-10,5.7827301636330395
2019-04-15,5.690678750176093
2019-04-18,5.768267219782192
2019-04-24,5.880402172873655
2019-04-29,5.790346595294484
2019-05-02,5.824545647907981
2019-05-07,5.658936644543781
2019-05-10,5.540322476755398
2019-05-15,5.362620000772984
2019-05-20,5.224063469379432
2019-05-23,5.096326454131032
2019-05-29,4.999773014271982
2019-06-03,4.768385872689743
2019-06-06,5.054238227225992
2019-06-11,5.3279532426878795
2019-06-14,5.246252494136351
2019-06-19,5.4530405816453
2019-06-24,5.46222564104263
2019-06-27,5.587698223426789
2019-07-02,5.607010122962287
2019-07-08,5.538392933341949
2019-07-11,5.7067725284140165
2019-07-16,5.749995848887287
2019-07-19,5.731322295376769
2019-07-24,5.936626286254814
2019-07-29,5.816048246189916
2019-08-01,5.636541914435623
2019-08-06,5.364721199249165
2019-08-09,5.450315570433707
2019-08-14,5.340612991251198
2019-08-19,5.702688781707204
2019-08-22,5.7539802125546196
2019-08-27,5.527579262939012
2019-08-30,5.650302470210947
2019-09-05,5.853968865158599
2019-09-10,5.908495900833824
2019-09-13,5.931635926048998
2019-09-18,5.933281638406925
2019-09-23,5.802891830827799
2019-09-26,5.7904776783227625
2019-10-01,5.786377249149792
2019-10-04,5.899357936928279
2019-10-09,5.86580546716593
2019-10-14,6.020743883075387
2019-10-17,6.152642786928073
2019-10-22,6.121287396110971
2019-10-25,6.262725729629866
2019-10-30,6.241448114610173
2019-11-04,6.4686615381577175
2019-11-07,6.449317404387003
2019-11-12,6.470980720154096
2019-11-15,6.4166866128236055
2019-11-20,6.473788398362199
2019-11-25,6.637084877604247
2019-11-29,6.606035366074889
2019-12-04,6.431143260836866
2019-12-09,6.485256288093293
2019-12-12,6.65460959247719
2019-12-17,6.807418482583761
2019-12-20,6.904318982894064
2019-12-26,7.076672618594692
2019-12-31,7.038913895632765
2020-01-06,7.175280284094654
2020-01-09,7.305285379536309
2020-01-14,7.329524747772803
2020-01-17,7.390142989778048
2020-01-23,7.41885103780263
2020-01-28,7.31842537794547
2020-01-31,7.346782266064801
2020-02-05,7.62569146645267
2020-02-10,7.873193027266497
2020-02-13,7.97519945123002
2020-02-19,8.41482212363652
2020-02-24,7.615690614778767
2020-02-27,7.056619402029726
2020-03-03,7.346930968572319
2020-03-06,7.3353937065747115
2020-03-11,6.93725350854669
2020-03-16,6.021083585728054
2020-03-19,6.438758269385982
2020-03-24,6.88901071764636
2020-03-27,7.004199205848776
2020-04-01,6.662602437344458
2020-04-06,7.258853215975893
2020-04-09,7.292449896877877
2020-04-15,7.918170795388907
2020-04-20,7.973202165676102
2020-04-23,7.928421840995703
2020-04-28,7.889876327115961
2020-05-01,7.900280432074601
2020-05-06,8.21358589230232
2020-05-11,8.647666264481765
2020-05-14,8.560574188351763
2020-05-19,8.94128454989365
2020-05-22,9.063382083279937
2020-05-28,8.831330827944903
2020-06-02,9.082447051785058
2020-06-05,9.597274461987576
2020-06-10,10.097107043472867
2020-06-15,9.833416147358477
2020-06-18,10.036250594722878
2020-06-23,10.36301572139611
2020-06-26,10.041369044124275
2020-07-01,10.508557805709554
2020-07-07,10.864084458462942
2020-07-10,11.385590058676433
2020-07-15,11.236165180220304
2020-07-20,11.591203973315759
2020-07-23,11.036701367190872
2020-07-28,11.096169979379141
2020-07-31,11.907673612365008
2020-08-05,12.37031513786685
2020-08-10,12.39520057441263
2020-08-13,12.591808122534392
2020-08-18,13.11279059433775
2020-08-21,13.535430049568703
2020-08-26,13.858837114662615
2020-08-31,14.180664123115447
2020-09-03,13.639577477091066
2020-09-09,13.265943743457713
2020-09-14,13.085600808550788
2020-09-17,12.735480982685358
2020-09-22,12.916166764910846
2020-09-25,12.96167096938534
2020-09-30,13.391382845281328
2020-10-05,13.532798623149565
2020-10-08,13.52237983571259
2020-10-13,14.252728573571888
2020-10-16,13.802707695090424
2020-10-21,13.494859016506622
2020-10-26,13.31988864680587
2020-10-29,13.295758447212414
2020-11-03,12.882097398848481
2020-11-06,14.018380638233573
2020-11-11,13.432176958428425
2020-11-16,13.489820034177193
2020-11-19,13.41211840049908
2020-11-24,13.115194255411495
2020-11-30,13.48177364880834
2020-12-03,13.84814824593119
2020-12-08,13.862601302325956
2020-12-11,13.584098647024472
2020-12-16,14.044449689307974
2020-12-21,14.040954441387589
2020-12-24,14.00949857602005
2020-12-30,14.280961922496179
2021-01-05,14.178600445549435
2021-01-08,14.109720130623522
2021-01-13,14.129075890650897
2021-01-19,13.775136017421367
2021-01-22,14.65247203085819
2021-01-27,14.294736472834499
2021-02-01,14.299596154275243
2021-02-04,14.550638587361435
2021-02-09,14.683353192177197
2021-02-12,14.85858657776758
2021-02-18,14.683155394031873
2021-02-23,14.11373033337238
2021-02-26,13.649765513364772
2021-03-03,13.342206530232552
2021-03-08,12.630300893829405
2021-03-11,13.572656142475637
2021-03-16,13.77769235999404
2021-03-19,13.394976684123007
2021-03-24,13.342483953654227
2021-03-29,13.487089746227795
2021-04-01,13.970284164007358
2021-04-07,14.436279194553245
2021-04-12,15.055690626116618
2021-04-15,15.42215451133882
2021-04-20,14.891064139001019
2021-04-23,14.972607476307632
2021-04-28,15.122107243963926
2021-05-03,14.832099839283725
2021-05-06,14.505848534398563
2021-05-11,14.178282461848836
2021-05-14,14.205150343868265
2021-05-19,14.021021164852202
2021-05-24,14.628087806195046
2021-05-27,14.49564921790057
2021-06-02,14.895364344220061
2021-06-07,15.10502686142695
2021-06-10,15.295192386691701
2021-06-15,15.594346991029681
2021-06-18,15.946228008032952
2021-06-23,16.24350634995373
2021-06-28,16.385062975422063
2021-07-01,16.519075603831308
2021-07-07,17.277915184116793
2021-07-12,17.348101543905663
2021-07-15,16.934327525984394
2021-07-20,16.636488735858943
2021-07-23,17.133194013155627
2021-07-28,16.93766913537412
2021-08-02,16.565079286038017
2021-08-05,16.943570744117736
2021-08-10,16.610892755921622
2021-08-13,16.754748433929706
2021-08-18,16.170529922877137
2021-08-23,17.228215487706187
2021-08-26,17.259526261716513
2021-08-31,17.778566965111214
2021-09-03,18.008146238400162
2021-09-09,17.834407418338994
2021-09-14,17.562352410079068
2021-09-17,17.419117700799795
2021-09-22,17.31706176743253
2021-09-27,17.260362502415706
2021-09-30,16.65214144947348
2021-10-05,16.457384111846498
2021-10-08,16.726935245139508
2021-10-13,16.66450653026621
2021-10-18,17.40139113881734
2021-10-21,17.61390605323119
2021-10-26,17.937418762473953
2021-10-29,18.146637856782966
2021-11-03,18.478891184931523
2021-11-08,19.609581959083478
2021-11-11,19.36298181507903
2021-11-16,19.576762046043175
2021-11-19,20.84038639483143
2021-11-24,20.642214680212646
2021-11-30,20.640087417087532
2021-12-03,19.84855908381683
2021-12-08,20.89359617213364
2021-12-13,19.814369182839258
2021-12-16,19.699421790438297
2021-12-21,19.9460350016341
2021-12-27,20.626210814701018
2021-12-30,20.187895253828408
2022-01-04,20.130183248202346
2022-01-07,19.27172006816242
2022-01-12,19.670330043248548
2022-01-18,18.7156258368318
2022-01-21,17.272908369527364
2022-01-26,16.86775688889717
2022-01-31,18.01708549111708
2022-02-03,17.392754075076148
2022-02-08,18.60727021656268
2022-02-11,17.865023086465463
2022-02-16,18.77186872572006
2022-02-22,17.410435152066878
2022-02-25,17.75616447647477
2022-03-02,17.766709564492952
2022-03-07,16.071759394100045
2022-03-10,16.72700845004654
2022-03-15,16.703486984665403
2022-03-18,18.390071892847
2022-03-23,18.51379204104962
2022-03-28,19.541213159198062
2022-03-31,19.05672840306926
2022-04-05,18.772172214959053
2022-04-08,17.55195377918269
2022-04-13,17.46545513921926
2022-04-19,17.448238635965605
2022-04-22,16.060794857518488
2022-04-27,15.353684779772873
2022-05-02,15.169165830787223
2022-05-05,14.705406608285942
2022-05-10,13.804151242995014
2022-05-13,13.767181851335303
2022-05-18,13.128894410114475
2022-05-23,13.207741923830705
2022-05-26,13.618657535492586
2022-06-01,14.325450153502953
2022-06-06,14.496160634008618
2022-06-09,13.857393610344406
2022-06-14,12.444503479373363
2022-06-17,12.622739001758045
2022-06-23,13.114574605585956
2022-06-28,12.82262974086868
2022-07-01,12.528877066790804
2022-07-07,13.391114315155088
2022-07-12,12.99576825854865
2022-07-15,13.427446082075688
2022-07-20,14.448258123030826
2022-07-25,14.179204509634852
2022-07-28,14.6140451168629
2022-08-02,15.315277057936127
2022-08-05,15.872035366764706
2022-08-10,15.818661232361707
2022-08-15,16.231110511499015
2022-08-18,16.11840935455472
2022-08-23,15.105022449276039
2022-08-26,14.617665016303821
2022-08-31,13.928807615342626
2022-09-06,13.323513520924836
2022-09-09,13.961301818608579
2022-09-14,13.327655835748708
2022-09-19,13.208473897370357
2022-09-22,12.621581119858195
2022-09-27,12.375317606229489
2022-09-30,11.860598704139038
2022-10-05,12.71305147014191
2022-10-10,11.859945321205783
2022-10-13,11.98568531192128
2022-10-18,12.144819867958349
2022-10-21,12.510270172228909
2022-10-26,12.52387669913411
2022-10-31,12.347970132664775
2022-11-03,11.406595476316289
2022-11-08,11.83994923538922
2022-11-11,13.040187927530013
2022-11-16,12.734925596630545
2022-11-21,12.377981749757923
2022-11-25,12.675176301094655
2022-11-30,12.984385082217845
2022-12-05,12.64638845708855
2022-12-08,12.586969594816123
2022-12-13,12.982299155298785
2022-12-16,12.137936176697766
2022-12-21,12.093396611586252
2022-12-27,11.17717360120398
2022-12-30,11.346074410205738
2023-01-05,11.188154872076625
2023-01-10,12.084647451667745
2023-01-13,12.828630705294776
2023-01-19,12.583474352471626
2023-01-24,13.544625781331295
2023-01-27,14.102278046514225
2023-02-01,14.345839445124268
2023-02-06,14.378975189402956
2023-02-09,14.504736966730055
2023-02-14,14.796311272607552
2023-02-17,14.33950692932428
2023-02-23,14.713502737227293
2023-02-28,14.444403624377161
2023-03-03,14.72829239747066
2023-03-08,14.796447335726178
2023-03-13,14.39959616512562
2023-03-16,15.419132936850492
2023-03-21,15.688662179025995
2023-03-24,15.707063816575447
2023-03-29,15.95527652407142
2023-04-03,16.430766110567276
2023-04-06,16.180293807773094
2023-04-12,15.698782528893188
2023-04-17,16.22891376286607
2023-04-20,16.3496164936704
2023-04-25,16.00049131172399
2023-04-28,16.64467728017084
2023-05-03,16.487199128867218
2023-05-08,17.0366970667016
2023-05-11,17.271370726497093
2023-05-16,17.412817784236687
2023-05-19,18.013793318500657
2023-05-24,17.74622981757383
2023-05-30,19.840571573616582
2023-06-02,19.976794177318784
2023-06-07,19.385939811022638
2023-06-12,20.233024263676903
2023-06-15,20.884610113162857
2023-06-21,20.745374645351237
2023-06-26,20.517328346332597
2023-06-29,20.734151978180442
2023-07-05,21.184281260006678
2023-07-10,20.8961550229655
2023-07-13,21.98118322253698
2023-07-18,22.238068831873836
2023-07-21,21.51143740287645
2023-07-26,21.91952918103514
2023-07-31,22.498671287629545
2023-08-03,21.67355757113267
2023-08-08,21.894724920753834
2023-08-11,21.115949903239837
2023-08-16,21.34925586692205
2023-08-21,21.867070962083925
2023-08-24,21.687409581800896
2023-08-29,22.412889696207102
2023-09-01,22.751827124250802
2023-09-07,21.90492063290179
2023-09-12,21.788510374942845
2023-09-15,21.53368766985397
2023-09-20,21.015914074343115
2023-09-25,20.827498299006034
2023-09-28,20.445229215900994
2023-10-03,20.50471970375182
2023-10-06,21.23439453810675
2023-10-11,21.701520092553217
2023-10-16,21.58737417464527
2023-10-19,20.732094208858484
2023-10-24,20.896172458800905
2023-10-27,20.136556035582057
2023-11-01,21.153256934009704
2023-11-06,22.031777909709835
2023-11-09,22.354395447131914
2023-11-14,23.268975837147583
2023-11-17,23.27256553136588
2023-11-22,23.380221509546953
2023-11-28,23.266180021353435
2023-12-01,23.112346636346125
2023-12-06,22.816464223481095
2023-12-11,23.134351014542652
2023-12-14,23.714626835401784
2023-12-19,24.216292423792712
2023-12-22,23.925200663290905
2023-12-28,24.037276614913008
2024-01-03,23.067729140376432
2024-01-08,23.91183416550818
2024-01-11,24.627642018964803
2024-01-17,24.498500361485284
2024-01-22,25.69133486758935
2024-01-25,26.147749269326432
2024-01-30,26.10460773337678
2024-02-02,27.171507108972744
2024-02-07,27.790986814894293
2024-02-12,28.064566914921947
2024-02-15,27.789129994169816
2024-02-21,26.965046746014654
2024-02-26,28.71250389416659
2024-02-29,28.79690265232527
2024-03-05,28.893960979311128
2024-03-08,29.089826503167703
2024-03-13,29.536069161122114
2024-03-18,29.262111597628113
2024-03-21,29.64441071082914
2024-03-26,29.645246712673575
2024-04-01,29.624018337394
2024-04-04,28.991646659821825
2024-04-09,29.280802818509965
2024-04-12,30.045813521390443
2024-04-17,28.87758547813851
2024-04-22,28.015905817956597
2024-04-25,28.42088261096113
2024-04-30,28.949114007472268
2024-05-03,30.571814771307345
2024-05-08,30.81911287841367
2024-05-13,30.952115666285373
2024-05-16,31.437823718219995
2024-05-21,31.656093635763156
2024-05-24,32.579997478702836
2024-05-30,32.97493048913385
2024-06-04,34.12921688024594
2024-06-07,34.99404287463438
2024-06-12,36.196110072325524
2024-06-17,36.74765469170937
2024-06-21,36.14845735297365
2024-06-26,36.75278764479077
2024-07-01,37.02918255436031
2024-07-05,37.894719586497764
2024-07-10,39.06681544962195
2024-07-15,38.050028928705736
2024-07-18,36.17881002132601
2024-07-23,36.60027740446017
2024-07-26,35.18736174091589
2024-07-31,36.0609200189336
2024-08-05,31.93595583483744
2024-08-08,32.91342204974542
2024-08-13,34.86141639922013
