,MPT
2015-10-28,0.9953389908358192
2015-11-02,0.9953384821000749
2015-11-05,0.9953425411625454
2015-11-10,0.9953472124930469
2015-11-13,0.9953322416239089
2015-11-18,0.9953491455573337
2015-11-23,0.9953523114670257
2015-11-27,0.9953515988971878
2015-12-02,0.9953540361627328
2015-12-07,0.9953573412239546
2015-12-10,0.995349414418364
2015-12-15,0.9953480579401773
2015-12-18,0.9953355427190329
2015-12-23,0.9953485222038643
2015-12-29,0.9953565090776939
2016-01-04,0.9953342236416198
2016-01-07,0.995305820017965
2016-01-12,0.995309026471032
2016-01-15,0.9952791236388331
2016-01-21,0.9952740961738707
2016-01-26,0.9952866320887331
2016-01-29,0.9952952556485971
2016-02-03,0.995277061541532
2016-02-08,0.9952562053619437
2016-02-11,0.9952428552283374
2016-02-17,0.9952782991086857
2016-02-22,0.995286046938463
2016-02-25,0.9952819009663548
2016-03-01,0.9952970289683659
2016-03-04,0.9953011081331059
2016-03-09,0.9952957565693089
2016-03-14,0.9953055215699776
2016-03-17,0.9953112680066417
2016-03-22,0.9953173748981694
2016-03-28,0.9953121733114109
2016-03-31,0.9953165916057044
2016-04-05,0.9953134793690441
2016-04-08,0.9953112187479288
2016-04-13,0.9953293213200555
2016-04-18,0.9953314058556784
2016-04-21,0.9953321041386771
2016-04-26,0.9953236009842946
2016-04-29,0.9953130792497646
2016-05-04,0.9953080981453877
2016-05-09,0.9953098661222081
2016-05-12,0.9953150787517059
2016-05-17,0.9953197115119345
2016-05-20,0.9953255402949649
2016-05-25,0.9953405912508997
2016-05-31,0.9953437438514292
2016-06-03,0.9953389258520681
2016-06-08,0.9953435376417195
2016-06-13,0.9953327034062811
2016-06-16,0.9953291482661841
2016-06-21,0.9953311574483268
2016-06-24,0.9953132954514745
2016-06-29,0.9953229272255161
2016-07-05,0.9953246386141726
2016-07-08,0.995340892919167
2016-07-13,0.9953489439034411
2016-07-18,0.9953560983081015
2016-07-21,0.9953569101616289
2016-07-26,0.9953603897094605
2016-07-29,0.9953684565455114
2016-08-03,0.9953684304781709
2016-08-08,0.9953801132421985
2016-08-11,0.9953801719339902
2016-08-16,0.995384249229854
2016-08-19,0.99538360841676
2016-08-24,0.9953818311957363
2016-08-29,0.995385281550037
2016-09-01,0.9953854658429743
2016-09-07,0.9953902410614721
2016-09-12,0.9953812236567547
2016-09-15,0.9953849596268152
2016-09-20,0.9953858541213861
2016-09-23,0.9953946671071573
2016-09-28,0.9953993098709251
2016-10-03,0.9953899263907188
2016-10-06,0.9954111778072149
2016-10-11,0.9954036018876792
2016-10-14,0.995397147805851
2016-10-19,0.9953999273303845
2016-10-24,0.9954321579776467
2016-10-27,0.9954267955197478
2016-11-01,0.9953971678849072
2016-11-04,0.9953565308574517
2016-11-09,0.9954309018063188
2016-11-14,0.9954584725840055
2016-11-17,0.9955012470806786
2016-11-22,0.9955274760270016
2016-11-28,0.9955178659910461
2016-12-01,0.9955033508338224
2016-12-06,0.9955369943650673
2016-12-09,0.995582513452403
2016-12-14,0.9955866217989087
2016-12-19,0.9956039883514166
2016-12-22,0.9956169532746044
2016-12-28,0.9956118103142699
2017-01-03,0.995603321876361
2017-01-06,0.9956220332330386
2017-01-11,0.9956328871874476
2017-01-17,0.9956128481473809
2017-01-20,0.9956190593257263
2017-01-25,0.9956713503922836
2017-01-30,0.9956606718598107
2017-02-02,0.9956589109393698
2017-02-07,0.9956784203930481
2017-02-10,0.9956808561309661
2017-02-15,0.9957162017536425
2017-02-21,0.9957359383423725
2017-02-24,0.9957206873172733
2017-03-01,0.9957523357553173
2017-03-06,0.9957255649346282
2017-03-09,0.9957345116176538
2017-03-14,0.9957323896845609
2017-03-17,0.9957391107247211
2017-03-22,0.9957140418192983
2017-03-27,0.9957108896836245
2017-03-30,0.9957428187644936
2017-04-04,0.9957392021757386
2017-04-07,0.995726820110865
2017-04-12,0.9957056416188103
2017-04-18,0.9957118078154089
2017-04-21,0.9957247189678458
2017-04-26,0.9957646878403702
2017-05-01,0.9957862618609977
2017-05-04,0.995794001032956
2017-05-09,0.9958098184764437
2017-05-12,0.9958284829882981
2017-05-17,0.9957944029645213
2017-05-22,0.995835496248188
2017-05-25,0.9958563401720443
2017-05-31,0.9958454476465294
2017-06-05,0.9958704337508242
2017-06-08,0.9958910054932122
2017-06-13,0.9958689206502185
2017-06-16,0.9958559634663791
2017-06-21,0.9958703271683581
2017-06-26,0.9958612811389168
2017-06-29,0.9958545749675993
2017-07-05,0.9958747446563021
2017-07-10,0.9958920893435502
2017-07-13,0.9959198948102698
2017-07-18,0.9959397145316425
2017-07-21,0.9959459564432531
2017-07-26,0.9959882818078876
2017-07-31,0.9959599846846215
2017-08-03,0.9959811697994314
2017-08-08,0.9959980379887373
2017-08-11,0.9959492780571321
2017-08-16,0.9959828473400513
2017-08-21,0.9959332217490023
2017-08-24,0.9959522270840209
2017-08-29,0.995954710181203
2017-09-01,0.9959766387658134
2017-09-07,0.9959547348678858
2017-09-12,0.9959876845563285
2017-09-15,0.9960135586373109
2017-09-20,0.9960380127152705
2017-09-25,0.9960030867562203
2017-09-28,0.9960343607737233
2017-10-03,0.9960686133482181
2017-10-06,0.9960963459852634
2017-10-11,0.9961059993088118
2017-10-16,0.9961107864617442
2017-10-19,0.9961055726392859
2017-10-24,0.9961362343591886
2017-10-27,0.9962207919412842
2017-11-01,0.99623831812346
2017-11-06,0.9962611054527136
2017-11-09,0.9962409780243976
2017-11-14,0.996235063510553
2017-11-17,0.9962239824778328
2017-11-22,0.9962451016593041
2017-11-28,0.9962728911594654
2017-12-01,0.9962686412943739
2017-12-06,0.9962704058688756
2017-12-11,0.9963011389264597
2017-12-14,0.9963004050771519
2017-12-19,0.9963514137276633
2017-12-22,0.9963504166564463
2017-12-28,0.9963457161683663
2018-01-03,0.9963644283360449
2018-01-08,0.9964061359449781
2018-01-11,0.9964377841423593
2018-01-17,0.9964990335896418
2018-01-22,0.9965188276415078
2018-01-25,0.9965366980177646
2018-01-30,0.9965474521226106
2018-02-02,0.9965063002485145
2018-02-07,0.9964455100104086
2018-02-12,0.9964349864942399
2018-02-15,0.9965149533927781
2018-02-21,0.9965089435348492
2018-02-26,0.9965655201347124
2018-03-01,0.9964950323789256
2018-03-06,0.9965231113169403
2018-03-09,0.9965360154970362
2018-03-14,0.996518963518189
2018-03-19,0.99650833772247
2018-03-22,0.996489221333346
2018-03-27,0.9964777824956362
2018-04-02,0.9964676425330327
2018-04-05,0.9964907522048119
2018-04-10,0.9964927676171255
2018-04-13,0.9964905631127873
2018-04-18,0.9965026303649837
2018-04-23,0.9964947938262682
2018-04-26,0.9964944111952669
2018-05-01,0.9964946849233953
2018-05-04,0.9965042963390377
2018-05-09,0.9965265082528636
2018-05-14,0.9965308080639037
2018-05-17,0.9965240425916851
2018-05-22,0.9965264199405268
2018-05-25,0.9965276883126082
2018-05-31,0.996522193155284
2018-06-05,0.9965378044854099
2018-06-08,0.9965409404821756
2018-06-13,0.9965375961054023
2018-06-18,0.9965342275725806
2018-06-21,0.996526777824203
2018-06-26,0.9965110301436785
2018-06-29,0.9965135004842218
2018-07-05,0.9965161804331856
2018-07-10,0.9965336118035506
2018-07-13,0.9965372295706774
2018-07-18,0.9965472995190021
2018-07-23,0.9965499496089825
2018-07-26,0.9965592426949522
2018-07-31,0.9965452177896159
2018-08-03,0.9965596505641776
2018-08-08,0.9965661920180056
2018-08-13,0.9965555023841308
2018-08-16,0.9965574432029921
2018-08-21,0.9965598843754097
2018-08-24,0.9965647242662995
2018-08-29,0.9965777233641504
2018-09-04,0.9965757158376289
2018-09-07,0.9965614978918516
2018-09-12,0.9965613378493611
2018-09-17,0.9965589986494746
2018-09-20,0.9965734777289736
2018-09-25,0.9965704833543957
2018-09-28,0.9965720504712398
2018-10-03,0.9965810804002928
2018-10-08,0.9965667040564005
2018-10-11,0.9965286995015311
2018-10-16,0.9965495301898305
2018-10-19,0.9965350754111054
2018-10-24,0.9965065120824583
2018-10-29,0.9965036015063782
2018-11-01,0.9965347363444202
2018-11-06,0.9965295482809583
2018-11-09,0.9965341752169506
2018-11-14,0.9965107378735921
2018-11-19,0.9964999268588508
2018-11-23,0.9964842897821473
2018-11-28,0.9965197737722313
2018-12-03,0.9965323032730699
2018-12-07,0.9964878290250927
2018-12-12,0.9964883294002955
2018-12-17,0.9964696353583918
2018-12-20,0.9964566991846623
2018-12-26,0.9964564524396252
2018-12-31,0.9964625381053885
2019-01-04,0.9964732155082467
2019-01-09,0.9964840000888914
2019-01-14,0.9964854201934983
2019-01-17,0.9965010837800612
2019-01-23,0.9964983446884554
2019-01-28,0.9964968971852327
2019-01-31,0.9965084484313376
2019-02-05,0.996520121815218
2019-02-08,0.9965076127724214
2019-02-13,0.9965177830991276
2019-02-19,0.9965234338693547
2019-02-22,0.9965270119766455
2019-02-27,0.9965315517710049
2019-03-04,0.9965344789258469
2019-03-07,0.996524251751268
2019-03-12,0.9965312046700346
2019-03-15,0.9965415725932506
2019-03-20,0.9965440377842237
2019-03-25,0.9965309729332615
2019-03-28,0.9965346278528432
2019-04-02,0.9965473913473141
2019-04-05,0.9965539750408201
2019-04-10,0.9965506993988648
2019-04-15,0.9965551270926718
2019-04-18,0.9965661657401829
2019-04-24,0.9965690372564227
2019-04-29,0.9965687872689997
2019-05-02,0.9965607182363457
2019-05-07,0.9965522642166519
2019-05-10,0.996545243520606
2019-05-15,0.9965341616253082
2019-05-20,0.9965281237711435
2019-05-23,0.996524206857294
2019-05-29,0.9965194288462728
2019-06-03,0.9965020168237997
2019-06-06,0.9965247287835269
2019-06-11,0.9965384866000299
2019-06-14,0.9965344282794755
2019-06-19,0.9965448049741665
2019-06-24,0.9965479376098997
2019-06-27,0.9965458736134578
2019-07-02,0.9965553967616684
2019-07-08,0.9965544916786236
2019-07-11,0.9965625526441545
2019-07-16,0.9965624061282577
2019-07-19,0.9965631635493878
2019-07-24,0.996577677616473
2019-07-29,0.9965738907651612
2019-08-01,0.9965554992306502
2019-08-06,0.9965371529234713
2019-08-09,0.9965416366132617
2019-08-14,0.9965213645928669
2019-08-19,0.9965464352040687
2019-08-22,0.9965496090723066
2019-08-27,0.9965357218995051
2019-08-30,0.9965523514990745
2019-09-05,0.9965673052487437
2019-09-10,0.9965749435140021
2019-09-13,0.9965844683560612
2019-09-18,0.996584607893456
2019-09-23,0.9965785166315143
2019-09-26,0.9965788936575479
2019-10-01,0.9965726301206594
2019-10-04,0.9965762895463863
2019-10-09,0.9965711858797439
2019-10-14,0.9965833100051429
2019-10-17,0.9965896598122118
2019-10-22,0.9965870751960276
2019-10-25,0.9966017678287968
2019-10-30,0.9966048075874387
2019-11-04,0.9966181754781471
2019-11-07,0.9966246671751945
2019-11-12,0.9966265628967701
2019-11-15,0.9966290512509258
2019-11-20,0.9966274776165269
2019-11-25,0.9966361292674922
2019-11-29,0.9966346187927347
2019-12-04,0.9966234235625351
2019-12-09,0.9966302482559956
2019-12-12,0.9966380934612615
2019-12-17,0.9966388272865854
2019-12-20,0.9966413996769834
2019-12-26,0.9966517114395335
2019-12-31,0.9966483112970513
2020-01-06,0.9966558867334778
2020-01-09,0.9966606348876863
2020-01-14,0.996657443142706
2020-01-17,0.9966614243623374
2020-01-23,0.9966560416757262
2020-01-28,0.9966408276084203
2020-01-31,0.9966367653144503
2020-02-05,0.9967037287955562
2020-02-10,0.99674463447132
2020-02-13,0.9967415105350664
2020-02-19,0.9967460508631457
2020-02-24,0.996624894083875
2020-02-27,0.9965691045822885
2020-03-03,0.9965720455328818
2020-03-06,0.9965525025070645
2020-03-11,0.9964977861649008
2020-03-16,0.9964252800610438
2020-03-19,0.99643685597292
2020-03-24,0.9964663178812043
2020-03-27,0.9964766560834529
2020-04-01,0.9964567209830901
2020-04-06,0.9964954678489782
2020-04-09,0.9965180836409354
2020-04-15,0.9965241413894176
2020-04-20,0.9965274414104246
2020-04-23,0.9965213362939344
2020-04-28,0.9965275297238416
2020-05-01,0.9965292758374149
2020-05-06,0.9965331028797424
2020-05-11,0.996545975854983
2020-05-14,0.9965347330326082
2020-05-19,0.9965460277522061
2020-05-22,0.9965520741399404
2020-05-28,0.9965641449195255
2020-06-02,0.9965719250056747
2020-06-05,0.9965982116665011
2020-06-10,0.9966058807187033
2020-06-15,0.9965883746874457
2020-06-18,0.9965931112125868
2020-06-23,0.9966007878414206
2020-06-26,0.9965801677670675
2020-07-01,0.9965959334778772
2020-07-07,0.9966027105715431
2020-07-10,0.9966200281372606
2020-07-15,0.9966152641575373
2020-07-20,0.9966210180389511
2020-07-23,0.9966122108280602
2020-07-28,0.9966009685746658
2020-07-31,0.9966090192120804
2020-08-05,0.9966189422107874
2020-08-10,0.9966225601603904
2020-08-13,0.9966260382050559
2020-08-18,0.9966289171869832
2020-08-21,0.9966335252057441
2020-08-26,0.9966453221564799
2020-08-31,0.9966506734511633
2020-09-03,0.9966434802130708
2020-09-09,0.9966323762073157
2020-09-14,0.9966262391613702
2020-09-17,0.996617450897276
2020-09-22,0.9966143798722532
2020-09-25,0.9966124252954237
2020-09-30,0.9966227721623666
2020-10-05,0.9966298358457136
2020-10-08,0.9966332435774976
2020-10-13,0.9966475772860197
2020-10-16,0.99663918457123
2020-10-21,0.9966327009758829
2020-10-26,0.9966245222444914
2020-10-29,0.996610250804091
2020-11-03,0.9966176705071247
2020-11-06,0.9966448054789352
2020-11-11,0.9966562745556847
2020-11-16,0.9966646126382823
2020-11-19,0.9966640572180395
2020-11-24,0.9966765290408932
2020-11-30,0.9966757746383746
2020-12-03,0.9966929151843001
2020-12-08,0.9966942190076449
2020-12-11,0.9966864139756046
2020-12-16,0.9966966909441222
2020-12-21,0.9966932337232142
2020-12-24,0.9966937072436488
2020-12-30,0.9966992953812747
2021-01-05,0.9967008509281942
2021-01-08,0.9967147411937286
2021-01-13,0.9967208880270721
2021-01-19,0.9967141880649965
2021-01-22,0.9967248223230587
2021-01-27,0.9967090092319028
2021-02-01,0.996716561412783
2021-02-04,0.9967427378961973
2021-02-09,0.9967480349008012
2021-02-12,0.9967541491632356
2021-02-18,0.9967583722916805
2021-02-23,0.9967521296917755
2021-02-26,0.9967406179183607
2021-03-03,0.9967443895878642
2021-03-08,0.9967365376862037
2021-03-11,0.9967660500723792
2021-03-16,0.9967701189592314
2021-03-19,0.9967613652027895
2021-03-24,0.9967525646651307
2021-03-29,0.9967609217752943
2021-04-01,0.9967751629657823
2021-04-07,0.9967887185033857
2021-04-12,0.9967980334665447
2021-04-15,0.9968046074887107
2021-04-20,0.9967920537502537
2021-04-23,0.9967953403984986
2021-04-28,0.9967982156519352
2021-05-03,0.9967935279235915
2021-05-06,0.9967949546191293
2021-05-11,0.9967837636604359
2021-05-14,0.9967904830702825
2021-05-19,0.9967841899705627
2021-05-24,0.9968017303368182
2021-05-27,0.9968039228249984
2021-06-02,0.9968089427506102
2021-06-07,0.9968125144150718
2021-06-10,0.9968114795549089
2021-06-15,0.9968113471408372
2021-06-18,0.9967986048424976
2021-06-23,0.9968116427986006
2021-06-28,0.9968211774123948
2021-07-01,0.9968227100911361
2021-07-07,0.9968327049862982
2021-07-12,0.9968389239497871
2021-07-15,0.9968323550516899
2021-07-20,0.9968207790890471
2021-07-23,0.9968329563457686
2021-07-28,0.9968356558545293
2021-08-02,0.9968273427959035
2021-08-05,0.9968400961595831
2021-08-10,0.9968463867649145
2021-08-13,0.9968517294519055
2021-08-18,0.9968329294420255
2021-08-23,0.996850850573438
2021-08-26,0.9968545076882067
2021-08-31,0.9968596005768451
2021-09-03,0.9968569861890093
2021-09-09,0.9968528716943607
2021-09-14,0.9968500041147591
2021-09-17,0.9968500934403985
2021-09-22,0.9968323694938848
2021-09-27,0.9968651067066634
2021-09-30,0.9968082848227832
2021-10-05,0.9968139993950678
2021-10-08,0.9968218749582122
2021-10-13,0.9968078303087529
2021-10-18,0.9968347121676914
2021-10-21,0.9968399151905882
2021-10-26,0.9968092356927193
2021-10-29,0.9968375063885201
2021-11-03,0.9968568142716193
2021-11-08,0.9968882358167527
2021-11-11,0.9968683270694524
2021-11-16,0.996882479869909
2021-11-19,0.9968941269967608
2021-11-24,0.9968989705910233
2021-11-30,0.9968501707555273
2021-12-03,0.9968238466329955
2021-12-08,0.9968976533137547
2021-12-13,0.9968740780158031
2021-12-16,0.9968713586294465
2021-12-21,0.996869122816915
2021-12-27,0.9968870886624499
2021-12-30,0.996881026996346
2022-01-04,0.996895687037985
2022-01-07,0.9968847619754259
2022-01-12,0.9968988840071294
2022-01-18,0.9968761587833266
2022-01-21,0.9968414952710545
2022-01-26,0.9968371715052391
2022-01-31,0.9968558567255903
2022-02-03,0.9968543946707485
2022-02-08,0.9968769396721358
2022-02-11,0.9968630742188457
2022-02-16,0.9968748363601326
2022-02-22,0.996842522826445
2022-02-25,0.9968490060046756
2022-03-02,0.9968422548096135
2022-03-07,0.9967990933757844
2022-03-10,0.9968126014486226
2022-03-15,0.9968102525111467
2022-03-18,0.9968419442388279
2022-03-23,0.9968423321185619
2022-03-28,0.9968569448004652
2022-03-31,0.996843310720054
2022-04-05,0.9968362508503951
2022-04-08,0.9968202305671895
2022-04-13,0.9968143696718685
2022-04-19,0.9968199799192786
2022-04-22,0.996795212804242
2022-04-27,0.9967760758259074
2022-05-02,0.9967716688718569
2022-05-05,0.9967734365027594
2022-05-10,0.9967527783983882
2022-05-13,0.9967460728494443
2022-05-18,0.9967369680193506
2022-05-23,0.9967473636400218
2022-05-26,0.9967587659592523
2022-06-01,0.9967689179470758
2022-06-06,0.9967700439946009
2022-06-09,0.9967505382759387
2022-06-14,0.9967074152439678
2022-06-17,0.9967135898998709
2022-06-23,0.996723894536914
2022-06-28,0.9967278750520435
2022-07-01,0.9967222919279549
2022-07-07,0.99674108719441
2022-07-12,0.9967300379385273
2022-07-15,0.9967433557252812
2022-07-20,0.9967637599083956
2022-07-25,0.9967568641100332
2022-07-28,0.9967687048012094
2022-08-02,0.9967659044483518
2022-08-05,0.9967769454569294
2022-08-10,0.9967846351201962
2022-08-15,0.9967957084692679
2022-08-18,0.9967929201318652
2022-08-23,0.9967677589737585
2022-08-26,0.9967590977562157
2022-08-31,0.9967463682744212
2022-09-06,0.9967338726217361
2022-09-09,0.9967548493235598
2022-09-14,0.9967330374118888
2022-09-19,0.9967306549030317
2022-09-22,0.9967104560948987
2022-09-27,0.9966924988553297
2022-09-30,0.9966779914644599
2022-10-05,0.9967110730982288
2022-10-10,0.9966849282630688
2022-10-13,0.9966958346441015
2022-10-18,0.9967083778175929
2022-10-21,0.9967179699564014
2022-10-26,0.9967140190618805
2022-10-31,0.9967192161936925
2022-11-03,0.9966992216474455
2022-11-08,0.9967219547198525
2022-11-11,0.9967545855312004
2022-11-16,0.996745380473393
2022-11-21,0.9967412870411448
2022-11-25,0.9967490962459187
2022-11-30,0.9967571296998136
2022-12-05,0.9967418960237436
2022-12-08,0.9967329473861265
2022-12-13,0.9967446671821899
2022-12-16,0.9967212094564468
2022-12-21,0.9967252350530673
2022-12-27,0.9967109028043458
2022-12-30,0.9967166153222495
2023-01-05,0.9967190757496387
2023-01-10,0.9967364963598594
2023-01-13,0.9967561420714189
2023-01-19,0.9967437238270906
2023-01-24,0.996764843057296
2023-01-27,0.996772016411215
2023-02-01,0.996778829006099
2023-02-06,0.9967810293516484
2023-02-09,0.9967765974097801
2023-02-14,0.9967874007890521
2023-02-17,0.9967767899738339
2023-02-23,0.9967673949864928
2023-02-28,0.9967636765778862
2023-03-03,0.996777307179723
2023-03-08,0.9967670620344103
2023-03-13,0.9967468169993008
2023-03-16,0.996771914297487
2023-03-21,0.9967719446103316
2023-03-24,0.9967644676412429
2023-03-29,0.9967778152721524
2023-04-03,0.9967888367770574
2023-04-06,0.996787310186859
2023-04-12,0.9967830750504577
2023-04-17,0.9967984947166239
2023-04-20,0.9967982831342725
2023-04-25,0.9967849679063476
2023-04-28,0.9968005030623328
2023-05-03,0.9967914398668373
2023-05-08,0.9967980878515479
2023-05-11,0.9968022985134619
2023-05-16,0.9968031559963024
2023-05-19,0.9968175388099786
2023-05-24,0.9968091466849954
2023-05-30,0.996832090614761
2023-06-02,0.9968429194054629
2023-06-07,0.9968396191289931
2023-06-12,0.9968524307867561
2023-06-15,0.9968632617706622
2023-06-21,0.9968499094946062
2023-06-26,0.996842310511857
2023-06-29,0.99685146378092
2023-07-05,0.9968585290834148
2023-07-10,0.996850683264007
2023-07-13,0.9968705116775503
2023-07-18,0.9968769681122085
2023-07-21,0.9968700399174008
2023-07-26,0.9968830558426772
2023-07-31,0.9968909570388608
2023-08-03,0.9968768320798241
2023-08-08,0.9968785476598484
2023-08-11,0.9968702508870683
2023-08-16,0.9968606319982342
2023-08-21,0.9968608445699076
2023-08-24,0.9968533589326306
2023-08-29,0.9968693283063255
2023-09-01,0.9968732435994646
2023-09-07,0.9968630603022626
2023-09-12,0.9968681136871045
2023-09-15,0.9968683546118771
2023-09-20,0.996855952638887
2023-09-25,0.9968470124431072
2023-09-28,0.9968418060602078
2023-10-03,0.9968350596171119
2023-10-06,0.9968490899052768
2023-10-11,0.9968596795225702
2023-10-16,0.9968576518348354
2023-10-19,0.9968461877493312
2023-10-24,0.9968389772840454
2023-10-27,0.9968227283214292
2023-11-01,0.9968462271723106
2023-11-06,0.9968677881235715
2023-11-09,0.9968683379162415
2023-11-14,0.9968920596688501
2023-11-17,0.9969033822350296
2023-11-22,0.9969089984516081
2023-11-28,0.9969104272535079
2023-12-01,0.9969161110259538
2023-12-06,0.9969107047671094
2023-12-11,0.9969243457215576
2023-12-14,0.9969398133911197
2023-12-19,0.9969512044292418
2023-12-22,0.9969506111960605
2023-12-28,0.9969554563237678
2024-01-03,0.9969429256423964
2024-01-08,0.9969484876448349
2024-01-11,0.996949084790821
2024-01-17,0.9969371208834145
2024-01-22,0.9969585393796326
2024-01-25,0.9969667980520731
2024-01-30,0.9969662075309823
2024-02-02,0.9969679503772327
2024-02-07,0.9969722881563077
2024-02-12,0.9969752094271838
2024-02-15,0.9969758648160192
2024-02-21,0.9969706547265765
2024-02-26,0.9969802955213147
2024-02-29,0.9969863658530433
2024-03-05,0.9969821207917702
2024-03-08,0.9969877411949464
2024-03-13,0.996991677347565
