,UCRP
2022-12-08,5.014501335645724
2022-12-13,5.145975723682924
2022-12-16,4.885632900369477
2022-12-21,4.9198679440891695
2022-12-27,4.740811413132317
2022-12-30,4.804502518459229
2023-01-05,4.8180871954985065
2023-01-10,5.023481526930431
2023-01-13,5.245404032048122
2023-01-19,5.110788773552387
2023-01-24,5.368543210919246
2023-01-27,5.4658676904972685
2023-02-01,5.552181449920938
2023-02-06,5.5741937728738025
2023-02-09,5.53287455787289
2023-02-14,5.656669980907225
2023-02-17,5.51544651347818
2023-02-23,5.442746337934139
2023-02-28,5.391580687820222
2023-03-03,5.546102278776194
2023-03-08,5.448689185455209
2023-03-13,5.2391693865806195
2023-03-16,5.540984546328758
2023-03-21,5.544051309456822
2023-03-24,5.4798807257736595
2023-03-29,5.626372247320544
2023-04-03,5.761997561652088
2023-04-06,5.739321766926402
2023-04-12,5.678206691009103
2023-04-17,5.8500351158668344
2023-04-20,5.842693969793064
2023-04-25,5.678857224533018
2023-04-28,5.875698766387139
2023-05-03,5.774900433883436
2023-05-08,5.864713338876836
2023-05-11,5.907602078856729
2023-05-16,5.928153660609358
2023-05-19,6.105585005099072
2023-05-24,6.00664046310761
2023-05-30,6.336787532640341
2023-06-02,6.4587700523647475
2023-06-07,6.399684696217834
2023-06-12,6.575367671459839
2023-06-15,6.746395685961809
2023-06-21,6.571504729320804
2023-06-26,6.471638777904562
2023-06-29,6.5706253912113715
2023-07-05,6.663802973553139
2023-07-10,6.567139738211065
2023-07-13,6.837720541359996
2023-07-18,6.931406031303382
2023-07-21,6.8149604321471475
2023-07-26,6.972461021918731
2023-07-31,7.089374769933901
2023-08-03,6.889850603118964
2023-08-08,6.929745781106254
2023-08-11,6.798992454330124
2023-08-16,6.702289941434314
2023-08-21,6.7286509527563805
2023-08-24,6.639207855557775
2023-08-29,6.840204223541285
2023-09-01,6.895830587115538
2023-09-07,6.777112652381051
2023-09-12,6.8313301665509565
2023-09-15,6.823913170775622
2023-09-20,6.650781496558146
2023-09-25,6.544695428465416
2023-09-28,6.496742852436818
2023-10-03,6.429019494357056
2023-10-06,6.598799771335905
2023-10-11,6.730435403815834
2023-10-16,6.700785000300231
2023-10-19,6.542281457444842
2023-10-24,6.4745333193981285
2023-10-27,6.287809270709047
2023-11-01,6.551853102256342
2023-11-06,6.811595475249711
2023-11-09,6.828727828639017
2023-11-14,7.122908014703746
2023-11-17,7.266150786137614
2023-11-22,7.33692861562169
2023-11-28,7.350007886813058
2023-12-01,7.404982412853934
2023-12-06,7.321055545715668
2023-12-11,7.507228124565547
2023-12-14,7.707976681615487
2023-12-19,7.871530982354657
2023-12-22,7.867562674671325
2023-12-28,7.940158519382049
2024-01-03,7.7494818139817925
2024-01-08,7.850871887952622
2024-01-11,7.8757125802467725
2024-01-17,7.710225754672467
2024-01-22,8.008929591320948
2024-01-25,8.123210807151976
2024-01-30,8.097461595370243
2024-02-02,8.13484119591376
2024-02-07,8.20883330513612
2024-02-12,8.26102103201488
2024-02-15,8.272508315277468
2024-02-21,8.180343784788317
2024-02-26,8.349039779291767
2024-02-29,8.42542356091693
2024-03-05,8.408286589862987
2024-03-08,8.486228861050186
2024-03-13,8.517702067406953
2024-03-18,8.545751398359226
2024-03-21,8.705293487105637
2024-03-26,8.673129067145124
2024-04-01,8.815945444880633
2024-04-04,8.5362064339257
2024-04-09,8.589495585858424
2024-04-12,8.444748700450658
2024-04-17,8.288968096772194
2024-04-22,8.308521327696203
2024-04-25,8.350440836229522
2024-04-30,8.28572798226645
2024-05-03,8.567976145231247
2024-05-08,8.647304669458599
2024-05-13,8.697303782074355
2024-05-16,8.869968881161526
2024-05-21,8.926357905683913
