Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
110	1.4771734	0.124624215	1.708044	1.3071856	500.0	0.18100035	0.11843348	0.6491559	0.02695965	555000	5.2773952e-08	0.0029119912	0.020748716	-0.00043766643	0.78065956	0.039275903	0.3032	1.0	564.4386563301086
111	1.4598013	0.10247987	1.6734072	1.3414807	500.0	0.16899781	0.12741192	0.6323439	-0.006047316	560000	-6.777644e-08	0.0031838263	0.016691316	-0.0004317714	0.7805375	0.028299728	0.235	1.0	569.0834918022156
112	1.4612863	0.18509799	1.8269922	1.1675049	500.0	0.17586407	0.11630113	0.58291316	0.016027376	565000	2.1314621e-08	0.0037377216	0.003507719	-0.00043374905	0.7804146	0.016519433	0.2152	1.0	573.7497930526733
113	1.5607789	0.11478179	1.7197895	1.3311996	500.0	0.16569623	0.12593451	0.63168347	0.023279943	570000	-1.4108419e-08	0.0035234496	0.009410364	-0.00048591848	0.7802974	0.017179374	0.2046	1.0	578.3757312297821
114	1.5568786	0.11745744	1.7279164	1.3014139	500.0	0.18382826	0.13144952	0.6415154	0.032290705	575000	2.2703409e-08	0.0032193267	0.01155783	-0.00017945329	0.78017414	0.01779504	0.2382	1.0	582.991806268692
115	1.5096285	0.13264924	1.6834964	1.2324774	500.0	0.18166387	0.12900497	0.64204556	0.022737086	580000	1.4173985e-08	0.0040141726	0.01414246	-0.0003763286	0.7800658	0.027640847	0.255	1.0	587.5971689224243
116	1.5179852	0.21477333	1.9636184	1.1244084	500.0	0.17109248	0.12798207	0.6473749	0.025484547	585000	9.881779e-08	0.0042317677	0.017061876	-0.00023926934	0.77996653	0.03503305	0.2612	1.0	592.2912406921387
117	1.4744751	0.12417498	1.6839536	1.3236365	500.0	0.17624539	0.13287947	0.64171135	0.00821799	590000	7.3629614e-08	0.003620294	0.017585345	-0.0006975576	0.77985907	0.028868249	0.2746	1.0	596.9181740283966
118	1.424168	0.119847	1.6266999	1.2213466	500.0	0.16298808	0.13654909	0.6493585	-0.0056678504	595000	-1.0572076e-07	0.0034850177	0.011478678	-0.0004683209	0.7797259	0.033475045	0.361	2.0	601.5768795013428
119	1.396025	0.16263446	1.7094344	1.2050617	500.0	0.16307539	0.12260718	0.60952795	0.02304165	600000	-5.171895e-08	0.004146614	0.032514382	-0.00017795945	0.77942467	0.053057496	0.394	1.0	606.2240655422211
120	1.4477218	0.13991694	1.6205823	1.1979456	500.0	0.16488121	0.11883262	0.5955783	0.019702189	605000	-1.11073255e-07	0.004725957	0.030578844	-0.00024642004	0.77926517	0.049582113	0.4042	1.0	610.9753842353821
121	1.5755961	0.23178267	1.8948381	1.1809418	500.0	0.16495246	0.12391415	0.618139	0.0035528615	610000	-7.95871e-08	0.0045710425	0.027352383	-0.0006498047	0.7791189	0.043592762	0.3576	1.0	615.6172552108765
122	1.5335902	0.13706717	1.7466782	1.3062997	500.0	0.18269746	0.13351868	0.66435224	0.016067937	615000	2.3466349e-08	0.0030942482	0.019898107	-0.00018792949	0.7789607	0.025537342	0.2732	1.0	620.2655403614044
123	1.5042989	0.1339008	1.8322163	1.299381	500.0	0.18157764	0.12684248	0.62826693	0.019256376	620000	1.502037e-08	0.0030863953	0.0070232395	-0.0002964465	0.7788093	0.015739458	0.1324	1.0	624.9631586074829
124	1.7295134	0.16401348	2.086569	1.4977651	500.0	0.1731264	0.12518238	0.6361127	-0.00419195	625000	-8.176863e-08	0.004663922	0.0037111572	-0.0013142461	0.7786631	0.020198978	0.1896	2.0	629.6357555389404
125	1.6275527	0.1523894	1.8486663	1.3148289	500.0	0.20531484	0.1380076	0.68472373	0.0410498	630000	-5.6940316e-08	0.0034730774	0.014518897	-0.0003845631	0.7783851	0.030500583	0.2852	1.0	634.2450239658356
126	1.6504761	0.17931776	1.9254979	1.2957634	500.0	0.19332917	0.13058107	0.6487912	0.034103252	635000	-3.310144e-08	0.0031033538	0.026023535	-0.00016346411	0.77824605	0.054012273	0.3592	2.0	638.9201328754425
127	1.6189296	0.1301908	1.8035326	1.3396454	500.0	0.19289908	0.13370281	0.6784835	0.047275446	640000	6.198883e-09	0.0031974048	0.051364124	-0.0001346278	0.7780214	0.12236116	0.4474	1.0	643.5317993164062
128	1.5931882	0.19209376	2.0154471	1.3306553	500.0	0.18861534	0.13482104	0.67967397	0.024133183	645000	4.428029e-08	0.003753692	0.035684027	-0.00016134605	0.7779152	0.07956437	0.4118	1.0	648.1488914489746
129	1.642013	0.10220129	1.7862455	1.4648257	500.0	0.18917039	0.13189986	0.65272826	0.033946984	650000	-5.5378674e-08	0.003121434	0.020860532	-0.00014216616	0.77780336	0.043530773	0.2864	1.0	652.9345033168793
130	1.5817579	0.14175035	1.8321571	1.4212015	500.0	0.19300987	0.13575025	0.69488263	0.042774044	655000	2.862215e-08	0.0041109435	0.010818201	-0.00049952837	0.77769095	0.022107463	0.1754	1.0	657.6076791286469
131	1.5132203	0.12869576	1.718544	1.2762519	500.0	0.18463281	0.12488618	0.6622355	0.025823973	660000	1.5944243e-08	0.0033829357	0.006394672	-0.0003001506	0.77758783	0.02209812	0.222	1.0	662.1949291229248
132	1.51745	0.13326374	1.8035668	1.3083669	500.0	0.1704162	0.12547745	0.6603362	0.02301836	665000	-1.36673455e-08	0.0031421897	0.01063231	-0.00045266352	0.7774712	0.025616376	0.2378	1.0	666.8139069080353
133	1.5664064	0.12730192	1.833362	1.3664209	500.0	0.17061356	0.12619697	0.67269766	-0.012034215	670000	9.561777e-08	0.0024896753	0.005622056	-0.00023925095	0.77735263	0.024285538	0.2618	3.0	671.4595320224762
134	1.5474422	0.13392177	1.8397572	1.3556483	500.0	0.1786691	0.1249523	0.6808516	-0.00023168325	675000	-2.5135279e-08	0.0028499067	0.012880969	-0.00012356578	0.7769774	0.030558508	0.2648	1.0	676.1440072059631
135	1.6906776	0.093582176	1.7949443	1.5045015	500.0	0.17613034	0.12772788	0.6817706	-0.008416764	680000	2.3681112e-08	0.0041126707	0.019502874	-0.0012173508	0.77683264	0.027565844	0.315	1.0	680.7682206630707
136	1.5842879	0.15355057	1.7283812	1.1955327	500.0	0.2009932	0.14010118	0.69360423	0.043580063	685000	-1.8318892e-07	0.004029667	0.018259631	-0.00073397416	0.7766778	0.024886053	0.33	1.0	685.4779210090637
137	1.6004488	0.17901684	1.870936	1.2793345	500.0	0.17741038	0.13531512	0.6914093	0.03154373	690000	-6.8220494e-08	0.0043776114	0.008035614	-0.00033320766	0.77654463	0.020749947	0.2246	1.0	690.1000030040741
138	1.6166292	0.18005487	1.865592	1.376131	500.0	0.17853184	0.14058037	0.71852064	-0.013424523	695000	-2.000034e-08	0.0048789033	0.013549148	-0.00073136855	0.77641565	0.02722142	0.3146	1.0	694.8709614276886
139	1.7675426	0.14803027	2.0271583	1.5623797	500.0	0.17419821	0.15957694	0.75095624	-0.022180408	700000	-3.2611192e-09	0.004629799	0.024671048	-0.0010621108	0.77628314	0.034658324	0.3476	1.0	699.502667427063
140	1.6806452	0.08797199	1.8220028	1.516546	500.0	0.19978355	0.16364461	0.77374566	0.035285525	705000	-9.7620486e-08	0.0036679187	0.018061297	-0.000564269	0.7761685	0.03522533	0.2738	1.0	704.2026331424713
141	1.7214168	0.14556709	1.9812982	1.4523761	500.0	0.18757209	0.16359231	0.75279653	0.021279909	710000	4.5120716e-09	0.0034075954	0.013781801	-0.00022982596	0.7760552	0.030509323	0.2424	1.0	708.8062295913696
142	1.7099854	0.19435872	1.9814621	1.3323591	500.0	0.19441552	0.16307464	0.75752085	0.029529482	715000	3.988482e-08	0.004777274	0.00636654	-0.00035040593	0.77595407	0.022894997	0.1914	1.0	713.3749196529388
143	1.7395055	0.22378993	1.9840201	1.2154362	500.0	0.18912667	0.16323233	0.77181983	0.013286464	720000	-8.225441e-10	0.00465839	0.008759797	-0.0005644937	0.77584094	0.021835811	0.1686	1.0	718.0360035896301
144	1.6804495	0.13598596	1.8851444	1.4367115	500.0	0.1961871	0.1581799	0.7635637	0.020623706	725000	5.9533118e-08	0.0036160278	0.008159025	-0.00019784807	0.7757336	0.018152038	0.1682	1.0	722.6386573314667
145	1.8272657	0.2152004	2.0773733	1.3905666	500.0	0.18978767	0.15399316	0.73961025	0.03090132	730000	-3.865659e-08	0.0047006584	0.00578457	-0.0008811774	0.77563304	0.021782562	0.1994	1.0	727.26735496521
146	1.8604943	0.1549479	2.0779147	1.5965536	500.0	0.20511274	0.17081359	0.80207825	0.018679976	735000	1.18166206e-07	0.003590558	0.0059913737	-0.00031061633	0.7755672	0.022144584	0.1924	1.0	731.8643848896027
147	1.8439556	0.14814259	2.0803337	1.6592983	500.0	0.21600737	0.16296868	0.78889716	0.03984011	740000	5.0872565e-08	0.0029694291	0.00899424	-0.00012124283	0.77551484	0.01884581	0.2138	1.0	736.6011924743652
148	1.7450413	0.21037078	2.048921	1.4324925	500.0	0.21885157	0.16077842	0.76451993	0.03824769	745000	-8.9854005e-08	0.0042528305	0.008524325	-0.00058807875	0.77547187	0.016460234	0.1656	1.0	741.4885246753693
149	1.7389666	0.2242219	2.1387284	1.4398174	500.0	0.19829714	0.15697348	0.75842035	0.0330455	750000	4.8220157e-09	0.00368628	0.0136409495	-0.00011876016	0.7754411	0.029799908	0.1826	1.0	746.1259098052979
150	1.8327341	0.2064597	2.1777315	1.4596784	500.0	0.19956587	0.15551534	0.75006366	0.033114374	755000	-7.1771446e-08	0.003957201	0.013617282	-0.00034281588	0.7753909	0.019455964	0.2194	1.0	750.831226348877
151	1.7766259	0.12388592	1.9963255	1.5590882	500.0	0.211696	0.15396844	0.76663864	0.040319912	760000	3.1274556e-08	0.0030440674	0.008580313	-0.00017559086	0.77534646	0.019222353	0.2094	1.0	755.5771837234497
152	1.7518151	0.15910062	1.9794774	1.4445668	500.0	0.20373093	0.15391718	0.7608003	0.042036615	765000	3.00169e-08	0.0034137927	0.015036173	-0.00024134596	0.77528673	0.028922299	0.258	1.0	760.2052779197693
153	1.6476988	0.12779336	1.8633447	1.4463447	500.0	0.19595459	0.14995548	0.7661876	0.041211464	770000	-4.6253206e-08	0.0034500451	0.009761501	-0.00041798525	0.77521586	0.030901572	0.3368	2.0	764.8050231933594
154	1.7756275	0.13827665	2.0307999	1.5936726	500.0	0.19514327	0.13967709	0.7163556	0.0468065	775000	3.027916e-08	0.003747985	0.018532952	-0.0005011356	0.7750064	0.03525653	0.2472	1.0	769.4249799251556
155	1.7014087	0.12531853	1.9104186	1.4889339	500.0	0.2045349	0.15153758	0.7630758	0.051050186	780000	-8.761883e-09	0.0033855594	0.016793637	-0.0006170536	0.7748805	0.044445843	0.2398	1.0	774.0307905673981
156	1.6970606	0.109756425	1.9144464	1.5419757	500.0	0.1939383	0.15220429	0.7426935	0.049092308	785000	-5.6026877e-08	0.0032629005	0.024077186	-0.0004166353	0.77477515	0.051044058	0.3128	1.0	778.6415576934814
157	1.7299926	0.14305793	1.9470294	1.4448258	500.0	0.19457965	0.1441238	0.73509693	0.044238716	790000	-5.4135917e-08	0.0028940025	0.02931149	-0.00014969753	0.7746582	0.05319073	0.3248	1.0	783.2482810020447
158	1.7330586	0.1411528	2.0151224	1.5243685	500.0	0.20123816	0.14434226	0.73672515	0.05044326	795000	1.5455484e-08	0.002600759	0.020644933	-0.0002112696	0.774549	0.035928357	0.3078	1.0	788.1032466888428
159	1.9569843	0.10696522	2.118713	1.8109841	500.0	0.19664991	0.14801244	0.7534733	0.050365977	800000	-1.023598e-07	0.0044277613	0.026561446	-0.0011206071	0.77442986	0.04390054	0.3508	1.0	793.1464598178864
160	1.6990156	0.17691253	1.9500554	1.4209025	500.0	0.23455264	0.1576461	0.77168345	0.08229438	805000	-7.23362e-08	0.006790901	0.023911646	-0.0023359028	0.77432907	0.047955126	0.3828	1.0	797.8867070674896
161	1.6573865	0.19306798	1.9728096	1.2673858	500.0	0.19744089	0.13652699	0.7165561	0.06373656	810000	-5.275607e-08	0.004287841	0.026402036	-0.0003201873	0.7742355	0.047614	0.3754	1.0	802.6055827140808
162	1.7994223	0.16861983	2.0115497	1.5134149	500.0	0.18574676	0.13726716	0.72978383	0.05178713	815000	-1.4221072e-07	0.0045192186	0.017779019	-0.00044351676	0.7741413	0.034688693	0.3038	1.0	807.2209658622742
163	1.6366135	0.18961108	1.9915242	1.3677951	500.0	0.20283957	0.14540222	0.7818911	0.06047471	820000	-2.643466e-08	0.0039957846	0.030690804	-0.00045206817	0.77405626	0.061870735	0.413	1.0	811.7530376911163
164	1.6885729	0.14223675	2.0199373	1.5231086	500.0	0.18643025	0.13840106	0.7247326	0.039138272	825000	1.0427237e-07	0.0038261306	0.06984188	-0.0002530818	0.7739579	0.15035278	0.527	1.0	816.3694498538971
165	1.6191505	0.1785447	1.8869623	1.316206	500.0	0.18627645	0.14627394	0.77011716	0.026378036	830000	2.7477741e-08	0.004378885	0.06202959	-0.00032168534	0.7738797	0.08757362	0.483	1.0	820.965651512146
166	1.4727079	0.1400376	1.7006197	1.2061002	500.0	0.174953	0.14316744	0.74964523	0.022851758	835000	-1.6474724e-08	0.004575736	0.040003926	-0.0007507305	0.77378815	0.06890194	0.4058	1.0	825.5348873138428
167	1.4738164	0.16796881	1.8366746	1.2860403	500.0	0.15019284	0.14150298	0.7349385	-0.008138396	840000	-4.6253206e-09	0.0045404863	0.027972128	-0.00043122424	0.7736989	0.0494802	0.2906	1.0	830.1280279159546
168	1.640585	0.15145235	1.9284494	1.3389956	500.0	0.14601667	0.13119371	0.7528899	0.006327316	845000	1.4033914e-08	0.0059124064	0.037525795	-0.0013894574	0.7736223	0.09056627	0.4702	1.0	834.7824673652649
169	1.569965	0.19888698	1.9015858	1.1899135	500.0	0.17362514	0.14599156	0.783014	0.0075406134	850000	-2.6905537e-08	0.0058151	0.066874176	-0.00022483151	0.7735335	0.12818523	0.5662	1.0	839.4041185379028
170	1.6372852	0.17567213	1.9080085	1.2669879	500.0	0.1691737	0.14394322	0.73844504	-0.0039045885	855000	1.0675192e-08	0.005279747	0.09950844	-0.00032687187	0.77344185	0.24025813	0.5744	1.0	844.1384530067444
171	1.7754097	0.2252755	2.1885326	1.3689307	500.0	0.17334986	0.15899819	0.78881127	-0.016819172	860000	6.4888596e-08	0.0053038364	0.080952816	-0.0005082828	0.77335083	0.24914108	0.5766	1.0	848.8005819320679
172	1.7131811	0.24547303	2.077542	1.3041657	500.0	0.20063832	0.15897281	0.7720044	0.048895217	865000	-1.8888713e-08	0.0062340223	0.07202973	-0.00064905453	0.7732629	0.14860046	0.4868	1.0	853.4156548976898
173	1.6897084	0.30775005	2.181676	1.2041612	500.0	0.1831545	0.16524978	0.7922181	0.030434437	870000	-5.5620074e-08	0.0060672862	0.04487939	-0.00018154457	0.7731786	0.09521554	0.3794	1.0	858.1670441627502
174	1.7262062	0.2004044	1.9846991	1.3864679	500.0	0.18208858	0.1621606	0.784331	0.026558071	875000	-1.00570915e-07	0.004988657	0.039380595	-0.0002717506	0.7730745	0.06495579	0.338	1.0	862.8227190971375
175	1.5330079	0.19850487	1.8224971	1.2250831	500.0	0.1871471	0.1699163	0.77940816	0.024578482	880000	-2.3156405e-08	0.0068559386	0.028916566	-0.001307087	0.77297974	0.043801125	0.356	1.0	867.4253027439117
176	1.5448338	0.1926298	1.8708842	1.2352365	500.0	0.16131504	0.1508337	0.71387	0.017983466	885000	3.578067e-08	0.0061793756	0.023703506	-0.0006481493	0.7728806	0.03437646	0.3384	1.0	871.9884386062622
177	1.5042938	0.1891478	1.8206182	1.1754394	500.0	0.15890989	0.1455903	0.7388279	-0.0064459294	890000	-3.36349e-08	0.006193291	0.014376625	-0.00037756003	0.77278733	0.03658708	0.2674	1.0	876.5778167247772
178	1.6945	0.18286885	1.9083488	1.3788667	500.0	0.16079126	0.14649276	0.70255274	0.006042592	895000	9.0754035e-08	0.005580684	0.017970059	-0.00065369904	0.772697	0.031608585	0.2922	1.0	881.1809659004211
179	1.4681139	0.19040234	1.737208	1.1799818	500.0	0.17391655	0.15773004	0.8065743	0.015149154	900000	-4.4482945e-08	0.005996752	0.022587126	-0.001117555	0.77260906	0.031486712	0.3108	1.0	885.8121209144592
180	1.494384	0.1901134	1.8665022	1.2697796	500.0	0.14599605	0.1455397	0.74655616	-0.0064522848	905000	-6.3175705e-08	0.004723011	0.013229732	-0.0003324151	0.7725278	0.03188465	0.2514	1.0	890.520229101181
181	1.4724228	0.14268626	1.778288	1.2512909	500.0	0.15030652	0.15006216	0.74604034	0.003606066	910000	-7.009506e-08	0.004773449	0.004629468	-0.00044397265	0.7724323	0.02194254	0.2474	1.0	895.1295554637909
182	1.4908947	0.18659915	1.9517701	1.2203999	500.0	0.1528193	0.14125016	0.72841084	-0.003211856	915000	6.5261126e-08	0.0061637904	0.014809149	-0.00040213717	0.7723021	0.027783813	0.3308	1.0	899.7336432933807
183	1.5415851	0.23550183	2.0642023	1.1260681	500.0	0.14558955	0.15055764	0.7659179	-0.004130639	920000	-6.994605e-08	0.0063931914	0.018171465	-0.00027394667	0.7721809	0.034552686	0.3336	1.0	904.3505182266235
184	1.4240372	0.2484214	1.7664815	0.9275544	500.0	0.15446395	0.14723285	0.7839866	-0.0024886727	925000	1.14643576e-07	0.006113352	0.028509535	-0.00063826516	0.77205557	0.061907757	0.4124	1.0	909.1522574424744
185	1.5173647	0.1866671	1.8925083	1.1856675	500.0	0.1443541	0.13625677	0.7180711	0.00096449256	930000	-1.085788e-07	0.004712932	0.0326834	-0.00050966535	0.7719412	0.067494474	0.4138	1.0	913.7110903263092
186	1.4165285	0.16643791	1.8033857	1.2642987	500.0	0.15914226	0.13750388	0.75004905	0.0050628036	935000	-9.146854e-08	0.0055949134	0.03248797	-0.0008492917	0.7718002	0.055807494	0.3878	1.0	918.3231108188629
187	1.5235339	0.21507302	1.8113871	1.1392341	500.0	0.14423227	0.1401382	0.70749253	-0.063244954	940000	-4.235506e-08	0.005589921	0.049552258	-0.00055516325	0.77167	0.098868534	0.419	1.0	923.5909337997437
188	1.5189614	0.25622067	1.8989905	1.1910987	500.0	0.1560028	0.13183054	0.7633462	-0.047305502	945000	9.911656e-08	0.0063863564	0.06177009	-0.0002691797	0.77154726	0.13508342	0.4176	1.0	928.2498726844788
189	1.5640628	0.22507104	1.8280431	0.9874837	500.0	0.15581721	0.12608305	0.7835336	-0.039637223	950000	2.6583672e-08	0.006226522	0.0682517	-0.00036368752	0.7714262	0.20752351	0.4496	1.0	932.85422539711
190	1.5612515	0.16127056	1.8381357	1.2991979	500.0	0.17033494	0.13129568	0.78468436	-0.02250199	955000	7.175207e-08	0.0038693321	0.041492302	-0.00019340403	0.7713107	0.085521095	0.3616	1.0	937.5031855106354
191	1.4796833	0.14251946	1.7555753	1.2604829	500.0	0.16847876	0.13019402	0.7530349	-0.0027388632	960000	2.7959794e-08	0.0046574664	0.037101623	-0.0006488832	0.7712064	0.07798735	0.3972	1.0	942.0910489559174
192	1.3958515	0.22024916	1.8326737	1.082439	500.0	0.15098555	0.120754555	0.7725781	0.009152956	965000	4.9591065e-08	0.0046107736	0.0276265	-0.000486705	0.7710952	0.034386482	0.2622	1.0	946.6890594959259
193	1.4991835	0.10635579	1.6504121	1.3150799	500.0	0.1360766	0.117651284	0.7594177	-0.0075083077	970000	8.504316e-08	0.0036872108	0.014484225	-0.00039629755	0.7710001	0.031873558	0.2202	1.0	951.2414746284485
194	1.5182848	0.19602071	1.889695	1.2721502	500.0	0.14919454	0.122752056	0.78781885	0.0036492571	975000	-2.1253527e-08	0.003749486	0.017478101	-0.0002488352	0.77089536	0.039183006	0.2716	1.0	955.8160827159882
195	1.5792834	0.10410181	1.7270755	1.4266018	500.0	0.15989289	0.12038072	0.772533	0.028094478	980000	3.4320355e-08	0.003760198	0.014849932	-0.0005306585	0.77078104	0.037138797	0.248	1.0	960.3967018127441
196	1.6477648	0.16376847	1.8779012	1.3688537	500.0	0.16018118	0.13295059	0.8101489	0.027093723	985000	8.387416e-08	0.003010441	0.010816633	-0.00026816712	0.7706496	0.028278153	0.2314	1.0	964.994710445404
197	1.6298977	0.1450977	1.9193966	1.4106015	500.0	0.17028892	0.13754241	0.8314241	0.02517008	990000	2.923906e-08	0.0028090545	0.010192411	-0.00030216365	0.77051264	0.02663725	0.2478	2.0	969.741847038269
198	1.6585743	0.14013961	1.8840533	1.3605585	500.0	0.1690442	0.12760814	0.82090586	0.03292284	995000	2.7379393e-08	0.003291785	0.012504832	-0.00036889943	0.77022517	0.021299794	0.196	1.0	974.3983793258667
199	1.7455928	0.17535782	2.0204287	1.5221802	500.0	0.17552793	0.12962298	0.7933717	0.034270667	1000000	3.4576654e-08	0.004381112	0.0036626041	-0.00034584617	0.7700842	0.024920817	0.27	2.0	978.9986054897308
200	1.8282894	0.14066222	2.0422332	1.5594202	500.0	0.18135865	0.14056313	0.8591682	0.034662157	1005000	9.021908e-08	0.0032884716	0.022039283	-0.00039569056	0.7698262	0.043531798	0.385	1.0	983.6488220691681
201	1.7665933	0.12907235	1.9884512	1.5813824	500.0	0.19224943	0.1524459	0.8755719	0.035863914	1010000	-8.3851816e-08	0.0025676591	0.0155976	-0.000416592	0.76969796	0.021897558	0.3038	1.0	988.2303447723389
202	1.7320926	0.16467282	2.19065	1.5761831	500.0	0.18106806	0.14589775	0.8954208	0.03631699	1015000	4.799366e-08	0.002892478	0.012291225	-0.00020860299	0.7695905	0.020295156	0.274	1.0	992.8130476474762
203	1.7940096	0.091889195	1.9914601	1.6957546	500.0	0.1839926	0.13598096	0.84139335	0.041156404	1020000	-4.4941904e-09	0.0028191844	0.015039577	-0.0001843758	0.7695049	0.029611396	0.3436	1.0	997.4472227096558
204	1.814444	0.16201673	2.001372	1.475142	500.0	0.18604705	0.14551552	0.89383876	0.038028896	1025000	1.0097027e-08	0.0027037018	0.010950924	-0.00021740934	0.7694226	0.023127439	0.246	1.0	1002.0343627929688
205	1.8561785	0.1364662	2.0677319	1.5903853	500.0	0.19468181	0.13912547	0.8746884	0.05324448	1030000	-3.902316e-08	0.0024871477	0.013949215	-0.00021297578	0.76932436	0.022724422	0.2746	1.0	1006.6676754951477
206	1.8568398	0.09286761	2.0371196	1.7138263	500.0	0.20229535	0.1391292	0.8825072	0.05750286	1035000	2.8043985e-08	0.002301029	0.021899506	-9.844266e-05	0.76921546	0.038920477	0.356	1.0	1011.2879581451416
207	1.6584911	0.17867728	1.9637393	1.3956912	500.0	0.19785798	0.14366996	0.8950686	0.050305903	1040000	-5.4103136e-08	0.003668521	0.02362556	-0.00079037645	0.7691162	0.036611345	0.2856	1.0	1015.8800659179688
208	1.8070269	0.122031495	1.9796934	1.6055157	500.0	0.17606956	0.12856129	0.80626917	0.0390551	1045000	-2.5425852e-08	0.0031703038	0.022235014	-0.00065993867	0.7690258	0.040901612	0.3234	1.0	1020.6283531188965
209	1.794179	0.10035176	1.9895424	1.6493862	500.0	0.19858453	0.13324822	0.8361303	0.053811528	1050000	-2.3376941e-08	0.0026252423	0.02150805	-0.00014477479	0.76891834	0.04808241	0.3066	1.0	1025.2361013889313
210	1.7227741	0.21435422	2.043377	1.3124787	500.0	0.19047666	0.13444412	0.8706446	0.046039835	1055000	3.4034253e-09	0.0034914908	0.016287955	-0.00044732005	0.7688118	0.038440764	0.2452	1.0	1029.9125034809113
211	1.7811025	0.2348125	2.337949	1.4902424	500.0	0.17784405	0.12852645	0.87439483	0.042752206	1060000	-1.2393892e-07	0.003765213	0.0053302525	-0.00025928114	0.76869273	0.015259436	0.1352	1.0	1034.7063624858856
212	1.6456178	0.13125569	1.9106568	1.4531165	500.0	0.19071089	0.12642151	0.8646477	0.052761555	1065000	-4.9591065e-09	0.0029547676	0.0080677485	-0.00061519	0.76859635	0.023354717	0.2118	1.0	1039.4271039962769
213	1.705682	0.089017674	1.8389492	1.565028	500.0	0.1701647	0.122731626	0.81637293	0.03754557	1070000	4.5987964e-08	0.0023647794	0.016826745	-0.00023279223	0.7684898	0.036018025	0.31	1.0	1044.0471622943878
214	1.7287655	0.11235381	1.8886259	1.5730126	500.0	0.17771177	0.12664603	0.84367275	0.04326193	1075000	3.093183e-08	0.002675559	0.006973249	-0.00021476974	0.7683747	0.0190745	0.1844	1.0	1048.6802914142609
215	1.6370685	0.18041544	1.84766	1.3347114	500.0	0.18667893	0.12587743	0.84477997	0.053561702	1080000	7.394552e-08	0.0031178726	0.010057754	-0.00027945777	0.7682658	0.037689757	0.219	1.0	1053.3166303634644
216	1.7765528	0.19725592	2.2292514	1.4839041	500.0	0.1795359	0.12093928	0.77598166	0.046553485	1085000	9.988546e-08	0.0035522426	0.010598541	0.0004586517	0.7681468	0.028257523	0.2052	1.0	1057.992338180542
217	1.7625549	0.16832648	2.0222335	1.4319168	500.0	0.20309028	0.12342955	0.8500173	0.06449509	1090000	6.7204238e-09	0.0036453328	0.014598918	-0.00075880205	0.768035	0.049040947	0.288	1.0	1062.5670199394226
218	1.7524137	0.14788282	2.0365205	1.5580323	500.0	0.1943743	0.12748148	0.8365791	0.06069888	1095000	2.1648408e-08	0.0029947786	0.0129281245	-0.00043430715	0.76792794	0.022637058	0.2112	1.0	1067.195209980011
219	1.6805265	0.12177484	1.823965	1.41771	500.0	0.18408346	0.13357908	0.86972135	0.04177078	1100000	-2.3847818e-08	0.0028922458	0.009290773	-0.00033042603	0.7678163	0.025757233	0.212	1.0	1071.9318194389343
220	1.7623022	0.14790602	2.0551405	1.507643	500.0	0.18078901	0.12159548	0.82050097	0.04368686	1105000	1.642704e-08	0.0026445256	0.014322446	-0.0001986674	0.7676975	0.028113052	0.2142	1.0	1076.6294975280762
221	1.8762989	0.12564014	2.0597527	1.700758	500.0	0.17882775	0.130135	0.8464201	0.043599486	1110000	-9.0396405e-08	0.0033124276	0.011290198	-0.0009823588	0.7675844	0.026220141	0.2206	1.0	1081.2691249847412
222	1.8461888	0.15972394	2.0781991	1.5362033	500.0	0.20835602	0.13651273	0.86304647	0.06425829	1115000	2.6607513e-08	0.0026277655	0.0086657815	-0.00040577352	0.76747006	0.03144694	0.271	1.0	1085.8994143009186
223	1.7829468	0.14611574	2.0395975	1.5888361	500.0	0.19561484	0.13694479	0.8943787	0.047520965	1120000	-1.2457371e-08	0.0026214127	0.013798685	-0.00014215475	0.7673309	0.033596877	0.2324	1.0	1090.6984107494354
224	1.8575399	0.10028727	2.0743384	1.7353637	500.0	0.19154747	0.13376626	0.8600971	0.042733848	1125000	-6.522834e-08	0.0023301484	0.019522753	-0.00018518814	0.7672136	0.03589151	0.2996	1.0	1095.3607296943665
225	1.844451	0.12980613	2.1076863	1.6900704	500.0	0.1964853	0.14311852	0.9005652	0.035300016	1130000	-6.468296e-08	0.0028551498	0.016548574	-9.840005e-05	0.7670964	0.024420198	0.237	1.0	1100.040589094162
226	2.0008123	0.088420615	2.1620288	1.8023987	500.0	0.19513781	0.14642432	0.9082082	0.03362698	1135000	2.5749207e-09	0.00338157	0.038548052	-0.00090342085	0.7669601	0.088822804	0.368	1.0	1104.7318425178528
227	2.015243	0.11221177	2.1852276	1.8229283	500.0	0.21377473	0.16049059	0.9182301	0.043396734	1140000	-5.530417e-08	0.0029213226	0.05670231	-0.00026350725	0.7668377	0.12883885	0.471	1.0	1109.4005143642426
228	2.0176702	0.117136136	2.2406702	1.8692261	500.0	0.21955673	0.15594904	0.94929546	0.054622002	1145000	-1.1008978e-08	0.00341457	0.08231867	-0.00040909857	0.7667145	0.15204671	0.5342	1.0	1114.0578982830048
