Date,SPY,TLT,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2002-12-31,61.902259826660156,47.495521545410156,13.297947883605957,14.345314025878906,12.272683143615723,14.462504386901855,11.496809959411621,12.734230995178223,10.058234214782715,19.687711715698242,18.28463363647461
2003-01-02,63.89480972290039,46.26751708984375,13.646485328674316,14.647255897521973,12.718965530395508,14.834775924682617,12.118258476257324,12.976912498474121,10.294588088989258,20.221620559692383,18.972984313964844
2003-01-03,64.09125518798828,46.3747444152832,13.572757720947266,14.62155818939209,12.707807540893555,14.883943557739258,12.164868354797363,12.964136123657227,10.399632453918457,20.429243087768555,18.537824630737305
2003-01-06,65.2208480834961,46.25143814086914,13.83415412902832,14.743621826171875,13.13735294342041,15.017395973205566,12.700867652893066,13.059937477111816,10.867088317871094,20.651708602905273,18.878042221069336
2003-01-07,65.05943298339844,46.41763687133789,13.787239074707031,14.26180362701416,12.9923095703125,14.933116912841797,12.83292293548584,12.94498062133789,10.6307373046875,20.355100631713867,18.77518081665039
2003-01-08,64.11931610107422,46.648231506347656,13.432000160217285,14.126888275146484,12.85843276977539,14.750487327575684,12.413446426391602,12.868350982666016,10.704269409179688,20.19937515258789,18.601119995117188
2003-01-09,65.1155776977539,45.75270462036133,13.639784812927246,14.306767463684082,13.115036964416504,14.940134048461914,12.778549194335938,12.996070861816406,10.651745796203613,20.407005310058594,19.115400314331055
2003-01-10,65.291015625,45.87070083618164,13.787239074707031,14.191134452819824,13.109458923339844,14.9120454788208,12.848461151123047,13.03438949584961,10.651745796203613,20.39958953857422,19.162864685058594
2003-01-13,65.26994323730469,45.945762634277344,13.726910591125488,14.139742851257324,13.14850902557373,14.883943557739258,12.778549194335938,13.066320419311523,10.425899505615234,20.414413452148438,19.2578182220459
2003-01-14,65.48040008544922,46.10661697387695,13.7939453125,14.197559356689453,13.248924255371094,14.9120454788208,12.957218170166016,13.104637145996094,10.446904182434082,20.39958953857422,19.28154945373535
2003-01-15,64.82792663574219,46.33189010620117,13.56605339050293,14.242533683776855,13.053672790527344,14.701318740844727,12.700867652893066,12.976912498474121,10.415393829345703,20.169713973999023,19.052101135253906
2003-01-16,64.56134033203125,46.39619827270508,13.639784812927246,14.383865356445312,12.925375938415527,14.617032051086426,12.428979873657227,13.168498039245605,10.399632453918457,20.110387802124023,18.980886459350586
2003-01-17,63.60715103149414,46.62677764892578,13.532539367675781,14.274656295776367,12.886324882507324,14.511667251586914,11.823070526123047,13.09187126159668,10.352361679077148,20.095561981201172,18.79100227355957
2003-01-21,62.61787414550781,46.894927978515625,13.237625122070312,13.94058895111084,12.674345016479492,14.153446197509766,11.74538803100586,12.996070861816406,10.137015342712402,19.947254180908203,18.260900497436523
2003-01-22,61.86016082763672,47.12550735473633,13.076763153076172,13.902046203613281,12.47351360321045,13.886530876159668,11.667706489562988,12.84280776977539,10.047725677490234,19.895343780517578,17.999807357788086
2003-01-23,62.239017486572266,46.894927978515625,13.271134376525879,13.94058895111084,12.663179397583008,14.139391899108887,11.869678497314453,12.753395080566406,10.231559753417969,19.954666137695312,18.41914939880371
2003-01-24,60.60429000854492,47.173763275146484,12.976226806640625,13.696474075317383,12.177851676940918,13.703904151916504,11.403596878051758,12.472395896911621,9.96894359588623,19.517160415649414,17.904855728149414
2003-01-27,59.7763786315918,47.00217056274414,12.574069023132324,13.266046524047852,11.993762016296387,13.598543167114258,11.279302597045898,12.306354522705078,9.585521697998047,19.087072372436523,17.620031356811523
2003-01-28,60.21843338012695,47.00217056274414,12.681310653686523,13.49089241027832,12.166695594787598,13.68283462524414,11.43466854095459,12.344675064086914,9.874399185180664,19.41333770751953,17.881128311157227
2003-01-29,60.674461364746094,46.7447624206543,12.78184700012207,13.927738189697266,12.189009666442871,13.696881294250488,11.597795486450195,12.21056079864502,9.869148254394531,19.598735809326172,18.039365768432617
2003-01-30,59.23619079589844,47.09333801269531,12.500336647033691,13.70931625366211,11.882190704345703,13.458069801330566,11.240461349487305,11.987040519714355,9.711578369140625,19.235387802124023,17.525083541870117
2003-01-31,60.379791259765625,47.2220344543457,12.634391784667969,13.985557556152344,12.116491317749023,13.68283462524414,11.22492504119873,12.299969673156738,9.821878433227539,19.620967864990234,17.6754150390625
2003-02-03,60.499046325683594,47.29092788696289,12.667906761169434,14.094766616821289,12.14438247680664,13.802236557006836,11.325908660888672,12.344675064086914,9.853386878967285,19.539405822753906,17.73870849609375
2003-02-04,59.90269088745117,47.500789642333984,12.61428451538086,14.191134452819824,11.854299545288086,13.68283462524414,11.13170337677002,12.351057052612305,9.80611801147461,19.309526443481445,17.3747615814209
2003-02-05,59.530845642089844,47.09178161621094,12.580770492553711,14.088354110717773,11.742727279663086,13.696881294250488,11.09286880493164,12.261648178100586,9.659055709838867,19.16864013671875,17.327289581298828
2003-02-06,59.25019836425781,47.473846435546875,12.433306694030762,14.030529022216797,11.603264808654785,13.584493637084961,11.030719757080078,12.165861129760742,9.569761276245117,19.131561279296875,17.263994216918945
2003-02-07,58.52756881713867,47.58149719238281,12.372989654541016,13.902046203613281,11.525168418884277,13.451037406921387,10.906432151794434,12.082839965820312,9.401692390441895,19.09449005126953,17.129486083984375
2003-02-10,58.94151306152344,47.24785614013672,12.433306694030762,14.08191967010498,11.603264808654785,13.465087890625,11.022953033447266,12.165861129760742,9.43320083618164,19.235387802124023,17.13740348815918
2003-02-11,58.5345573425293,47.237083435058594,12.292558670043945,13.991985321044922,11.441492080688477,13.324602127075195,10.984111785888672,11.935951232910156,9.275633811950684,19.01291847229004,17.200695037841797
2003-02-12,57.6014518737793,47.40387725830078,12.2657470703125,13.747864723205566,11.296451568603516,13.212230682373047,10.836518287658691,11.935951232910156,8.955242156982422,18.79787826538086,17.05828285217285
2003-02-13,57.77684783935547,47.662227630615234,12.299262046813965,13.683615684509277,11.380127906799316,13.043646812438965,10.867591857910156,11.948724746704102,9.081299781799316,18.575414657592773,16.84465980529785
2003-02-14,59.03973388671875,47.253238677978516,12.3059663772583,13.792835235595703,11.636736869812012,13.345677375793457,11.20938777923584,12.165861129760742,9.233616828918457,18.775625228881836,17.20861053466797
2003-02-18,60.07808303833008,47.31242752075195,12.580770492553711,14.017683982849121,11.820826530456543,13.493181228637695,11.574484825134277,12.248876571655273,9.333407402038574,19.235387802124023,17.683324813842773
2003-02-19,59.76237106323242,47.635292053222656,12.466832160949707,14.004827499389648,11.79293441772461,13.556406021118164,11.496809959411621,12.153084754943848,9.338663101196289,19.14640235900879,17.43805694580078
2003-02-20,59.165977478027344,47.796749114990234,12.339478492736816,13.972708702087402,11.681364059448242,13.486159324645996,11.318140983581543,12.03174114227295,9.333407402038574,18.931354522705078,17.27190399169922
2003-02-21,59.76237106323242,47.51690673828125,12.540555953979492,14.281070709228516,11.854299545288086,13.696881294250488,11.457969665527344,12.101991653442383,9.45421314239502,19.1241512298584,17.533000946044922
2003-02-24,58.794151306152344,47.74293518066406,12.2322359085083,14.403141021728516,11.54190444946289,13.240320205688477,11.263763427734375,11.935951232910156,9.391183853149414,18.872020721435547,17.042455673217773
2003-02-25,59.264244079589844,47.96357727050781,12.20542049407959,14.326045036315918,11.653472900390625,13.451037406921387,11.29483699798584,12.025358200073242,9.45421314239502,18.998088836669922,17.390581130981445
2003-02-26,58.4012451171875,48.2972297668457,12.259048461914062,14.364590644836426,11.519588470458984,13.345677375793457,10.999650955200195,11.961493492126465,9.291393280029297,18.894262313842773,17.153221130371094
2003-02-27,59.17304229736328,48.37792205810547,12.272452354431152,14.281070709228516,11.686949729919434,13.43698787689209,11.108402252197266,11.97426700592041,9.307146072387695,19.131561279296875,17.390581130981445
2003-02-28,59.5659294128418,48.684669494628906,12.299262046813965,14.396710395812988,11.742727279663086,13.472112655639648,11.279302597045898,11.923175811767578,9.296645164489746,19.183469772338867,17.596288681030273
2003-03-03,58.99761962890625,48.744075775146484,12.252340316772461,14.448105812072754,11.614424705505371,13.415922164916992,11.085098266601562,11.827387809753418,9.359670639038086,19.087072372436523,17.327289581298828
2003-03-04,58.057491302490234,48.776512145996094,11.957427024841309,14.377434730529785,11.44706916809082,13.170077323913574,10.960809707641602,11.725199699401855,9.301894187927246,18.87944221496582,16.84465980529785
2003-03-05,58.54859161376953,48.93851089477539,12.004349708557129,14.505922317504883,11.608846664428711,13.275435447692871,11.069559097290039,11.635794639587402,9.39643669128418,19.05742073059082,17.05828285217285
2003-03-06,58.057491302490234,48.74949645996094,11.79656982421875,14.518771171569824,11.44706916809082,13.177104949951172,10.929737091064453,11.559157371520996,9.39643669128418,19.09449005126953,16.860471725463867
2003-03-07,58.45738983154297,48.916954040527344,11.863594055175781,14.518771171569824,11.54748249053955,13.226269721984863,10.875359535217285,11.57193374633789,9.42795181274414,19.27987289428711,17.113662719726562
2003-03-10,57.054203033447266,49.17079544067383,11.635705947875977,14.37100887298584,11.129095077514648,12.889119148254395,10.650087356567383,11.380341529846191,9.207355499267578,18.953596115112305,16.710145950317383
2003-03-11,56.4929084777832,49.08438491821289,11.54857063293457,14.22967529296875,10.9450044631958,12.650300979614258,10.595706939697266,11.495298385620117,9.191596031188965,18.70147705078125,16.567729949951172
2003-03-12,56.87177658081055,49.26264572143555,11.561976432800293,14.004827499389648,10.961740493774414,12.797804832458496,10.7355318069458,11.58470630645752,9.207355499267578,18.76079750061035,16.536075592041016
2003-03-13,58.83625030517578,48.35515213012695,12.078081130981445,14.062650680541992,11.43033218383789,13.170077323913574,11.310378074645996,11.840158462524414,9.370172500610352,19.027746200561523,17.414308547973633
2003-03-14,59.02566909790039,48.59285354614258,12.145099639892578,14.004827499389648,11.480541229248047,13.380800247192383,11.349214553833008,11.82099723815918,9.406940460205078,18.872020721435547,17.44596290588379
2003-03-17,60.88492202758789,48.009422302246094,12.553961753845215,14.184708595275879,11.831984519958496,13.76009750366211,11.869678497314453,12.159470558166504,9.617034912109375,19.405933380126953,18.28463363647461
2003-03-18,61.24277877807617,47.555747985839844,12.801952362060547,14.454526901245117,11.89892578125,13.94272232055664,11.924054145812988,12.07006549835205,9.727336883544922,19.613557815551758,18.165950775146484
2003-03-19,61.71282196044922,47.20460891723633,12.755035400390625,14.47380542755127,12.071861267089844,14.027009963989258,11.900752067565918,12.274422645568848,9.674810409545898,19.836017608642578,18.514089584350586
2003-03-20,61.84614944458008,47.12900161743164,12.775145530700684,14.615139961242676,12.088601112365723,14.01998233795166,11.88521671295166,12.248876571655273,9.785114288330078,19.81377410888672,18.65650177001953
2003-03-21,63.16621780395508,46.48080825805664,13.237031936645508,14.453039169311523,12.395112991333008,14.510726928710938,12.063882827758789,12.515366554260254,9.948081970214844,20.32830047607422,19.23808479309082
2003-03-24,61.0670280456543,47.21541213989258,12.718588829040527,14.239922523498535,11.963635444641113,13.996015548706055,11.574484825134277,12.181447982788086,9.703892707824707,19.755779266357422,18.358583450317383
2003-03-25,61.65170669555664,47.161434173583984,12.732050895690918,14.369091033935547,12.053290367126465,14.02421760559082,11.737617492675781,12.187875747680664,9.836601257324219,20.14985466003418,18.62796974182129
2003-03-26,61.34174728393555,47.25865173339844,12.69839096069336,14.401372909545898,11.997259140014648,14.02421760559082,11.69877815246582,12.142923355102539,9.751667022705078,19.99371337890625,18.65174674987793
2003-03-27,61.391075134277344,47.29106521606445,12.550268173217773,14.51762580871582,11.924409866333008,13.988962173461914,11.566720962524414,12.168609619140625,9.799444198608398,20.068069458007812,18.580440521240234
