Date,SPY
2014-07-11,163.51165771484375
2014-07-14,164.3350372314453
2014-07-15,164.02734375
2014-07-16,164.6344451904297
2014-07-17,162.7632293701172
2014-07-18,164.4265594482422
2014-07-21,164.11886596679688
2014-07-22,164.83401489257812
2014-07-23,165.19996643066406
2014-07-24,165.2082977294922
2014-07-25,164.43484497070312
2014-07-28,164.50143432617188
2014-07-29,163.7944793701172
2014-07-30,163.81939697265625
2014-07-31,160.5842742919922
2014-08-01,160.0935821533203
2014-08-04,161.24964904785156
2014-08-05,159.6860809326172
2014-08-06,159.7360076904297
2014-08-07,158.87109375
2014-08-08,160.70904541015625
2014-08-11,161.17471313476562
2014-08-12,160.9502410888672
2014-08-13,162.03968811035156
2014-08-14,162.8048095703125
2014-08-15,162.77151489257812
2014-08-18,164.135498046875
2014-08-19,164.99203491210938
2014-08-20,165.43284606933594
2014-08-21,165.9152069091797
2014-08-22,165.6573944091797
2014-08-25,166.4973907470703
2014-08-26,166.60549926757812
2014-08-27,166.5389404296875
2014-08-28,166.44747924804688
2014-08-29,166.92153930664062
2014-09-02,166.83834838867188
2014-09-03,166.74685668945312
2014-09-04,166.50563049316406
2014-09-05,167.2541961669922
2014-09-08,166.82168579101562
2014-09-09,165.76548767089844
2014-09-10,166.3892364501953
2014-09-11,166.58053588867188
2014-09-12,165.6074981689453
2014-09-15,165.4827423095703
2014-09-16,166.73019409179688
2014-09-17,166.9547882080078
2014-09-18,167.8446502685547
2014-09-19,167.69337463378906
2014-09-22,166.3983612060547
2014-09-23,165.4457550048828
2014-09-24,166.74090576171875
2014-09-25,164.05044555664062
2014-09-26,165.35382080078125
2014-09-29,165.05308532714844
2014-09-30,164.6186065673828
2014-10-01,162.3877716064453
2014-10-02,162.4127960205078
2014-10-03,164.20086669921875
2014-10-06,164.0086669921875
2014-10-07,161.47695922851562
2014-10-08,164.30105590820312
2014-10-09,161.04249572753906
2014-10-10,159.20431518554688
2014-10-13,156.5890350341797
2014-10-14,156.8313446044922
2014-10-15,155.7702178955078
2014-10-16,155.63653564453125
2014-10-17,157.4747772216797
2014-10-20,159.0037841796875
2014-10-21,162.15371704101562
2014-10-22,161.000732421875
2014-10-23,162.8722686767578
2014-10-24,164.12570190429688
2014-10-27,163.9000701904297
2014-10-28,165.78005981445312
2014-10-29,165.52938842773438
2014-10-30,166.5904998779297
2014-10-31,168.49551391601562
2014-11-03,168.5874481201172
2014-11-04,168.00253295898438
2014-11-05,169.06370544433594
2014-11-06,169.740478515625
2014-11-07,169.89930725097656
2014-11-10,170.43397521972656
2014-11-11,170.6011505126953
2014-11-12,170.4172821044922
2014-11-13,170.60946655273438
2014-11-14,170.65121459960938
2014-11-17,170.75985717773438
2014-11-18,171.7458038330078
2014-11-19,171.47007751464844
2014-11-20,171.77084350585938
2014-11-21,172.6899871826172
2014-11-24,173.174560546875
2014-11-25,173.0492706298828
2014-11-26,173.49208068847656
2014-11-28,173.12448120117188
2014-12-01,171.92129516601562
2014-12-02,173.0325927734375
2014-12-03,173.700927734375
2014-12-04,173.5087890625
2014-12-05,173.79286193847656
2014-12-08,172.63143920898438
2014-12-09,172.5144805908203
2014-12-10,169.7488555908203
2014-12-11,170.60946655273438
2014-12-12,167.85215759277344
2014-12-15,166.69906616210938
2014-12-16,165.36227416992188
2014-12-17,168.6041259765625
2014-12-18,172.77354431152344
2014-12-19,173.5086669921875
2014-12-22,174.30685424804688
2014-12-23,174.54205322265625
2014-12-24,174.5588836669922
2014-12-26,175.1217498779297
2014-12-29,175.3570098876953
2014-12-30,174.4160614013672
2014-12-31,172.68528747558594
2015-01-02,172.59288024902344
2015-01-05,169.47592163085938
2015-01-06,167.87962341308594
2015-01-07,169.97157287597656
2015-01-08,172.98776245117188
2015-01-09,171.6015167236328
2015-01-12,170.2572479248047
2015-01-13,169.77838134765625
2015-01-14,168.7533721923828
2015-01-15,167.2074737548828
2015-01-16,169.4003448486328
2015-01-20,169.7615509033203
2015-01-21,170.61849975585938
2015-01-22,173.15579223632812
2015-01-23,172.20643615722656
2015-01-26,172.60968017578125
2015-01-27,170.33290100097656
2015-01-28,168.1484832763672
2015-01-29,169.7027587890625
2015-01-30,167.5687255859375
2015-02-02,169.6439208984375
2015-02-03,172.09718322753906
2015-02-04,171.4418487548828
2015-02-05,173.17257690429688
2015-02-06,172.69366455078125
2015-02-09,171.92074584960938
2015-02-10,173.75230407714844
2015-02-11,173.85311889648438
2015-02-12,175.5250244140625
2015-02-13,176.24757385253906
2015-02-17,176.5247802734375
2015-02-18,176.54165649414062
2015-02-19,176.41555786132812
2015-02-20,177.4741973876953
2015-02-23,177.44895935058594
2015-02-24,177.9530487060547
2015-02-25,177.80189514160156
2015-02-26,177.59181213378906
2015-02-27,176.9868927001953
2015-03-02,178.10433959960938
2015-03-03,177.3733367919922
2015-03-04,176.62557983398438
2015-03-05,176.81887817382812
2015-03-06,174.33201599121094
2015-03-09,175.05453491210938
2015-03-10,172.21478271484375
2015-03-11,171.8115234375
2015-03-12,173.9959716796875
2015-03-13,172.92892456054688
2015-03-16,175.23936462402344
2015-03-17,174.71847534179688
2015-03-18,176.81887817382812
2015-03-19,176.0122833251953
2015-03-20,177.56591796875
2015-03-23,177.2198944091797
2015-03-24,176.22413635253906
2015-03-25,173.6417694091797
2015-03-26,173.22825622558594
2015-03-27,173.62490844726562
2015-03-30,175.74305725097656
2015-03-31,174.20716857910156
2015-04-01,173.5911407470703
2015-04-02,174.21560668945312
2015-04-06,175.38865661621094
2015-04-07,174.92449951171875
2015-04-08,175.51522827148438
2015-04-09,176.2916259765625
2015-04-10,177.25372314453125
2015-04-13,176.45199584960938
2015-04-14,176.78958129882812
2015-04-15,177.58282470703125
2015-04-16,177.5321502685547
2015-04-17,175.48989868164062
2015-04-20,177.0933837890625
2015-04-21,176.8823699951172
2015-04-22,177.75164794921875
2015-04-23,178.1988525390625
2015-04-24,178.61239624023438
2015-04-27,177.86978149414062
2015-04-28,178.43521118164062
2015-04-29,177.70101928710938
2015-04-30,175.9203338623047
2015-05-01,177.8275604248047
2015-05-04,178.33387756347656
2015-05-05,176.2916259765625
2015-05-06,175.56591796875
2015-05-07,176.2663116455078
2015-05-08,178.58700561523438
2015-05-11,177.73471069335938
2015-05-12,177.20303344726562
2015-05-13,177.23681640625
2015-05-14,179.08497619628906
2015-05-15,179.2790985107422
2015-05-18,179.8360595703125
2015-05-19,179.77696228027344
2015-05-20,179.65042114257812
2015-05-21,180.17361450195312
2015-05-22,179.74319458007812
2015-05-26,177.81069946289062
2015-05-27,179.49850463867188
2015-05-28,179.2959747314453
2015-05-29,178.18199157714844
2015-06-01,178.544921875
2015-06-02,178.36764526367188
2015-06-03,178.84024047851562
2015-06-04,177.32969665527344
2015-06-05,177.0258026123047
2015-06-08,175.93719482421875
2015-06-09,175.91188049316406
2015-06-10,178.0216522216797
2015-06-11,178.59555053710938
2015-06-12,177.2283172607422
2015-06-15,176.46884155273438
2015-06-16,177.43093872070312
2015-06-17,177.71783447265625
2015-06-18,179.56600952148438
2015-06-19,178.76889038085938
2015-06-22,179.6846923828125
2015-06-23,179.8119354248047
2015-06-24,178.50595092773438
2015-06-25,177.96327209472656
2015-06-26,177.9293670654297
2015-06-29,174.1980743408203
2015-06-30,174.56277465820312
2015-07-01,175.96197509765625
2015-07-02,175.80081176757812
2015-07-06,175.30050659179688
2015-07-07,176.40292358398438
2015-07-08,173.4434051513672
2015-07-09,173.75711059570312
2015-07-10,175.94500732421875
2015-07-13,177.88694763183594
2015-07-14,178.6586151123047
2015-07-15,178.5992431640625
2015-07-16,180.0324249267578
2015-07-17,180.18504333496094
2015-07-20,180.27830505371094
2015-07-21,179.56600952148438
2015-07-22,179.2436981201172
2015-07-23,178.234619140625
2015-07-24,176.38592529296875
2015-07-27,175.35987854003906
2015-07-28,177.5137939453125
2015-07-29,178.73500061035156
2015-07-30,178.77735900878906
2015-07-31,178.50595092773438
2015-08-03,177.9038848876953
2015-08-04,177.55621337890625
2015-08-05,178.14138793945312
2015-08-06,176.68280029296875
2015-08-07,176.3435821533203
2015-08-10,178.56533813476562
2015-08-11,176.95411682128906
2015-08-12,177.16610717773438
2015-08-13,176.94561767578125
2015-08-14,177.59014892578125
2015-08-17,178.58229064941406
2015-08-18,178.06500244140625
2015-08-19,176.6573028564453
2015-08-20,172.9684600830078
2015-08-21,167.76170349121094
2015-08-24,160.69773864746094
2015-08-25,158.80670166015625
2015-08-26,164.90399169921875
2015-08-27,168.9828338623047
2015-08-28,168.99134826660156
2015-08-31,167.6260223388672
2015-09-01,162.62281799316406
2015-09-02,165.70953369140625
2015-09-03,165.8282470703125
2015-09-04,163.3181610107422
2015-09-08,167.42251586914062
2015-09-09,165.18374633789062
2015-09-10,166.08265686035156
2015-09-11,166.83737182617188
2015-09-14,166.21832275390625
2015-09-15,168.2959747314453
2015-09-16,169.75453186035156
2015-09-17,169.3729705810547
2015-09-18,166.60511779785156
2015-09-21,167.46604919433594
2015-09-22,165.29238891601562
2015-09-23,165.02813720703125
2015-09-24,164.4314422607422
2015-09-25,164.38880920410156
2015-09-28,160.26307678222656
2015-09-29,160.35690307617188
2015-09-30,163.34890747070312
2015-10-01,163.7751007080078
2015-10-02,166.22154235839844
2015-10-05,169.17947387695312
2015-10-06,168.59976196289062
2015-10-07,169.9806671142578
2015-10-08,171.51507568359375
2015-10-09,171.6173095703125
2015-10-12,171.77931213378906
2015-10-13,170.69674682617188
2015-10-14,169.87840270996094
2015-10-15,172.48681640625
2015-10-16,173.27102661132812
2015-10-19,173.3562469482422
2015-10-20,173.1345977783203
2015-10-21,172.06060791015625
2015-10-22,174.96734619140625
2015-10-23,176.8852996826172
2015-10-26,176.45053100585938
2015-10-27,176.10955810546875
2015-10-28,178.1127471923828
2015-10-29,178.0104522705078
2015-10-30,177.2432403564453
2015-11-02,179.3402099609375
2015-11-03,179.8602294921875
2015-11-04,179.31466674804688
2015-11-05,179.1356658935547
2015-11-06,179.04188537597656
2015-11-09,177.37112426757812
2015-11-10,177.7803192138672
2015-11-11,177.08131408691406
2015-11-12,174.60931396484375
2015-11-13,172.64874267578125
2015-11-16,175.274169921875
2015-11-17,175.1463623046875
2015-11-18,177.92523193359375
2015-11-19,177.77178955078125
2015-11-20,178.4196014404297
2015-11-23,178.2150115966797
2015-11-24,178.4536895751953
2015-11-25,178.42813110351562
2015-11-27,178.63272094726562
2015-11-30,177.89114379882812
2015-12-01,179.58741760253906
2015-12-02,177.75474548339844
2015-12-03,175.2656707763672
2015-12-04,178.68385314941406
2015-12-07,177.60125732421875
2015-12-08,176.4079132080078
2015-12-09,175.03553771972656
2015-12-10,175.48731994628906
2015-12-11,172.0861358642578
2015-12-14,172.9556121826172
2015-12-15,174.7712860107422
2015-12-16,177.32852172851562
2015-12-17,174.6263885498047
2015-12-18,171.51539611816406
2015-12-21,172.93026733398438
2015-12-22,174.4994354248047
2015-12-23,176.6603240966797
2015-12-24,176.36880493164062
2015-12-28,175.96578979492188
2015-12-29,177.84364318847656
2015-12-30,176.5831756591797
2015-12-31,174.81674194335938
2016-01-04,172.3728790283203
2016-01-05,172.66445922851562
2016-01-06,170.48646545410156
2016-01-07,166.3961639404297
2016-01-08,164.56968688964844
2016-01-11,164.73263549804688
2016-01-12,166.061767578125
2016-01-13,161.9200439453125
2016-01-14,164.57827758789062
2016-01-15,161.04542541503906
2016-01-19,161.259765625
2016-01-20,159.19326782226562
2016-01-21,160.08506774902344
2016-01-22,163.3691864013672
2016-01-25,160.89967346191406
2016-01-26,163.09486389160156
2016-01-27,161.31982421875
2016-01-28,162.16012573242188
2016-01-29,166.11318969726562
2016-02-01,166.05316162109375
2016-02-02,163.06051635742188
2016-02-03,164.03807067871094
2016-02-04,164.29531860351562
2016-02-05,161.1654815673828
2016-02-08,158.9960174560547
2016-02-09,159.0045623779297
2016-02-10,158.86741638183594
2016-02-11,156.80088806152344
2016-02-12,160.03359985351562
2016-02-16,162.7346649169922
2016-02-17,165.3928985595703
2016-02-18,164.71543884277344
2016-02-19,164.6383056640625
2016-02-22,167.02210998535156
2016-02-23,164.91273498535156
2016-02-24,165.66726684570312
2016-02-25,167.673828125
2016-02-26,167.28794860839844
2016-02-29,165.9759979248047
2016-03-01,169.87754821777344
2016-03-02,170.6407470703125
2016-03-03,171.3096160888672
2016-03-04,171.866943359375
2016-03-07,172.00413513183594
2016-03-08,170.12628173828125
2016-03-09,170.9665985107422
2016-03-10,171.10379028320312
2016-03-11,173.8649139404297
2016-03-14,173.64195251464844
2016-03-15,173.3590087890625
2016-03-16,174.3622283935547
2016-03-17,175.46839904785156
2016-03-18,176.15798950195312
2016-03-21,176.40789794921875
2016-03-22,176.31312561035156
2016-03-23,175.14952087402344
2016-03-24,175.07192993164062
2016-03-28,175.1753387451172
2016-03-29,176.79574584960938
2016-03-30,177.5714874267578
2016-03-31,177.1405487060547
2016-04-01,178.34722900390625
2016-04-04,177.7696990966797
2016-04-05,175.99423217773438
2016-04-06,177.91627502441406
2016-04-07,175.787353515625
2016-04-08,176.26136779785156
2016-04-11,175.84767150878906
2016-04-12,177.48532104492188
2016-04-13,179.278076171875
2016-04-14,179.28671264648438
2016-04-15,179.08843994140625
2016-04-18,180.34686279296875
2016-04-19,180.91571044921875
2016-04-20,181.088134765625
2016-04-21,180.11410522460938
2016-04-22,180.11410522460938
2016-04-25,179.80381774902344
2016-04-26,180.07102966308594
2016-04-27,180.441650390625
2016-04-28,178.80398559570312
2016-04-29,177.83876037597656
2016-05-02,179.2522430419922
2016-05-03,177.69212341308594
2016-05-04,176.70095825195312
2016-05-05,176.66647338867188
2016-05-06,177.3129119873047
2016-05-09,177.45941162109375
2016-05-10,179.6659393310547
2016-05-11,177.9852294921875
2016-05-12,178.03697204589844
2016-05-13,176.48545837402344
2016-05-16,178.22650146484375
2016-05-17,176.5630340576172
2016-05-18,176.61476135253906
2016-05-19,176.00282287597656
2016-05-20,177.11471557617188
2016-05-23,176.8733673095703
2016-05-24,179.1660614013672
2016-05-25,180.3813018798828
2016-05-26,180.43301391601562
2016-05-27,181.20875549316406
2016-05-31,180.86399841308594
2016-06-01,181.234619140625
2016-06-02,181.7862548828125
2016-06-03,181.24322509765625
2016-06-06,182.16546630859375
2016-06-07,182.4499053955078
2016-06-08,183.0446319580078
2016-06-09,182.79470825195312
2016-06-10,181.062255859375
2016-06-13,179.6659393310547
2016-06-14,179.3125457763672
2016-06-15,179.06260681152344
2016-06-16,179.59698486328125
2016-06-17,178.92816162109375
2016-06-20,180.08042907714844
2016-06-21,180.59164428710938
2016-06-22,180.29708862304688
2016-06-23,182.64495849609375
2016-06-24,176.08636474609375
2016-06-27,172.93272399902344
2016-06-28,176.0517120361328
2016-06-29,179.0494384765625
2016-06-30,181.49267578125
2016-07-01,181.87387084960938
2016-07-05,180.5655975341797
2016-07-06,181.6486053466797
2016-07-07,181.53599548339844
2016-07-08,184.2391357421875
2016-07-11,184.888916015625
2016-07-12,186.23184204101562
2016-07-13,186.2058563232422
2016-07-14,187.24551391601562
2016-07-15,186.99427795410156
2016-07-18,187.49681091308594
2016-07-19,187.30616760253906
2016-07-20,188.08592224121094
2016-07-21,187.37547302246094
2016-07-22,188.21595764160156
2016-07-25,187.7047119140625
2016-07-26,187.7913818359375
2016-07-27,187.59207153320312
2016-07-28,187.8086700439453
2016-07-29,188.11196899414062
2016-08-01,187.95599365234375
2016-08-02,186.75167846679688
2016-08-03,187.29750061035156
2016-08-04,187.49681091308594
2016-08-05,189.0302734375
2016-08-08,188.91770935058594
2016-08-09,189.0302734375
2016-08-10,188.56248474121094
2016-08-11,189.4375
2016-08-12,189.2728729248047
2016-08-15,189.8186798095703
2016-08-16,188.83970642089844
2016-08-17,189.19493103027344
2016-08-18,189.61944580078125
2016-08-19,189.3422088623047
2016-08-22,189.33355712890625
2016-08-23,189.7147674560547
2016-08-24,188.7444305419922
2016-08-25,188.6144561767578
2016-08-26,188.2592315673828
2016-08-29,189.186279296875
2016-08-30,188.8743438720703
2016-08-31,188.3372039794922
2016-09-01,188.34584045410156
2016-09-02,189.19493103027344
2016-09-06,189.76673889160156
2016-09-07,189.7494354248047
2016-09-08,189.31622314453125
2016-09-09,184.7849578857422
2016-09-12,187.43617248535156
2016-09-13,184.7416229248047
2016-09-14,184.6722869873047
2016-09-15,186.5177459716797
2016-09-16,185.79672241210938
2016-09-19,185.83160400390625
2016-09-20,185.84024047851562
2016-09-21,187.93016052246094
2016-09-22,189.1143798828125
2016-09-23,188.07815551757812
2016-09-26,186.55433654785156
2016-09-27,187.7124786376953
2016-09-28,188.6441650390625
2016-09-29,186.93748474121094
2016-09-30,188.34812927246094
2016-10-03,187.89532470703125
2016-10-04,186.93748474121094
2016-10-05,187.76470947265625
2016-10-06,187.89532470703125
2016-10-07,187.25094604492188
2016-10-10,188.22621154785156
2016-10-11,185.8489990234375
2016-10-12,186.09283447265625
2016-10-13,185.4832763671875
2016-10-14,185.57904052734375
2016-10-17,184.9346923828125
2016-10-18,186.09283447265625
2016-10-19,186.589111328125
2016-10-20,186.2408447265625
2016-10-21,186.32794189453125
2016-10-24,187.12033081054688
2016-10-25,186.49339294433594
2016-10-26,186.1189422607422
2016-10-27,185.6226348876953
2016-10-28,185.07400512695312
2016-10-31,185.082763671875
2016-11-01,183.74171447753906
2016-11-02,182.63587951660156
2016-11-03,181.79989624023438
2016-11-04,181.59957885742188
2016-11-07,185.60520935058594
2016-11-08,186.44110107421875
2016-11-09,188.4178009033203
2016-11-10,188.88800048828125
2016-11-11,188.4525909423828
2016-11-14,188.60064697265625
2016-11-15,190.07220458984375
2016-11-16,189.7152099609375
2016-11-17,190.69046020507812
2016-11-18,190.26382446289062
2016-11-21,191.70057678222656
2016-11-22,192.07504272460938
2016-11-23,192.17950439453125
2016-11-25,192.89352416992188
2016-11-28,191.9879608154297
2016-11-29,192.36244201660156
2016-11-30,191.90089416503906
2016-12-01,191.19558715820312
2016-12-02,191.29132080078125
2016-12-05,192.44073486328125
2016-12-06,193.05026245117188
2016-12-07,195.57554626464844
2016-12-08,196.05441284179688
2016-12-09,197.23870849609375
2016-12-12,197.01229858398438
2016-12-13,198.32720947265625
2016-12-14,196.69012451171875
2016-12-15,197.49993896484375
2016-12-16,197.11363220214844
2016-12-19,197.54283142089844
2016-12-20,198.30491638183594
2016-12-21,197.75306701660156
2016-12-22,197.41151428222656
2016-12-23,197.70050048828125
2016-12-27,198.1910400390625
2016-12-28,196.55308532714844
2016-12-29,196.50927734375
2016-12-30,195.791015625
2017-01-03,197.28884887695312
2017-01-04,198.4626007080078
2017-01-05,198.30491638183594
2017-01-06,199.01437377929688
2017-01-09,198.35748291015625
2017-01-10,198.35748291015625
2017-01-11,198.9180450439453
2017-01-12,198.4187469482422
2017-01-13,198.87425231933594
2017-01-17,198.1735076904297
2017-01-18,198.61148071289062
2017-01-19,197.87570190429688
2017-01-20,198.60275268554688
2017-01-23,198.08595275878906
2017-01-24,199.3560028076172
2017-01-25,201.08152770996094
2017-01-26,200.87132263183594
2017-01-27,200.55596923828125
2017-01-30,199.3122100830078
2017-01-31,199.294677734375
2017-02-01,199.37351989746094
2017-02-02,199.50485229492188
2017-02-03,200.88009643554688
2017-02-06,200.5209503173828
2017-02-07,200.52972412109375
2017-02-08,200.79248046875
2017-02-09,201.98370361328125
2017-02-10,202.78074645996094
2017-02-13,203.88441467285156
2017-02-14,204.69898986816406
2017-02-15,205.7676239013672
2017-02-16,205.5924530029297
2017-02-17,205.91648864746094
2017-02-21,207.14279174804688
2017-02-22,206.9588165283203
2017-02-23,207.09896850585938
2017-02-24,207.36175537109375
2017-02-27,207.6858367919922
2017-02-28,207.1252899169922
2017-03-01,210.02450561523438
2017-03-02,208.701904296875
2017-03-03,208.83326721191406
2017-03-06,208.21139526367188
2017-03-07,207.58946228027344
2017-03-08,207.2041015625
2017-03-09,207.46685791015625
2017-03-10,208.19384765625
2017-03-13,208.2989501953125
2017-03-14,207.501953125
2017-03-15,209.29750061035156
2017-03-16,208.8857879638672
2017-03-17,208.51898193359375
2017-03-20,208.29025268554688
2017-03-21,205.61590576171875
2017-03-22,206.09976196289062
2017-03-23,205.8798065185547
2017-03-24,205.7303009033203
2017-03-27,205.5191650390625
2017-03-28,207.01466369628906
2017-03-29,207.20823669433594
2017-03-30,207.8679962158203
2017-03-31,207.3842010498047
2017-04-03,207.02346801757812
2017-04-04,207.15541076660156
2017-04-05,206.5396270751953
2017-04-06,207.1202392578125
2017-04-07,206.90914916992188
2017-04-10,207.03224182128906
2017-04-11,206.7859344482422
2017-04-12,205.8798065185547
2017-04-13,204.54266357421875
2017-04-17,206.3549041748047
2017-04-18,205.7390899658203
2017-04-19,205.3607940673828
2017-04-20,207.03224182128906
2017-04-21,206.3724822998047
2017-04-24,208.64210510253906
2017-04-25,209.85618591308594
2017-04-26,209.72418212890625
2017-04-27,209.9001922607422
2017-04-28,209.4426727294922
2017-05-01,209.97052001953125
2017-05-02,210.0496826171875
2017-05-03,209.7945098876953
2017-05-04,210.0408935546875
2017-05-05,210.86778259277344
2017-05-08,210.8326416015625
2017-05-09,210.63914489746094
2017-05-10,211.0173797607422
2017-05-11,210.5863037109375
2017-05-12,210.2344512939453
2017-05-15,211.39569091796875
2017-05-16,211.20213317871094
2017-05-17,207.4545440673828
2017-05-18,208.29025268554688
2017-05-19,209.64503479003906
2017-05-22,210.70944213867188
