,GOOGL_forecast_0,GOOGL_forecast_1,GOOGL_forecast_2,GOOGL_forecast_3,AAPL_forecast_0,AAPL_forecast_1,AAPL_forecast_2,AAPL_forecast_3,AMZN_forecast_0,AMZN_forecast_1,AMZN_forecast_2,AMZN_forecast_3,BA_forecast_0,BA_forecast_1,BA_forecast_2,BA_forecast_3,C_forecast_0,C_forecast_1,C_forecast_2,C_forecast_3,INTC_forecast_0,INTC_forecast_1,INTC_forecast_2,INTC_forecast_3,JPM_forecast_0,JPM_forecast_1,JPM_forecast_2,JPM_forecast_3,MSFT_forecast_0,MSFT_forecast_1,MSFT_forecast_2,MSFT_forecast_3,NVDA_forecast_0,NVDA_forecast_1,NVDA_forecast_2,NVDA_forecast_3,WFC_forecast_0,WFC_forecast_1,WFC_forecast_2,WFC_forecast_3
2013-09-24,1.0003835483389985,0.8873631403951191,0.8873631403951191,0.8873631403951191,0.9968614184059557,0.6375108558692608,0.6231336570812055,0.6104732137381367,1.0084753904633303,1.0,1.0,1.0,1.0126797773908398,1.016060852627104,1.032121705254208,1.048182557881312,0.987694008529206,0.8919923568282577,0.8919923568282577,0.8919923568282577,1.0033869863745644,0.7285090969662021,0.7070657774405249,0.7652969684755377,0.9778469598486372,0.6759879324948922,0.6759879324948922,0.6759879324948922,0.9911418484379746,0.8075461432168483,0.8075461432168483,0.8075461432168483,1.0038362752631298,1.0137683628718506,1.0275367257437011,1.0413050886155517,0.9862919012857359,0.8837557932515211,0.8979625629841446,0.9126296076132784
2013-09-27,0.9979729546100715,0.8345004013929894,0.8345004013929894,0.8345004013929894,0.992863533718415,0.7636778736918387,0.735521107038533,0.7107432137869973,0.9933672689336367,1.0,1.0,1.0,0.9946388708877916,1.0148431011309917,1.0305451000214034,1.046247098911815,0.9991818117889937,0.6454267513496297,0.6454267513496297,0.6454267513496297,0.9816319949536783,0.7002944515065885,0.7732590320899616,0.7428267273679622,1.0067447887566903,0.43420863002398813,0.43420863002398813,0.43420863002398813,1.0152578343896739,0.683745339538094,0.683745339538094,0.683745339538094,0.9942566435790045,0.9594815031392644,0.9744832342564369,0.9894849653736094,0.9995194513201963,0.7844115294497558,0.7909566425160695,0.8045171994403174
2013-10-02,1.0011161907771233,0.7866721422762221,0.7866721422762221,0.7866721422762221,1.0032787951749393,0.7877945358574272,0.7518555139525517,0.721084909258674,0.9986289910800628,1.0,1.0,1.0,1.0007641405568193,1.0092186287611746,1.0248801451504697,1.0405416615397647,1.0022631772167911,0.6396529506279771,0.6396529506279771,0.6396529506279771,1.0026281982298981,0.6656502004124353,0.6554311748978032,0.5941636251201833,1.0098877684347904,0.6011621715945683,0.6011621715945683,0.6011621715945683,1.010124881242647,0.7499741806977491,0.7499741806977491,0.7499741806977491,0.9993569337844467,0.9310296505621887,0.9465464045135241,0.9620631584648596,0.9944571959141039,0.7474757786245196,0.7588107099426684,0.7712055111796731
2013-10-07,0.9924227723347888,0.8539967617756538,0.8682296749680165,0.8824625881603793,1.0097716517265791,0.8930495418855472,0.8930495418855472,0.8930495418855472,0.9717590556615328,1.0,1.0,1.0,0.9956484284921562,0.990242999527729,1.006257164757115,1.022271329986501,0.9804633439304595,0.62481065007139,0.62481065007139,0.62481065007139,1.0008768721066257,0.5530759638476249,0.5151494642131632,0.5906363745955079,0.9840521406058074,0.6220549320458212,0.6220549320458212,0.6220549320458212,0.9828804257462566,0.8223997869015337,0.8223997869015337,0.8223997869015337,1.0,0.9166861039437624,0.9319642051222123,0.9472423063006623,0.9835347403389192,0.6979090655113596,0.6979090655113596,0.6979090655113596
2013-10-10,1.014465084406919,0.6618241271321357,0.6618241271321357,0.6618241271321357,1.0062682873608466,0.8762301990398684,0.8762301990398684,0.8762301990398684,1.023270638272671,0.8438619274684436,0.8438619274684436,0.8438619274684436,1.0387001656991943,0.9650278266040766,0.9805234003851329,0.9960189741661891,1.027529006861667,0.5811039023171835,0.5811039023171835,0.5811039023171835,1.022576162761714,0.5663277530922086,0.5663277530922086,0.5663277530922086,1.0348769996379634,0.5978309018388056,0.5978309018388056,0.5978309018388056,1.020865050283122,0.749769252356574,0.749769252356574,0.749769252356574,1.0111697438707095,0.9291032347593495,0.9445881696002845,0.9600731044412194,1.0267590861117546,0.6309908318348022,0.6309908318348022,0.6309908318348022
2013-10-15,1.006734201052166,0.6765889258136855,0.6765889258136855,0.6765889258136855,1.0053222536049276,0.893793281598986,0.893793281598986,0.893793281598986,0.9861602732732756,0.7714542685179391,0.7714542685179391,0.7714542685179391,0.989284924398914,1.0138917411853448,1.0307898169340708,1.0476878926827968,0.9850807318957321,0.6709911145850284,0.6709911145850284,0.6709911145850284,0.9974412897039207,0.6165132784127805,0.5992061422677396,0.6156454764141563,0.9924115170142186,0.6386231380704879,0.6386231380704879,0.6386231380704879,1.00116060874912,0.802331538424682,0.802331538424682,0.802331538424682,0.9948352155995589,0.8733099874998842,0.8876936557227225,0.9020773239455608,0.9949700189104179,0.712640753932261,0.712640753932261,0.712640753932261
2013-10-18,1.1379627836603385,0.7317937111098645,0.7317937111098645,0.7317937111098645,1.0087019992733826,0.977792338822268,0.977792338822268,0.977792338822268,1.058435560437181,0.7897795408949088,0.7897795408949088,0.7897795408949088,1.0018807129375336,0.9976699134952395,1.0142975904207379,1.0309252673462361,1.0005866157283763,0.637179233868546,0.637179233868546,0.637179233868546,0.9983278542148626,0.6572121807667102,0.6586478939317271,0.680641852740707,1.001659986699426,0.6176958753208708,0.6176958753208708,0.6176958753208708,1.0011452518168453,0.8857431916940326,0.8857431916940326,0.8857431916940326,1.0115161084782882,0.878493065100742,0.8928347245340629,0.9071763839673838,1.0,0.7225982156683658,0.7225982156683658,0.7225982156683658
2013-10-23,1.0242404538286474,1.0,1.0,1.0,1.00979114740457,1.0,1.0,1.0,0.982618545090089,1.0,1.0,1.0,1.0533963658941257,1.0165947658243673,1.0331895316487345,1.0497842974731018,0.9887707006684578,0.826020501362574,0.826020501362574,0.826020501362574,0.986289854109145,0.7656731247261427,0.7656731247261427,0.7656731247261427,0.983774732031844,0.816004977731067,0.816004977731067,0.816004977731067,0.9762868998093734,0.939447764156691,0.939447764156691,0.939447764156691,0.9828783868764494,0.984892634492374,1.0011361193103738,1.0173796041283736,0.9958083415917957,0.8499837318684954,0.8638556591053977,0.8777275863423001
2013-10-28,0.9998030386450385,1.016630547036337,1.033261094072674,1.0498916411090111,1.0074532627010238,1.0,1.0,1.0,0.9856077822804014,0.9712731209815396,0.9712731209815396,0.9712731209815396,0.9900144772256011,1.0167641141300747,1.0335282282601495,1.0502923423902242,1.0017977131234763,0.7468565944309893,0.7468565944309893,0.7468565944309893,1.004950641503985,0.8087119403876892,0.8128130846785764,0.7694251917169431,0.9982945183814331,0.6615432517969537,0.6615432517969537,0.6615432517969537,0.9955221343639546,0.7964958765133094,0.7964958765133094,0.7964958765133094,0.9980316424770318,0.9017923214343889,0.9159225063366296,0.9300526912388704,0.9993003228647737,0.8576013975302196,0.8711261271612374,0.8846508567922552
2013-10-31,1.0001552268349558,0.9353325373253105,0.9353325373253105,0.9353325373253105,0.9958089085911326,1.0,1.0,1.0,1.0081698835433452,1.0,1.0,1.0,1.0063233464525367,1.0169040169903165,1.033808033980633,1.0507120509709496,0.9779475609697162,0.7435581673453648,0.7435581673453648,0.7435581673453648,0.9987760550594533,0.856802072359068,0.856802072359068,0.856802072359068,0.979848068911002,0.6545680147676826,0.6545680147676826,0.6545680147676826,0.9963421181706195,1.0,1.0,1.0,0.9980289718675747,0.8119028656473223,0.8119028656473223,0.8119028656473223,0.9904876597072823,0.8647727010066486,0.8784983265452763,0.8922239520839039
